captured_utc,player,market,side,line,odds
2026-06-27T08:49:38+00:00,jordin canada,ast,Under,6.5,1.577
2026-06-27T08:49:38+00:00,angel reese,pts,Over,13.5,1.85
2026-06-27T08:49:38+00:00,angel reese,pts,Under,13.5,1.85
2026-06-27T08:49:38+00:00,angel reese,ra,Over,14.5,1.83
2026-06-27T08:49:38+00:00,angel reese,ra,Under,14.5,1.83
2026-06-27T08:49:38+00:00,angel reese,reb,Over,11.5,1.87
2026-06-27T08:49:38+00:00,angel reese,reb,Under,11.5,1.909
2026-06-27T08:49:38+00:00,angel reese,ast,Over,2.5,1.67
2026-06-27T08:49:38+00:00,angel reese,ast,Under,2.5,1.93
2026-06-27T08:49:38+00:00,angel reese,pra,Over,27.5,1.73
2026-06-27T08:49:38+00:00,angel reese,pra,Over,28.5,1.893
2026-06-27T08:49:38+00:00,angel reese,pra,Under,27.5,2.0
2026-06-27T08:49:38+00:00,angel reese,pra,Under,28.5,1.893
2026-06-27T08:49:38+00:00,awa fam thiam,pa,Over,13.5,1.8
2026-06-27T08:49:38+00:00,awa fam thiam,pa,Under,13.5,1.91
2026-06-27T08:49:38+00:00,awa fam thiam,ra,Over,8.5,2.1
2026-06-27T08:49:38+00:00,awa fam thiam,ra,Under,8.5,1.67
2026-06-27T08:49:38+00:00,awa fam thiam,reb,Over,5.5,1.87
2026-06-27T08:49:38+00:00,awa fam thiam,reb,Under,5.5,1.909
2026-06-27T08:49:38+00:00,awa fam thiam,ast,Over,2.5,2.069
2026-06-27T08:49:38+00:00,awa fam thiam,ast,Under,2.5,1.577
2026-06-27T08:49:38+00:00,awa fam thiam,pra,Over,19.5,1.8
2026-06-27T08:49:38+00:00,awa fam thiam,pra,Under,19.5,1.91
2026-06-27T08:49:38+00:00,allisha gray,pa,Over,20.5,2.0
2026-06-27T08:49:38+00:00,allisha gray,pa,Under,20.5,1.73
2026-06-27T08:49:38+00:00,allisha gray,reb,Over,3.5,2.0
2026-06-27T08:49:38+00:00,allisha gray,reb,Under,3.5,1.8
2026-06-27T08:49:38+00:00,allisha gray,ast,Over,2.5,2.395
2026-06-27T08:49:38+00:00,allisha gray,ast,Under,2.5,1.437
2026-06-27T08:49:38+00:00,natisha hiedeman,pa,Over,19.5,1.91
2026-06-27T08:49:38+00:00,natisha hiedeman,pa,Under,19.5,1.8
2026-06-27T08:49:38+00:00,natisha hiedeman,ra,Over,6.5,1.62
2026-06-27T08:49:38+00:00,natisha hiedeman,ra,Under,6.5,2.2
2026-06-27T08:49:38+00:00,natisha hiedeman,reb,Over,2.5,1.893
2026-06-27T08:49:38+00:00,natisha hiedeman,reb,Under,2.5,1.893
2026-06-27T08:49:38+00:00,natisha hiedeman,ast,Over,4.5,1.883
2026-06-27T08:49:38+00:00,natisha hiedeman,ast,Under,4.5,1.707
2026-06-27T08:49:38+00:00,natisha hiedeman,pra,Over,21.5,1.73
2026-06-27T08:49:38+00:00,natisha hiedeman,pra,Under,21.5,2.0
2026-06-27T08:49:38+00:00,rhyne howard,pr,Over,22.5,1.91
2026-06-27T08:49:38+00:00,rhyne howard,pr,Under,22.5,1.8
2026-06-27T08:49:38+00:00,rhyne howard,reb,Over,3.5,1.833
2026-06-27T08:49:38+00:00,rhyne howard,reb,Under,3.5,1.952
2026-06-27T08:49:38+00:00,rhyne howard,ast,Over,3.5,2.069
2026-06-27T08:49:38+00:00,rhyne howard,ast,Under,3.5,1.577
2026-06-27T08:49:38+00:00,rhyne howard,pra,Over,24.5,1.952
2026-06-27T08:49:38+00:00,rhyne howard,pra,Under,24.5,1.833
2026-06-27T08:49:38+00:00,flau'jae johnson,pr,Over,15.5,1.73
2026-06-27T08:49:38+00:00,flau'jae johnson,pr,Under,15.5,2.0
2026-06-27T08:49:38+00:00,flau'jae johnson,pa,Over,14.5,2.0
2026-06-27T08:49:38+00:00,flau'jae johnson,pa,Under,14.5,1.73
2026-06-27T08:49:38+00:00,flau'jae johnson,ra,Over,7.5,1.73
2026-06-27T08:49:38+00:00,flau'jae johnson,ra,Under,7.5,2.0
2026-06-27T08:49:38+00:00,flau'jae johnson,ast,Over,2.5,1.558
2026-06-27T08:49:38+00:00,flau'jae johnson,ast,Under,2.5,2.116
2026-06-27T08:49:38+00:00,flau'jae johnson,pra,Over,18.5,1.73
2026-06-27T08:49:38+00:00,flau'jae johnson,pra,Under,18.5,2.0
2026-06-27T11:03:59+00:00,maria conde,reb,Over,4.5,1.8
2026-06-27T11:03:59+00:00,maria conde,pra,Over,16.5,1.833
2026-06-27T11:03:59+00:00,maria conde,pra,Under,16.5,1.952
2026-06-27T11:03:59+00:00,isabelle harrison,pa,Over,15.5,1.83
2026-06-27T11:03:59+00:00,isabelle harrison,pa,Under,15.5,1.83
2026-06-27T11:03:59+00:00,isabelle harrison,pra,Over,21.5,1.8
2026-06-27T11:03:59+00:00,isabelle harrison,pra,Under,21.5,1.91
2026-06-27T11:03:59+00:00,marina mabrey,pa,Over,27.5,1.73
2026-06-27T11:03:59+00:00,marina mabrey,pa,Under,27.5,2.0
2026-06-27T11:03:59+00:00,nyara sabally,pr,Over,16.5,1.83
2026-06-27T11:03:59+00:00,nyara sabally,pr,Under,16.5,1.83
2026-06-27T11:03:59+00:00,noemie brochant,reb,Over,3.5,2.0
2026-06-27T11:03:59+00:00,noemie brochant,reb,Under,3.5,1.8
2026-06-27T11:03:59+00:00,valeriane ayayi,reb,Over,5.5,1.667
2026-06-27T11:03:59+00:00,valeriane ayayi,reb,Under,5.5,2.2
2026-06-27T11:03:59+00:00,kahleah copper,pr,Over,25.5,1.83
2026-06-27T11:03:59+00:00,kahleah copper,pr,Under,25.5,1.83
2026-06-27T11:03:59+00:00,nneka ogwumike,pr,Over,26.5,1.83
2026-06-27T11:03:59+00:00,nneka ogwumike,pr,Under,26.5,1.83
2026-06-27T11:03:59+00:00,rae burrell,pts,Over,14.5,1.625
2026-06-27T11:03:59+00:00,angel reese,pra,Over,28.5,2.0
2026-06-27T11:03:59+00:00,angel reese,pra,Under,28.5,1.8
2026-06-27T11:03:59+00:00,awa fam thiam,pra,Over,31.5,1.893
2026-06-27T11:03:59+00:00,awa fam thiam,pra,Under,31.5,1.893
2026-06-27T11:03:59+00:00,natisha hiedeman,pra,Over,22.5,2.02
2026-06-27T11:03:59+00:00,natisha hiedeman,pra,Under,22.5,1.769
2026-06-27T11:03:59+00:00,rhyne howard,pra,Over,25.5,1.87
2026-06-27T11:03:59+00:00,rhyne howard,pra,Under,25.5,1.909
2026-06-27T14:06:01+00:00,dewanna bonner,pr,Over,19.5,1.952
2026-06-27T14:06:01+00:00,dewanna bonner,pr,Under,19.5,1.833
2026-06-27T14:06:01+00:00,dewanna bonner,reb,Over,6.5,2.05
2026-06-27T14:06:01+00:00,dewanna bonner,reb,Under,6.5,1.741
2026-06-27T14:06:01+00:00,maria conde,pr,Over,14.5,1.8
2026-06-27T14:06:01+00:00,maria conde,pr,Under,14.5,2.0
2026-06-27T14:06:01+00:00,maria conde,pa,Over,12.5,1.8
2026-06-27T14:06:01+00:00,maria conde,pa,Under,12.5,2.0
2026-06-27T14:06:01+00:00,maria conde,ra,Over,6.5,1.8
2026-06-27T14:06:01+00:00,maria conde,ra,Under,6.5,2.0
2026-06-27T14:06:01+00:00,maria conde,reb,Over,4.5,1.769
2026-06-27T14:06:01+00:00,maria conde,reb,Under,4.5,2.02
2026-06-27T14:06:01+00:00,isabelle harrison,pr,Over,18.5,1.8
2026-06-27T14:06:01+00:00,isabelle harrison,pa,Over,15.5,1.91
2026-06-27T14:06:01+00:00,isabelle harrison,pa,Under,15.5,1.8
2026-06-27T14:06:01+00:00,isabelle harrison,reb,Over,5.5,1.667
2026-06-27T14:06:01+00:00,isabelle harrison,reb,Under,5.5,2.2
2026-06-27T14:06:01+00:00,isabelle harrison,pra,Over,21.5,1.83
2026-06-27T14:06:01+00:00,isabelle harrison,pra,Under,21.5,1.83
2026-06-27T14:06:01+00:00,marina mabrey,pr,Over,26.5,1.8
2026-06-27T14:06:01+00:00,marina mabrey,pa,Over,27.5,1.8
2026-06-27T14:06:01+00:00,marina mabrey,pa,Under,27.5,1.91
2026-06-27T14:06:01+00:00,marina mabrey,reb,Over,3.5,2.0
2026-06-27T14:06:01+00:00,marina mabrey,reb,Under,3.5,1.8
2026-06-27T14:06:01+00:00,nyara sabally,pr,Over,16.5,1.833
2026-06-27T14:06:01+00:00,nyara sabally,pr,Under,16.5,1.952
2026-06-27T14:06:01+00:00,nyara sabally,reb,Over,4.5,1.769
2026-06-27T14:06:01+00:00,nyara sabally,reb,Under,4.5,2.02
2026-06-27T14:06:01+00:00,noemie brochant,pr,Over,12.5,1.833
2026-06-27T14:06:01+00:00,noemie brochant,pr,Under,12.5,1.952
2026-06-27T14:06:01+00:00,noemie brochant,pa,Over,13.5,1.833
2026-06-27T14:06:01+00:00,noemie brochant,pa,Under,13.5,1.952
2026-06-27T14:06:01+00:00,noemie brochant,ra,Over,7.5,1.8
2026-06-27T14:06:01+00:00,noemie brochant,ra,Under,7.5,2.0
2026-06-27T14:06:01+00:00,valeriane ayayi,pr,Over,16.5,1.87
2026-06-27T14:06:01+00:00,valeriane ayayi,pr,Under,16.5,1.909
2026-06-27T14:06:01+00:00,valeriane ayayi,pa,Over,13.5,1.909
2026-06-27T14:06:01+00:00,valeriane ayayi,pa,Under,13.5,1.87
2026-06-27T14:06:01+00:00,valeriane ayayi,ra,Over,8.5,2.02
2026-06-27T14:06:01+00:00,valeriane ayayi,ra,Under,8.5,1.769
2026-06-27T14:06:01+00:00,valeriane ayayi,reb,Over,5.5,1.69
2026-06-27T14:06:01+00:00,valeriane ayayi,reb,Under,5.5,2.15
2026-06-27T14:06:01+00:00,kahleah copper,pr,Over,24.5,1.8
2026-06-27T14:06:01+00:00,kahleah copper,pr,Under,24.5,2.0
2026-06-27T14:06:01+00:00,kahleah copper,pa,Over,22.5,2.0
2026-06-27T14:06:01+00:00,kahleah copper,pa,Under,22.5,1.8
2026-06-27T14:06:01+00:00,dearica hamby,pr,Over,22.5,1.893
2026-06-27T14:06:01+00:00,dearica hamby,pr,Over,23.5,2.0
2026-06-27T14:06:01+00:00,dearica hamby,pr,Under,22.5,1.893
2026-06-27T14:06:01+00:00,dearica hamby,pr,Under,23.5,1.73
2026-06-27T14:06:01+00:00,dearica hamby,pa,Over,17.5,1.714
2026-06-27T14:06:01+00:00,dearica hamby,pa,Under,17.5,2.1
2026-06-27T14:06:01+00:00,dearica hamby,ra,Over,10.5,1.833
2026-06-27T14:06:01+00:00,dearica hamby,ra,Under,10.5,1.952
2026-06-27T14:06:01+00:00,nneka ogwumike,pr,Over,26.5,1.952
2026-06-27T14:06:01+00:00,nneka ogwumike,pr,Under,26.5,1.833
2026-06-27T14:06:01+00:00,nneka ogwumike,pa,Over,20.5,1.83
2026-06-27T14:06:01+00:00,nneka ogwumike,pa,Under,20.5,1.83
2026-06-27T14:06:01+00:00,nneka ogwumike,ra,Over,10.5,1.91
2026-06-27T14:06:01+00:00,nneka ogwumike,ra,Under,10.5,1.8
2026-06-27T14:06:01+00:00,sophie cunningham,pr,Over,13.5,1.8
2026-06-27T14:06:01+00:00,sophie cunningham,reb,Over,3.5,1.952
2026-06-27T14:06:01+00:00,sophie cunningham,reb,Under,3.5,1.833
2026-06-27T14:06:01+00:00,aliyah boston,pa,Over,20.5,1.87
2026-06-27T14:06:01+00:00,aliyah boston,pa,Under,20.5,1.909
2026-06-27T14:06:01+00:00,aliyah boston,ra,Over,13.5,1.87
2026-06-27T14:06:01+00:00,aliyah boston,ra,Under,13.5,1.909
2026-06-27T14:06:01+00:00,lexie hull,pr,Over,13.5,1.83
2026-06-27T14:06:01+00:00,lexie hull,pr,Over,14.5,2.02
2026-06-27T14:06:01+00:00,lexie hull,pr,Under,13.5,1.83
2026-06-27T14:06:01+00:00,lexie hull,pr,Under,14.5,1.769
2026-06-27T14:06:01+00:00,lexie hull,reb,Over,4.5,1.8
2026-06-27T14:06:01+00:00,kelsey mitchell,pr,Over,24.5,1.8
2026-06-27T14:06:01+00:00,kelsey mitchell,pa,Over,27.5,1.909
2026-06-27T14:06:01+00:00,kelsey mitchell,pa,Under,27.5,1.87
2026-06-27T14:06:01+00:00,kelsey mitchell,ra,Over,5.5,1.714
2026-06-27T14:06:01+00:00,kelsey mitchell,ra,Under,5.5,2.1
2026-06-27T14:06:01+00:00,kelsey mitchell,reb,Over,1.5,1.833
2026-06-27T14:06:01+00:00,kelsey mitchell,reb,Under,1.5,1.952
2026-06-27T14:06:01+00:00,dominique malonga,pr,Over,25.5,1.741
2026-06-27T14:06:01+00:00,dominique malonga,pr,Under,25.5,2.05
2026-06-27T14:06:01+00:00,dominique malonga,reb,Over,8.5,1.769
2026-06-27T14:06:01+00:00,dominique malonga,reb,Under,8.5,2.02
2026-06-27T14:06:01+00:00,jordin canada,pr,Under,14.5,1.8
2026-06-27T14:06:01+00:00,jordin canada,pa,Over,17.5,2.05
2026-06-27T14:06:01+00:00,jordin canada,pa,Under,17.5,1.741
2026-06-27T14:06:01+00:00,jordin canada,ra,Over,9.5,1.769
2026-06-27T14:06:01+00:00,jordin canada,ra,Under,9.5,2.02
2026-06-27T14:06:01+00:00,jordin canada,reb,Over,3.5,2.0
2026-06-27T14:06:01+00:00,jordin canada,reb,Under,3.5,1.8
2026-06-27T14:06:01+00:00,angel reese,pr,Over,25.5,2.02
2026-06-27T14:06:01+00:00,angel reese,pr,Under,25.5,1.769
2026-06-27T14:06:01+00:00,angel reese,pa,Over,15.5,1.741
2026-06-27T14:06:01+00:00,angel reese,pa,Under,15.5,2.05
2026-06-27T14:06:01+00:00,angel reese,ra,Over,14.5,1.909
2026-06-27T14:06:01+00:00,angel reese,ra,Under,14.5,1.87
2026-06-27T14:06:01+00:00,angel reese,reb,Over,11.5,1.8
2026-06-27T14:06:01+00:00,angel reese,reb,Under,11.5,2.0
2026-06-27T14:06:01+00:00,angel reese,pra,Over,27.5,1.8
2026-06-27T14:06:01+00:00,angel reese,pra,Under,27.5,1.91
2026-06-27T14:06:01+00:00,awa fam thiam,pr,Over,17.5,1.952
2026-06-27T14:06:01+00:00,awa fam thiam,pr,Under,17.5,1.833
2026-06-27T14:06:01+00:00,awa fam thiam,ra,Over,8.5,2.0
2026-06-27T14:06:01+00:00,awa fam thiam,ra,Under,8.5,1.73
2026-06-27T14:06:01+00:00,awa fam thiam,reb,Over,5.5,1.714
2026-06-27T14:06:01+00:00,awa fam thiam,reb,Under,5.5,2.1
2026-06-27T14:06:01+00:00,allisha gray,pr,Over,20.5,1.833
2026-06-27T14:06:01+00:00,allisha gray,pr,Over,21.5,1.83
2026-06-27T14:06:01+00:00,allisha gray,pr,Under,20.5,1.952
2026-06-27T14:06:01+00:00,allisha gray,pr,Under,21.5,1.83
2026-06-27T14:06:01+00:00,allisha gray,pa,Over,20.5,1.91
2026-06-27T14:06:01+00:00,allisha gray,pa,Under,20.5,1.8
2026-06-27T14:06:01+00:00,allisha gray,ra,Over,5.5,2.0
2026-06-27T14:06:01+00:00,allisha gray,ra,Under,5.5,1.73
2026-06-27T14:06:01+00:00,allisha gray,reb,Over,3.5,2.25
2026-06-27T14:06:01+00:00,allisha gray,reb,Under,3.5,1.625
2026-06-27T14:06:01+00:00,natisha hiedeman,pr,Over,17.5,1.952
2026-06-27T14:06:01+00:00,natisha hiedeman,pr,Under,17.5,1.833
2026-06-27T14:06:01+00:00,natisha hiedeman,pa,Over,20.5,2.02
2026-06-27T14:06:01+00:00,natisha hiedeman,pa,Under,20.5,1.769
2026-06-27T14:06:01+00:00,natisha hiedeman,ra,Over,7.5,2.15
2026-06-27T14:06:01+00:00,natisha hiedeman,ra,Under,7.5,1.69
2026-06-27T14:06:01+00:00,natisha hiedeman,reb,Over,2.5,1.909
2026-06-27T14:06:01+00:00,natisha hiedeman,reb,Under,2.5,1.87
2026-06-27T14:06:01+00:00,rhyne howard,pr,Over,21.5,1.8
2026-06-27T14:06:01+00:00,rhyne howard,pr,Over,22.5,1.83
2026-06-27T14:06:01+00:00,rhyne howard,pr,Under,22.5,1.83
2026-06-27T14:06:01+00:00,rhyne howard,pa,Over,21.5,1.909
2026-06-27T14:06:01+00:00,rhyne howard,pa,Under,21.5,1.87
2026-06-27T14:06:01+00:00,rhyne howard,ra,Under,7.5,1.8
2026-06-27T14:06:01+00:00,rhyne howard,reb,Over,4.5,2.2
2026-06-27T14:06:01+00:00,rhyne howard,reb,Under,4.5,1.667
2026-06-27T14:06:01+00:00,flau'jae johnson,pr,Over,16.5,2.0
2026-06-27T14:06:01+00:00,flau'jae johnson,pr,Under,16.5,1.8
2026-06-27T14:06:01+00:00,flau'jae johnson,pa,Over,14.5,1.909
2026-06-27T14:06:01+00:00,flau'jae johnson,pa,Under,14.5,1.87
2026-06-27T14:06:01+00:00,flau'jae johnson,ra,Over,7.5,1.893
2026-06-27T14:06:01+00:00,flau'jae johnson,ra,Under,7.5,1.893
2026-06-27T14:06:01+00:00,flau'jae johnson,reb,Over,4.5,1.769
2026-06-27T14:06:01+00:00,flau'jae johnson,reb,Under,4.5,2.02
2026-06-27T14:06:01+00:00,flau'jae johnson,pra,Over,19.5,2.0
2026-06-27T14:06:01+00:00,flau'jae johnson,pra,Under,19.5,1.73
2026-06-27T15:37:27+00:00,dewanna bonner,pr,Over,19.5,1.833
2026-06-27T15:37:27+00:00,dewanna bonner,pr,Under,19.5,1.952
2026-06-27T15:37:27+00:00,maria conde,pr,Over,15.5,1.909
2026-06-27T15:37:27+00:00,maria conde,pr,Under,15.5,1.87
2026-06-27T15:37:27+00:00,julie allemand,pa,Over,12.5,1.833
2026-06-27T15:37:27+00:00,julie allemand,pa,Over,13.5,2.0
2026-06-27T15:37:27+00:00,julie allemand,pa,Under,12.5,1.952
2026-06-27T15:37:27+00:00,julie allemand,pa,Under,13.5,1.73
2026-06-27T15:37:27+00:00,isabelle harrison,pr,Over,19.5,1.91
2026-06-27T15:37:27+00:00,isabelle harrison,pr,Under,19.5,1.8
2026-06-27T15:37:27+00:00,isabelle harrison,pa,Over,15.5,1.952
2026-06-27T15:37:27+00:00,isabelle harrison,pa,Under,15.5,1.833
2026-06-27T15:37:27+00:00,marina mabrey,pr,Over,27.5,1.87
2026-06-27T15:37:27+00:00,marina mabrey,pr,Under,26.5,1.91
2026-06-27T15:37:27+00:00,marina mabrey,pr,Under,27.5,1.909
2026-06-27T15:37:27+00:00,marina mabrey,pa,Over,27.5,1.833
2026-06-27T15:37:27+00:00,marina mabrey,pa,Under,27.5,1.952
2026-06-27T15:37:27+00:00,valeriane ayayi,pr,Over,17.5,1.909
2026-06-27T15:37:27+00:00,valeriane ayayi,pr,Under,17.5,1.87
2026-06-27T15:37:27+00:00,kahleah copper,pr,Over,25.5,1.87
2026-06-27T15:37:27+00:00,kahleah copper,pr,Under,25.5,1.909
2026-06-27T15:37:27+00:00,dearica hamby,pa,Over,18.5,1.91
2026-06-27T15:37:27+00:00,dearica hamby,pa,Under,18.5,1.8
2026-06-27T15:37:27+00:00,dearica hamby,pra,Over,26.5,1.91
2026-06-27T15:37:27+00:00,dearica hamby,pra,Under,26.5,1.7
2026-06-27T15:37:27+00:00,nneka ogwumike,pa,Over,20.5,1.833
2026-06-27T15:37:27+00:00,nneka ogwumike,pa,Under,20.5,1.952
2026-06-27T15:37:27+00:00,nneka ogwumike,ra,Over,10.5,1.952
2026-06-27T15:37:27+00:00,nneka ogwumike,ra,Under,10.5,1.833
2026-06-27T15:37:27+00:00,aliyah boston,pra,Over,30.5,1.91
2026-06-27T15:37:27+00:00,aliyah boston,pra,Under,30.5,1.8
2026-06-27T15:37:27+00:00,lexie hull,pr,Over,13.5,2.0
2026-06-27T15:37:27+00:00,lexie hull,pr,Under,13.5,1.73
2026-06-27T15:37:27+00:00,kelsey mitchell,pr,Over,25.5,1.83
2026-06-27T15:37:27+00:00,kelsey mitchell,pr,Under,25.5,1.83
2026-06-27T15:37:27+00:00,kelsey mitchell,ra,Over,5.5,1.69
2026-06-27T15:37:27+00:00,kelsey mitchell,ra,Under,5.5,2.15
2026-06-27T15:37:27+00:00,kelsey mitchell,pra,Over,29.5,1.8
2026-06-27T15:37:27+00:00,kelsey mitchell,pra,Under,29.5,1.91
2026-06-27T15:37:27+00:00,erica wheeler,pa,Over,16.5,1.952
2026-06-27T15:37:27+00:00,erica wheeler,pa,Under,16.5,1.833
2026-06-27T15:37:27+00:00,dominique malonga,pr,Over,26.5,2.0
2026-06-27T15:37:27+00:00,dominique malonga,pr,Under,26.5,1.73
2026-06-27T15:37:27+00:00,jordin canada,pa,Over,16.5,1.73
2026-06-27T15:37:27+00:00,jordin canada,pa,Under,16.5,2.0
2026-06-27T15:37:27+00:00,angel reese,ra,Over,14.5,1.893
2026-06-27T15:37:27+00:00,angel reese,ra,Under,14.5,1.893
2026-06-27T15:37:27+00:00,angel reese,pra,Over,27.5,1.833
2026-06-27T15:37:27+00:00,angel reese,pra,Under,27.5,1.952
2026-06-27T15:37:27+00:00,awa fam thiam,pra,Under,19.5,2.0
2026-06-27T15:37:27+00:00,allisha gray,pr,Over,21.5,1.91
2026-06-27T15:37:27+00:00,allisha gray,pr,Under,21.5,1.8
2026-06-27T15:37:27+00:00,natisha hiedeman,pa,Over,19.5,1.83
2026-06-27T15:37:27+00:00,natisha hiedeman,pa,Under,19.5,1.83
2026-06-27T15:37:27+00:00,natisha hiedeman,pra,Over,22.5,2.0
2026-06-27T15:37:27+00:00,natisha hiedeman,pra,Under,22.5,1.8
2026-06-27T15:37:27+00:00,rhyne howard,pr,Over,22.5,1.91
2026-06-27T15:37:27+00:00,rhyne howard,pr,Under,22.5,1.8
2026-06-27T15:37:27+00:00,rhyne howard,pra,Over,25.5,1.8
2026-06-27T15:37:27+00:00,rhyne howard,pra,Under,25.5,2.0
2026-06-27T15:37:27+00:00,flau'jae johnson,pra,Over,19.5,1.909
2026-06-27T15:37:27+00:00,flau'jae johnson,pra,Under,19.5,1.87
2026-06-27T15:37:27+00:00,kayla mcbride,pts,Over,14.5,1.91
2026-06-27T15:37:27+00:00,kayla mcbride,pts,Under,14.5,1.8
2026-06-27T15:37:27+00:00,kayla mcbride,pr,Over,17.5,1.73
2026-06-27T15:37:27+00:00,kayla mcbride,pr,Under,17.5,2.0
2026-06-27T15:37:27+00:00,kayla mcbride,pa,Over,17.5,1.8
2026-06-27T15:37:27+00:00,kayla mcbride,pa,Under,17.5,1.91
2026-06-27T15:37:27+00:00,kayla mcbride,reb,Over,3.5,2.2
2026-06-27T15:37:27+00:00,kayla mcbride,reb,Under,3.5,1.62
2026-06-27T15:37:27+00:00,kayla mcbride,ast,Over,2.5,1.57
2026-06-27T15:37:27+00:00,kayla mcbride,ast,Under,2.5,2.25
2026-06-27T15:37:27+00:00,kayla mcbride,pra,Over,21.5,2.0
2026-06-27T15:37:27+00:00,kayla mcbride,pra,Under,21.5,1.73
2026-06-27T15:37:27+00:00,courtney williams,pts,Over,15.5,1.8
2026-06-27T15:37:27+00:00,courtney williams,pts,Under,15.5,1.9
2026-06-27T15:37:27+00:00,courtney williams,pa,Over,20.5,2.0
2026-06-27T15:37:27+00:00,courtney williams,pa,Under,20.5,1.73
2026-06-27T15:37:27+00:00,courtney williams,ra,Over,8.5,1.67
2026-06-27T15:37:27+00:00,courtney williams,reb,Over,4.5,1.73
2026-06-27T15:37:27+00:00,courtney williams,ast,Over,4.5,2.25
2026-06-27T15:37:27+00:00,courtney williams,ast,Under,4.5,1.57
2026-06-27T15:37:27+00:00,natasha howard,pts,Over,15.5,1.92
2026-06-27T15:37:27+00:00,natasha howard,pts,Under,15.5,1.78
2026-06-27T15:37:27+00:00,natasha howard,pa,Over,18.5,1.91
2026-06-27T15:37:27+00:00,natasha howard,pa,Under,18.5,1.8
2026-06-27T15:37:27+00:00,natasha howard,reb,Over,6.5,1.62
2026-06-27T15:37:27+00:00,natasha howard,reb,Under,6.5,2.2
2026-06-27T15:37:27+00:00,natasha howard,pra,Over,25.5,1.83
2026-06-27T15:37:27+00:00,natasha howard,pra,Under,25.5,1.83
2026-06-27T15:37:27+00:00,arike ogunbowale,pts,Over,13.5,1.74
2026-06-27T15:37:27+00:00,arike ogunbowale,pts,Under,13.5,1.97
2026-06-27T15:37:27+00:00,arike ogunbowale,pa,Over,17.5,2.0
2026-06-27T15:37:27+00:00,arike ogunbowale,pa,Under,17.5,1.73
2026-06-27T15:37:27+00:00,arike ogunbowale,ra,Over,6.5,2.0
2026-06-27T15:37:27+00:00,arike ogunbowale,ra,Under,6.5,1.73
2026-06-27T15:37:27+00:00,arike ogunbowale,reb,Over,3.5,2.2
2026-06-27T15:37:27+00:00,arike ogunbowale,reb,Under,3.5,1.62
2026-06-27T15:37:27+00:00,arike ogunbowale,ast,Over,3.5,2.38
2026-06-27T15:37:27+00:00,arike ogunbowale,ast,Under,3.5,1.53
2026-06-27T15:37:27+00:00,arike ogunbowale,pra,Over,20.5,1.83
2026-06-27T15:37:27+00:00,arike ogunbowale,pra,Under,20.5,1.83
2026-06-27T15:37:27+00:00,azzi fudd,pts,Over,14.5,1.89
2026-06-27T15:37:27+00:00,azzi fudd,pts,Under,14.5,1.81
2026-06-27T15:37:27+00:00,jessica shepard,pts,Over,13.5,1.92
2026-06-27T15:37:27+00:00,jessica shepard,pts,Under,13.5,1.78
2026-06-27T15:37:27+00:00,jessica shepard,pr,Under,25.5,1.73
2026-06-27T15:37:27+00:00,jessica shepard,pa,Over,18.5,1.83
2026-06-27T15:37:27+00:00,jessica shepard,pa,Under,18.5,1.83
2026-06-27T15:37:27+00:00,jessica shepard,ra,Over,16.5,1.73
2026-06-27T15:37:27+00:00,jessica shepard,ra,Under,16.5,2.0
2026-06-27T15:37:27+00:00,jessica shepard,reb,Over,11.5,1.8
2026-06-27T15:37:27+00:00,jessica shepard,reb,Under,11.5,1.91
2026-06-27T15:37:27+00:00,jessica shepard,ast,Over,5.5,2.2
2026-06-27T15:37:27+00:00,jessica shepard,ast,Under,5.5,1.62
2026-06-27T15:37:27+00:00,jessica shepard,pra,Over,30.5,1.91
2026-06-27T15:37:27+00:00,olivia miles,pts,Over,18.5,1.87
2026-06-27T15:37:27+00:00,olivia miles,pts,Under,18.5,1.86
2026-06-27T15:37:27+00:00,olivia miles,pr,Over,23.5,1.83
2026-06-27T15:37:27+00:00,olivia miles,pr,Under,23.5,1.83
2026-06-27T15:37:27+00:00,olivia miles,pa,Over,24.5,1.83
2026-06-27T15:37:27+00:00,olivia miles,pa,Under,24.5,1.83
2026-06-27T15:37:27+00:00,olivia miles,reb,Over,4.5,1.91
2026-06-27T15:37:27+00:00,olivia miles,reb,Under,4.5,1.8
2026-06-27T15:37:27+00:00,olivia miles,ast,Over,5.5,1.83
2026-06-27T15:37:27+00:00,olivia miles,ast,Under,5.5,1.83
2026-06-27T15:37:27+00:00,olivia miles,pra,Over,29.5,2.0
2026-06-27T15:37:27+00:00,olivia miles,pra,Under,29.5,1.73
2026-06-27T15:37:27+00:00,paige bueckers,pts,Over,19.5,1.92
2026-06-27T15:37:27+00:00,paige bueckers,pts,Under,19.5,1.78
2026-06-27T15:37:27+00:00,paige bueckers,pa,Over,25.5,2.0
2026-06-27T15:37:27+00:00,paige bueckers,pa,Under,25.5,1.73
2026-06-27T15:37:27+00:00,paige bueckers,ra,Over,9.5,1.67
2026-06-27T15:37:27+00:00,paige bueckers,ra,Under,9.5,2.1
2026-06-27T15:37:27+00:00,paige bueckers,reb,Over,3.5,1.67
2026-06-27T15:37:27+00:00,paige bueckers,reb,Under,3.5,2.1
2026-06-27T15:37:27+00:00,paige bueckers,ast,Over,5.5,1.67
2026-06-27T15:37:27+00:00,paige bueckers,ast,Under,5.5,2.1
