captured_utc,date,player,market,pinn_line,fair_over,fair_under
2026-08-23T16:00:23+00:00,2026-08-23,kiki iriafen,pts,15.5,2.1118,1.8994
2026-08-23T16:00:23+00:00,2026-08-23,kiki iriafen,pr,25.0,,
2026-08-23T16:00:23+00:00,2026-08-23,caitlin clark,ast,8.5,1.8591,2.1641
2026-08-23T16:00:23+00:00,2026-08-23,caitlin clark,reb,4.5,2.278,1.7825
2026-08-23T16:00:23+00:00,2026-08-23,caitlin clark,pts,23.5,2.0897,1.9176
2026-08-23T16:00:23+00:00,2026-08-23,caitlin clark,pr,28.0,,
2026-08-23T16:00:23+00:00,2026-08-23,caitlin clark,pa,32.0,,
2026-08-23T16:00:23+00:00,2026-08-23,caitlin clark,ra,13.0,,
2026-08-23T16:00:23+00:00,2026-08-23,caitlin clark,pra,36.5,,
2026-08-23T16:00:23+00:00,2026-08-23,chelsea gray,pts,11.5,2.151,1.8688
2026-08-23T16:00:23+00:00,2026-08-23,chelsea gray,ast,6.5,2.2275,1.8146
2026-08-23T16:00:23+00:00,2026-08-23,chelsea gray,pa,18.0,,
2026-08-23T16:00:23+00:00,2026-08-23,shakira austin,reb,10.5,2.1698,1.8548
2026-08-23T16:00:23+00:00,2026-08-23,shakira austin,pts,17.5,2.0121,1.988
2026-08-23T16:00:23+00:00,2026-08-23,shakira austin,pr,28.0,,
2026-08-23T16:00:23+00:00,2026-08-23,bridget carleton,pts,14.5,1.8994,2.1118
2026-08-23T16:00:23+00:00,2026-08-23,bridget carleton,reb,4.5,1.7691,2.3002
2026-08-23T16:00:23+00:00,2026-08-23,bridget carleton,pr,19.0,,
2026-08-23T16:00:23+00:00,2026-08-23,jackie young,ast,6.5,1.8084,2.2369
2026-08-23T16:00:23+00:00,2026-08-23,jackie young,pts,19.5,2.0498,1.9525
2026-08-23T16:00:23+00:00,2026-08-23,jackie young,reb,4.5,2.3223,1.7562
2026-08-23T16:00:23+00:00,2026-08-23,jackie young,pr,24.0,,
2026-08-23T16:00:23+00:00,2026-08-23,jackie young,pa,26.0,,
2026-08-23T16:00:23+00:00,2026-08-23,jackie young,ra,11.0,,
2026-08-23T16:00:23+00:00,2026-08-23,jackie young,pra,30.5,,
2026-08-23T16:00:23+00:00,2026-08-23,natisha hiedeman,pts,14.5,2.068,1.9363
2026-08-23T16:00:23+00:00,2026-08-23,natisha hiedeman,ast,4.5,1.9681,2.0329
2026-08-23T16:00:23+00:00,2026-08-23,natisha hiedeman,pa,19.0,,
2026-08-23T16:00:23+00:00,2026-08-23,isabelle harrison,pts,15.5,2.0413,1.9603
2026-08-23T16:00:23+00:00,2026-08-23,isabelle harrison,reb,6.5,1.976,2.0246
2026-08-23T16:00:23+00:00,2026-08-23,isabelle harrison,pr,22.0,,
2026-08-23T16:00:23+00:00,2026-08-23,dominique malonga,reb,10.5,2.4199,1.7043
2026-08-23T16:00:23+00:00,2026-08-23,dominique malonga,pts,19.5,2.1102,1.9007
2026-08-23T16:00:23+00:00,2026-08-23,dominique malonga,pr,30.0,,
2026-08-23T16:00:23+00:00,2026-08-23,kamilla cardoso,pts,16.5,2.1118,1.8994
2026-08-23T16:00:23+00:00,2026-08-23,kamilla cardoso,reb,9.5,2.1194,1.8934
2026-08-23T16:00:23+00:00,2026-08-23,kamilla cardoso,pr,26.0,,
2026-08-23T16:00:23+00:00,2026-08-23,megan dileo,reb,4.5,1.9038,2.1065
2026-08-23T16:00:23+00:00,2026-08-23,megan dileo,pts,13.5,2.0,2.0
2026-08-23T16:00:23+00:00,2026-08-23,megan dileo,pr,18.0,,
2026-08-23T16:00:23+00:00,2026-08-23,jessica shepard,reb,10.5,2.3538,1.7386
2026-08-23T16:00:23+00:00,2026-08-23,jessica shepard,ast,4.5,2.1604,1.8618
2026-08-23T16:00:23+00:00,2026-08-23,jessica shepard,pts,14.5,1.9839,2.0163
2026-08-23T16:00:23+00:00,2026-08-23,jessica shepard,pr,25.0,,
2026-08-23T16:00:23+00:00,2026-08-23,jessica shepard,pa,19.0,,
2026-08-23T16:00:23+00:00,2026-08-23,jessica shepard,ra,15.0,,
2026-08-23T16:00:23+00:00,2026-08-23,jessica shepard,pra,29.5,,
2026-08-23T16:00:23+00:00,2026-08-23,kelsey mitchell,pts,24.5,1.8846,2.1304
2026-08-23T16:00:23+00:00,2026-08-23,arike ogunbowale,pts,17.5,2.0081,1.9919
2026-08-23T16:05:44+00:00,2026-08-23,azura stevens,reb,7.5,2.1286,1.8861
2026-08-23T16:05:44+00:00,2026-08-23,azura stevens,pts,9.5,1.9372,2.0671
2026-08-23T16:05:44+00:00,2026-08-23,azura stevens,pr,17.0,,
2026-08-23T16:05:44+00:00,2026-08-23,caitlin clark,ast,8.5,1.8591,2.1641
2026-08-23T16:05:44+00:00,2026-08-23,caitlin clark,reb,4.5,2.278,1.7825
2026-08-23T16:05:44+00:00,2026-08-23,caitlin clark,pts,23.5,2.0897,1.9176
2026-08-23T16:05:44+00:00,2026-08-23,caitlin clark,pr,28.0,,
2026-08-23T16:05:44+00:00,2026-08-23,caitlin clark,pa,32.0,,
2026-08-23T16:05:44+00:00,2026-08-23,caitlin clark,ra,13.0,,
2026-08-23T16:05:44+00:00,2026-08-23,caitlin clark,pra,36.5,,
2026-08-23T16:05:44+00:00,2026-08-23,ezi magbegor,reb,5.5,2.0797,1.9262
2026-08-23T16:05:44+00:00,2026-08-23,ezi magbegor,pts,8.5,1.9525,2.0498
2026-08-23T16:05:44+00:00,2026-08-23,ezi magbegor,pr,14.0,,
2026-08-23T16:05:44+00:00,2026-08-23,kiki rice,ast,4.5,2.1958,1.8362
2026-08-23T16:05:44+00:00,2026-08-23,kiki rice,pts,14.5,1.8387,2.1923
2026-08-23T16:05:44+00:00,2026-08-23,kiki rice,pa,19.0,,
2026-08-23T16:05:44+00:00,2026-08-23,natasha cloud,ast,5.5,1.7747,2.2908
2026-08-23T16:05:44+00:00,2026-08-23,natasha cloud,pts,12.5,2.0,2.0
2026-08-23T16:05:44+00:00,2026-08-23,natasha cloud,pa,18.0,,
2026-08-23T16:05:44+00:00,2026-08-23,nalyssa smith,reb,6.5,1.8788,2.1379
2026-08-23T16:05:44+00:00,2026-08-23,nalyssa smith,pts,10.5,1.9918,2.0082
2026-08-23T16:05:44+00:00,2026-08-23,nalyssa smith,pr,17.0,,
2026-08-23T16:05:44+00:00,2026-08-23,bridget carleton,reb,4.5,1.7691,2.3002
2026-08-23T16:05:44+00:00,2026-08-23,bridget carleton,pts,14.5,1.8994,2.1118
2026-08-23T16:05:44+00:00,2026-08-23,bridget carleton,pr,19.0,,
2026-08-23T16:05:44+00:00,2026-08-23,alanna smith,reb,5.5,1.8788,2.1379
2026-08-23T16:05:44+00:00,2026-08-23,alanna smith,pts,9.5,2.0671,1.9372
2026-08-23T16:05:44+00:00,2026-08-23,alanna smith,pr,15.0,,
2026-08-23T16:05:44+00:00,2026-08-23,chelsea gray,ast,6.5,2.2275,1.8146
2026-08-23T16:05:44+00:00,2026-08-23,chelsea gray,pts,11.5,2.151,1.8688
2026-08-23T16:05:44+00:00,2026-08-23,chelsea gray,pa,18.0,,
2026-08-23T16:05:44+00:00,2026-08-23,jackie young,reb,4.5,2.3223,1.7562
2026-08-23T16:05:44+00:00,2026-08-23,jackie young,pts,19.5,2.0498,1.9525
2026-08-23T16:05:44+00:00,2026-08-23,jackie young,ast,6.5,1.8084,2.2369
2026-08-23T16:05:44+00:00,2026-08-23,jackie young,pr,24.0,,
2026-08-23T16:05:44+00:00,2026-08-23,jackie young,pa,26.0,,
2026-08-23T16:05:44+00:00,2026-08-23,jackie young,ra,11.0,,
2026-08-23T16:05:44+00:00,2026-08-23,jackie young,pra,30.5,,
2026-08-23T16:05:44+00:00,2026-08-23,megan dileo,pts,13.5,2.0,2.0
2026-08-23T16:05:44+00:00,2026-08-23,megan dileo,reb,4.5,1.9038,2.1065
2026-08-23T16:05:44+00:00,2026-08-23,megan dileo,pr,18.0,,
2026-08-23T16:05:44+00:00,2026-08-23,aja wilson,pts,26.5,2.0885,1.9187
2026-08-23T16:05:44+00:00,2026-08-23,aja wilson,ast,3.5,2.5102,1.6622
2026-08-23T16:05:44+00:00,2026-08-23,aja wilson,reb,9.5,1.976,2.0246
2026-08-23T16:05:44+00:00,2026-08-23,aja wilson,pr,36.0,,
2026-08-23T16:05:44+00:00,2026-08-23,aja wilson,pa,30.0,,
2026-08-23T16:05:44+00:00,2026-08-23,aja wilson,ra,13.0,,
2026-08-23T16:05:44+00:00,2026-08-23,aja wilson,pra,39.5,,
2026-08-23T16:05:44+00:00,2026-08-23,flaujae johnson,ast,3.5,2.2686,1.7883
2026-08-23T16:05:44+00:00,2026-08-23,flaujae johnson,pts,14.5,2.2017,1.8322
2026-08-23T16:05:44+00:00,2026-08-23,flaujae johnson,pa,18.0,,
2026-08-23T16:05:44+00:00,2026-08-23,jade melbourne,pts,10.5,2.0081,1.9919
2026-08-23T16:05:44+00:00,2026-08-23,jade melbourne,ast,5.5,2.1379,1.8788
2026-08-23T16:05:44+00:00,2026-08-23,jade melbourne,pa,16.0,,
2026-08-23T16:05:44+00:00,2026-08-23,paige bueckers,reb,4.5,2.5043,1.6648
2026-08-23T16:05:44+00:00,2026-08-23,paige bueckers,pts,20.5,1.8548,2.1698
2026-08-23T16:05:44+00:00,2026-08-23,paige bueckers,ast,6.5,2.3727,1.7285
2026-08-23T16:05:44+00:00,2026-08-23,paige bueckers,pr,25.0,,
2026-08-23T16:05:44+00:00,2026-08-23,paige bueckers,pa,27.0,,
2026-08-23T16:05:44+00:00,2026-08-23,paige bueckers,ra,11.0,,
2026-08-23T16:05:44+00:00,2026-08-23,paige bueckers,pra,31.5,,
2026-08-23T16:05:44+00:00,2026-08-23,kiki iriafen,reb,9.5,2.3538,1.7386
2026-08-23T16:05:44+00:00,2026-08-23,kiki iriafen,pts,15.5,2.1118,1.8994
2026-08-23T16:05:44+00:00,2026-08-23,kiki iriafen,pr,25.0,,
2026-08-23T16:05:44+00:00,2026-08-23,awak kuier,reb,5.5,2.3412,1.7456
2026-08-23T16:05:44+00:00,2026-08-23,awak kuier,pts,8.5,2.1118,1.8994
2026-08-23T16:05:44+00:00,2026-08-23,awak kuier,pr,14.0,,
2026-08-23T16:05:44+00:00,2026-08-23,laura juskaite,reb,4.5,1.8964,2.1156
2026-08-23T16:05:44+00:00,2026-08-23,laura juskaite,pts,13.5,2.1792,1.848
2026-08-23T16:05:44+00:00,2026-08-23,laura juskaite,pr,18.0,,
2026-08-23T16:05:44+00:00,2026-08-23,jessica shepard,reb,10.5,2.3538,1.7386
2026-08-23T16:05:44+00:00,2026-08-23,jessica shepard,ast,4.5,2.1604,1.8618
2026-08-23T16:05:44+00:00,2026-08-23,jessica shepard,pts,14.5,1.9839,2.0163
2026-08-23T16:05:44+00:00,2026-08-23,jessica shepard,pr,25.0,,
2026-08-23T16:05:44+00:00,2026-08-23,jessica shepard,pa,19.0,,
2026-08-23T16:05:44+00:00,2026-08-23,jessica shepard,ra,15.0,,
2026-08-23T16:05:44+00:00,2026-08-23,jessica shepard,pra,29.5,,
2026-08-23T16:05:44+00:00,2026-08-23,kamilla cardoso,pts,16.5,2.1118,1.8994
2026-08-23T16:05:44+00:00,2026-08-23,kamilla cardoso,reb,9.5,2.1194,1.8934
2026-08-23T16:05:44+00:00,2026-08-23,kamilla cardoso,pr,26.0,,
2026-08-23T16:05:44+00:00,2026-08-23,natisha hiedeman,pts,14.5,2.068,1.9363
2026-08-23T16:05:44+00:00,2026-08-23,natisha hiedeman,ast,4.5,1.9681,2.0329
2026-08-23T16:05:44+00:00,2026-08-23,natisha hiedeman,pa,19.0,,
2026-08-23T16:05:44+00:00,2026-08-23,kelsey mitchell,pts,24.5,1.8846,2.1304
2026-08-23T16:05:44+00:00,2026-08-23,aliyah boston,reb,8.5,1.7509,2.3318
2026-08-23T16:05:44+00:00,2026-08-23,aliyah boston,pts,15.5,1.9176,2.0897
2026-08-23T16:05:44+00:00,2026-08-23,aliyah boston,pr,24.0,,
2026-08-23T16:05:44+00:00,2026-08-23,carla leite,ast,6.5,1.8362,2.1958
2026-08-23T16:05:44+00:00,2026-08-23,carla leite,pts,16.5,2.1118,1.8994
2026-08-23T16:05:44+00:00,2026-08-23,carla leite,pa,23.0,,
2026-08-23T16:05:44+00:00,2026-08-23,sydney taylor,pts,15.5,1.9187,2.0885
2026-08-23T16:05:44+00:00,2026-08-23,sonia citron,pts,15.5,1.8788,2.1379
2026-08-23T16:05:44+00:00,2026-08-23,sonia citron,ast,4.5,1.7219,2.3853
2026-08-23T16:05:44+00:00,2026-08-23,sonia citron,pa,20.0,,
2026-08-23T16:05:44+00:00,2026-08-23,dominique malonga,pts,19.5,2.1102,1.9007
2026-08-23T16:05:44+00:00,2026-08-23,dominique malonga,reb,10.5,2.4199,1.7043
2026-08-23T16:05:44+00:00,2026-08-23,dominique malonga,pr,30.0,,
2026-08-23T16:05:44+00:00,2026-08-23,shakira austin,pts,17.5,2.0121,1.988
2026-08-23T16:05:44+00:00,2026-08-23,shakira austin,reb,10.5,2.1698,1.8548
2026-08-23T16:05:44+00:00,2026-08-23,shakira austin,pr,28.0,,
2026-08-23T16:05:44+00:00,2026-08-23,isabelle harrison,pts,15.5,2.0413,1.9603
2026-08-23T16:05:44+00:00,2026-08-23,isabelle harrison,reb,6.5,1.976,2.0246
2026-08-23T16:05:44+00:00,2026-08-23,isabelle harrison,pr,22.0,,
2026-08-23T16:05:44+00:00,2026-08-23,arike ogunbowale,pts,17.5,2.0081,1.9919
2026-08-23T16:12:10+00:00,2026-08-23,azura stevens,reb,7.5,2.1286,1.8861
2026-08-23T16:12:10+00:00,2026-08-23,azura stevens,pts,9.5,1.9372,2.0671
2026-08-23T16:12:10+00:00,2026-08-23,azura stevens,pr,17.0,,
2026-08-23T16:12:10+00:00,2026-08-23,caitlin clark,ast,8.5,1.8591,2.1641
2026-08-23T16:12:10+00:00,2026-08-23,caitlin clark,reb,4.5,2.278,1.7825
2026-08-23T16:12:10+00:00,2026-08-23,caitlin clark,pts,23.5,2.0897,1.9176
2026-08-23T16:12:10+00:00,2026-08-23,caitlin clark,pr,28.0,,
2026-08-23T16:12:10+00:00,2026-08-23,caitlin clark,pa,32.0,,
2026-08-23T16:12:10+00:00,2026-08-23,caitlin clark,ra,13.0,,
2026-08-23T16:12:10+00:00,2026-08-23,caitlin clark,pra,36.5,,
2026-08-23T16:12:10+00:00,2026-08-23,ezi magbegor,reb,5.5,2.0797,1.9262
2026-08-23T16:12:10+00:00,2026-08-23,ezi magbegor,pts,8.5,1.9525,2.0498
2026-08-23T16:12:10+00:00,2026-08-23,ezi magbegor,pr,14.0,,
2026-08-23T16:12:10+00:00,2026-08-23,kiki rice,ast,4.5,2.1958,1.8362
2026-08-23T16:12:10+00:00,2026-08-23,kiki rice,pts,14.5,1.8618,2.1604
2026-08-23T16:12:10+00:00,2026-08-23,kiki rice,pa,19.0,,
2026-08-23T16:12:10+00:00,2026-08-23,natasha cloud,ast,5.5,1.7747,2.2908
2026-08-23T16:12:10+00:00,2026-08-23,natasha cloud,pts,12.5,2.2463,1.8023
2026-08-23T16:12:10+00:00,2026-08-23,natasha cloud,pa,18.0,,
2026-08-23T16:12:10+00:00,2026-08-23,nalyssa smith,reb,6.5,1.8788,2.1379
2026-08-23T16:12:10+00:00,2026-08-23,nalyssa smith,pts,10.5,1.9918,2.0082
2026-08-23T16:12:10+00:00,2026-08-23,nalyssa smith,pr,17.0,,
2026-08-23T16:12:10+00:00,2026-08-23,bridget carleton,reb,4.5,1.7691,2.3002
2026-08-23T16:12:10+00:00,2026-08-23,bridget carleton,pts,14.5,1.8994,2.1118
2026-08-23T16:12:10+00:00,2026-08-23,bridget carleton,pr,19.0,,
2026-08-23T16:12:10+00:00,2026-08-23,alanna smith,reb,5.5,1.8788,2.1379
2026-08-23T16:12:10+00:00,2026-08-23,alanna smith,pts,9.5,2.0671,1.9372
2026-08-23T16:12:10+00:00,2026-08-23,alanna smith,pr,15.0,,
2026-08-23T16:12:10+00:00,2026-08-23,chelsea gray,ast,6.5,2.2275,1.8146
2026-08-23T16:12:10+00:00,2026-08-23,chelsea gray,pts,11.5,2.151,1.8688
2026-08-23T16:12:10+00:00,2026-08-23,chelsea gray,pa,18.0,,
2026-08-23T16:12:10+00:00,2026-08-23,jackie young,reb,4.5,2.3223,1.7562
2026-08-23T16:12:10+00:00,2026-08-23,jackie young,pts,19.5,2.0452,1.9567
2026-08-23T16:12:10+00:00,2026-08-23,jackie young,ast,6.5,1.8084,2.2369
2026-08-23T16:12:10+00:00,2026-08-23,jackie young,pr,24.0,,
2026-08-23T16:12:10+00:00,2026-08-23,jackie young,pa,26.0,,
2026-08-23T16:12:10+00:00,2026-08-23,jackie young,ra,11.0,,
2026-08-23T16:12:10+00:00,2026-08-23,jackie young,pra,30.5,,
2026-08-23T16:12:10+00:00,2026-08-23,megan dileo,pts,13.5,2.0,2.0
2026-08-23T16:12:10+00:00,2026-08-23,megan dileo,reb,4.5,1.922,2.0847
2026-08-23T16:12:10+00:00,2026-08-23,megan dileo,pr,18.0,,
2026-08-23T16:12:10+00:00,2026-08-23,aja wilson,pts,26.5,2.0885,1.9187
2026-08-23T16:12:10+00:00,2026-08-23,aja wilson,ast,3.5,2.5102,1.6622
2026-08-23T16:12:10+00:00,2026-08-23,aja wilson,reb,9.5,1.976,2.0246
2026-08-23T16:12:10+00:00,2026-08-23,aja wilson,pr,36.0,,
2026-08-23T16:12:10+00:00,2026-08-23,aja wilson,pa,30.0,,
2026-08-23T16:12:10+00:00,2026-08-23,aja wilson,ra,13.0,,
2026-08-23T16:12:10+00:00,2026-08-23,aja wilson,pra,39.5,,
2026-08-23T16:12:10+00:00,2026-08-23,flaujae johnson,ast,3.5,2.2686,1.7883
2026-08-23T16:12:10+00:00,2026-08-23,flaujae johnson,pts,14.5,2.2017,1.8322
2026-08-23T16:12:10+00:00,2026-08-23,flaujae johnson,pa,18.0,,
2026-08-23T16:12:10+00:00,2026-08-23,jade melbourne,pts,10.5,2.0081,1.9919
2026-08-23T16:12:10+00:00,2026-08-23,jade melbourne,ast,5.5,2.1379,1.8788
2026-08-23T16:12:10+00:00,2026-08-23,jade melbourne,pa,16.0,,
2026-08-23T16:12:10+00:00,2026-08-23,paige bueckers,reb,4.5,2.5043,1.6648
2026-08-23T16:12:10+00:00,2026-08-23,paige bueckers,pts,20.5,1.8548,2.1698
2026-08-23T16:12:10+00:00,2026-08-23,paige bueckers,ast,6.5,2.3727,1.7285
2026-08-23T16:12:10+00:00,2026-08-23,paige bueckers,pr,25.0,,
2026-08-23T16:12:10+00:00,2026-08-23,paige bueckers,pa,27.0,,
2026-08-23T16:12:10+00:00,2026-08-23,paige bueckers,ra,11.0,,
2026-08-23T16:12:10+00:00,2026-08-23,paige bueckers,pra,31.5,,
2026-08-23T16:12:10+00:00,2026-08-23,kiki iriafen,reb,9.5,2.3538,1.7386
2026-08-23T16:12:10+00:00,2026-08-23,kiki iriafen,pts,15.5,2.1118,1.8994
2026-08-23T16:12:10+00:00,2026-08-23,kiki iriafen,pr,25.0,,
2026-08-23T16:12:10+00:00,2026-08-23,awak kuier,reb,5.5,2.3412,1.7456
2026-08-23T16:12:10+00:00,2026-08-23,awak kuier,pts,8.5,2.1118,1.8994
2026-08-23T16:12:10+00:00,2026-08-23,awak kuier,pr,14.0,,
2026-08-23T16:12:10+00:00,2026-08-23,laura juskaite,reb,4.5,1.8964,2.1156
2026-08-23T16:12:10+00:00,2026-08-23,laura juskaite,pts,13.5,2.1792,1.848
2026-08-23T16:12:10+00:00,2026-08-23,laura juskaite,pr,18.0,,
2026-08-23T16:12:10+00:00,2026-08-23,jessica shepard,reb,10.5,2.3318,1.7509
2026-08-23T16:12:10+00:00,2026-08-23,jessica shepard,ast,4.5,2.1604,1.8618
2026-08-23T16:12:10+00:00,2026-08-23,jessica shepard,pts,14.5,1.9839,2.0163
2026-08-23T16:12:10+00:00,2026-08-23,jessica shepard,pr,25.0,,
2026-08-23T16:12:10+00:00,2026-08-23,jessica shepard,pa,19.0,,
2026-08-23T16:12:10+00:00,2026-08-23,jessica shepard,ra,15.0,,
2026-08-23T16:12:10+00:00,2026-08-23,jessica shepard,pra,29.5,,
2026-08-23T16:12:10+00:00,2026-08-23,kamilla cardoso,pts,16.5,2.1118,1.8994
2026-08-23T16:12:10+00:00,2026-08-23,kamilla cardoso,reb,9.5,2.1194,1.8934
2026-08-23T16:12:10+00:00,2026-08-23,kamilla cardoso,pr,26.0,,
2026-08-23T16:12:10+00:00,2026-08-23,natisha hiedeman,pts,14.5,2.068,1.9363
2026-08-23T16:12:10+00:00,2026-08-23,natisha hiedeman,ast,4.5,1.9681,2.0329
2026-08-23T16:12:10+00:00,2026-08-23,natisha hiedeman,pa,19.0,,
2026-08-23T16:12:10+00:00,2026-08-23,kelsey mitchell,pts,24.5,1.8846,2.1304
2026-08-23T16:12:10+00:00,2026-08-23,aliyah boston,reb,8.5,1.7509,2.3318
2026-08-23T16:12:10+00:00,2026-08-23,aliyah boston,pts,15.5,1.9262,2.0797
2026-08-23T16:12:10+00:00,2026-08-23,aliyah boston,pr,24.0,,
2026-08-23T16:12:10+00:00,2026-08-23,carla leite,ast,6.5,1.8362,2.1958
2026-08-23T16:12:10+00:00,2026-08-23,carla leite,pts,16.5,2.1118,1.8994
2026-08-23T16:12:10+00:00,2026-08-23,carla leite,pa,23.0,,
2026-08-23T16:12:10+00:00,2026-08-23,sydney taylor,pts,15.5,1.9187,2.0885
2026-08-23T16:12:10+00:00,2026-08-23,sonia citron,pts,15.5,1.8788,2.1379
2026-08-23T16:12:10+00:00,2026-08-23,sonia citron,ast,4.5,1.7219,2.3853
2026-08-23T16:12:10+00:00,2026-08-23,sonia citron,pa,20.0,,
2026-08-23T16:12:10+00:00,2026-08-23,dominique malonga,pts,19.5,2.1102,1.9007
2026-08-23T16:12:10+00:00,2026-08-23,dominique malonga,reb,10.5,2.4261,1.7012
2026-08-23T16:12:10+00:00,2026-08-23,dominique malonga,pr,30.0,,
2026-08-23T16:12:10+00:00,2026-08-23,shakira austin,pts,17.5,2.0121,1.988
2026-08-23T16:12:10+00:00,2026-08-23,shakira austin,reb,10.5,2.1698,1.8548
2026-08-23T16:12:10+00:00,2026-08-23,shakira austin,pr,28.0,,
2026-08-23T16:12:10+00:00,2026-08-23,isabelle harrison,pts,15.5,2.0413,1.9603
2026-08-23T16:12:10+00:00,2026-08-23,isabelle harrison,reb,6.5,1.976,2.0246
2026-08-23T16:12:10+00:00,2026-08-23,isabelle harrison,pr,22.0,,
2026-08-23T16:12:10+00:00,2026-08-23,arike ogunbowale,pts,17.5,2.0081,1.9919
2026-08-23T16:22:20+00:00,2026-08-23,jackie young,ast,6.5,1.8084,2.2369
2026-08-23T16:22:20+00:00,2026-08-23,jackie young,pts,19.5,2.0452,1.9567
2026-08-23T16:22:20+00:00,2026-08-23,jackie young,reb,4.5,2.3223,1.7562
2026-08-23T16:22:20+00:00,2026-08-23,jackie young,pr,24.0,,
2026-08-23T16:22:20+00:00,2026-08-23,jackie young,pa,26.0,,
2026-08-23T16:22:20+00:00,2026-08-23,jackie young,ra,11.0,,
2026-08-23T16:22:20+00:00,2026-08-23,jackie young,pra,30.5,,
2026-08-23T16:22:20+00:00,2026-08-23,nalyssa smith,pts,10.5,1.9918,2.0082
2026-08-23T16:22:20+00:00,2026-08-23,nalyssa smith,reb,6.5,1.8788,2.1379
2026-08-23T16:22:20+00:00,2026-08-23,nalyssa smith,pr,17.0,,
2026-08-23T16:22:20+00:00,2026-08-23,awak kuier,reb,5.5,2.3412,1.7456
2026-08-23T16:22:20+00:00,2026-08-23,awak kuier,pts,8.5,2.1118,1.8994
2026-08-23T16:22:20+00:00,2026-08-23,awak kuier,pr,14.0,,
2026-08-23T16:22:20+00:00,2026-08-23,kiki iriafen,reb,9.5,2.3538,1.7386
2026-08-23T16:22:20+00:00,2026-08-23,kiki iriafen,pts,15.5,2.1118,1.8994
2026-08-23T16:22:20+00:00,2026-08-23,kiki iriafen,pr,25.0,,
2026-08-23T16:22:20+00:00,2026-08-23,sonia citron,ast,4.5,1.7219,2.3853
2026-08-23T16:22:20+00:00,2026-08-23,sonia citron,pts,15.5,1.8788,2.1379
2026-08-23T16:22:20+00:00,2026-08-23,sonia citron,pa,20.0,,
2026-08-23T16:22:20+00:00,2026-08-23,jessica shepard,reb,10.5,2.3318,1.7509
2026-08-23T16:22:20+00:00,2026-08-23,jessica shepard,ast,4.5,2.1604,1.8618
2026-08-23T16:22:20+00:00,2026-08-23,jessica shepard,pts,14.5,1.9839,2.0163
2026-08-23T16:22:20+00:00,2026-08-23,jessica shepard,pr,25.0,,
2026-08-23T16:22:20+00:00,2026-08-23,jessica shepard,pa,19.0,,
2026-08-23T16:22:20+00:00,2026-08-23,jessica shepard,ra,15.0,,
2026-08-23T16:22:20+00:00,2026-08-23,jessica shepard,pra,29.5,,
2026-08-23T16:22:20+00:00,2026-08-23,jade melbourne,pts,10.5,2.0081,1.9919
2026-08-23T16:22:20+00:00,2026-08-23,jade melbourne,ast,5.5,2.1379,1.8788
2026-08-23T16:22:20+00:00,2026-08-23,jade melbourne,pa,16.0,,
2026-08-23T16:22:20+00:00,2026-08-23,sydney taylor,pts,15.5,1.9187,2.0885
2026-08-23T16:22:20+00:00,2026-08-23,flaujae johnson,pts,14.5,2.2017,1.8322
2026-08-23T16:22:20+00:00,2026-08-23,flaujae johnson,ast,3.5,2.2686,1.7883
2026-08-23T16:22:20+00:00,2026-08-23,flaujae johnson,pa,18.0,,
2026-08-23T16:22:20+00:00,2026-08-23,natasha cloud,pts,12.5,2.2463,1.8023
2026-08-23T16:22:20+00:00,2026-08-23,natasha cloud,ast,5.5,1.7747,2.2908
2026-08-23T16:22:20+00:00,2026-08-23,natasha cloud,pa,18.0,,
2026-08-23T16:22:20+00:00,2026-08-23,laura juskaite,pts,13.5,2.1792,1.848
2026-08-23T16:22:20+00:00,2026-08-23,laura juskaite,reb,4.5,1.8964,2.1156
2026-08-23T16:22:20+00:00,2026-08-23,laura juskaite,pr,18.0,,
2026-08-23T16:22:20+00:00,2026-08-23,caitlin clark,pts,23.5,2.0897,1.9176
2026-08-23T16:22:20+00:00,2026-08-23,caitlin clark,ast,8.5,1.8591,2.1641
2026-08-23T16:22:20+00:00,2026-08-23,caitlin clark,reb,4.5,2.278,1.7825
2026-08-23T16:22:20+00:00,2026-08-23,caitlin clark,pr,28.0,,
2026-08-23T16:22:20+00:00,2026-08-23,caitlin clark,pa,32.0,,
2026-08-23T16:22:20+00:00,2026-08-23,caitlin clark,ra,13.0,,
2026-08-23T16:22:20+00:00,2026-08-23,caitlin clark,pra,36.5,,
2026-08-23T16:22:20+00:00,2026-08-23,kamilla cardoso,reb,9.5,2.1194,1.8934
2026-08-23T16:22:20+00:00,2026-08-23,kamilla cardoso,pts,16.5,2.1118,1.8994
2026-08-23T16:22:20+00:00,2026-08-23,kamilla cardoso,pr,26.0,,
2026-08-23T16:22:20+00:00,2026-08-23,bridget carleton,reb,4.5,1.7691,2.3002
2026-08-23T16:22:20+00:00,2026-08-23,bridget carleton,pts,14.5,1.8994,2.1118
2026-08-23T16:22:20+00:00,2026-08-23,bridget carleton,pr,19.0,,
2026-08-23T16:22:20+00:00,2026-08-23,aliyah boston,pts,15.5,1.9262,2.0797
2026-08-23T16:22:20+00:00,2026-08-23,aliyah boston,reb,8.5,1.7509,2.3318
2026-08-23T16:22:20+00:00,2026-08-23,aliyah boston,pr,24.0,,
2026-08-23T16:22:20+00:00,2026-08-23,paige bueckers,reb,4.5,2.5043,1.6648
