captured_utc,date,player,market,side,pinn_line,pinn_fair
2026-06-22T16:01:27+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T16:01:27+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.9414
2026-06-22T16:01:27+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,1.9919
2026-06-22T16:01:27+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T16:01:27+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9414
2026-06-22T16:43:27+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T16:43:27+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.9414
2026-06-22T16:43:27+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,1.9919
2026-06-22T16:43:27+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T16:43:27+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9414
2026-06-22T17:21:04+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T17:21:04+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.9414
2026-06-22T17:21:04+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.0709
2026-06-22T17:21:04+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T17:21:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9414
2026-06-22T17:51:56+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T17:51:56+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.8934
2026-06-22T17:51:56+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.0709
2026-06-22T17:51:56+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T17:51:56+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T18:00:04+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T18:00:04+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.8934
2026-06-22T18:00:04+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.0709
2026-06-22T18:00:04+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T18:00:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T18:40:08+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T18:40:08+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.8387
2026-06-22T18:40:08+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.0709
2026-06-22T18:40:08+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T18:40:08+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T18:40:08+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T19:00:05+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T19:00:05+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.8387
2026-06-22T19:00:05+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.0709
2026-06-22T19:00:05+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T19:00:05+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T19:00:05+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T19:20:04+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T19:20:04+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.8387
2026-06-22T19:20:04+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.0709
2026-06-22T19:20:04+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T19:20:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T19:20:04+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T19:40:04+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T19:40:04+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.8387
2026-06-22T19:40:04+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.1102
2026-06-22T19:40:04+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T19:40:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T19:40:04+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T20:00:04+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T20:00:04+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.8387
2026-06-22T20:00:04+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.1102
2026-06-22T20:00:04+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T20:00:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T20:00:04+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T20:20:04+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T20:20:04+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.8387
2026-06-22T20:20:04+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.1102
2026-06-22T20:20:04+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T20:20:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T20:20:04+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T20:40:04+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T20:40:04+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.8387
2026-06-22T20:40:04+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.1102
2026-06-22T20:40:04+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T20:40:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T20:40:04+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T21:00:04+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T21:00:04+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.7963
2026-06-22T21:00:04+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.1102
2026-06-22T21:00:04+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T21:00:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T21:00:04+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T21:20:04+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T21:20:04+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.7963
2026-06-22T21:20:04+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.1102
2026-06-22T21:20:04+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9681
2026-06-22T21:20:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T21:20:04+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T21:40:09+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T21:40:09+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.7963
2026-06-22T21:40:09+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.1829
2026-06-22T21:40:09+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9414
2026-06-22T21:40:09+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T21:40:09+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T22:00:04+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T22:00:04+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.7963
2026-06-22T22:00:04+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.1829
2026-06-22T22:00:04+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9414
2026-06-22T22:00:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T22:00:04+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T22:20:04+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T22:20:04+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.7963
2026-06-22T22:20:04+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.1829
2026-06-22T22:20:04+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9414
2026-06-22T22:20:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.9372
2026-06-22T22:20:04+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T22:40:04+00:00,2026-06-22,Skylar Diggins,pts,Under,16.5,1.8688
2026-06-22T22:40:04+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.7963
2026-06-22T22:40:04+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.1829
2026-06-22T22:40:04+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9262
2026-06-22T22:40:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.8618
2026-06-22T22:40:04+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T23:00:04+00:00,2026-06-22,Jordin Canada,pts,Under,12.5,1.7963
2026-06-22T23:00:04+00:00,2026-06-22,Marina Mabrey,pts,Under,19.5,2.1829
2026-06-22T23:00:04+00:00,2026-06-22,Angel Reese,pts,Over,15.5,1.9262
2026-06-22T23:00:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.8618
2026-06-22T23:00:04+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-22T23:20:04+00:00,2026-06-22,Aliyah Boston,pts,Under,16.5,1.8618
2026-06-22T23:20:04+00:00,2026-06-22,Paige Bueckers,pts,Under,18.5,1.9448
2026-06-23T14:00:05+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T14:00:05+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8759
2026-06-23T14:20:04+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T14:20:04+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8716
2026-06-23T14:40:06+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T14:40:06+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8716
2026-06-23T15:00:06+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T15:00:06+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8788
2026-06-23T15:20:04+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T15:20:04+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8788
2026-06-23T15:40:04+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T15:40:04+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8788
2026-06-23T16:00:04+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T16:00:04+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8788
2026-06-23T16:20:04+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T16:20:04+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8788
2026-06-23T16:40:04+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T16:40:04+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8788
2026-06-23T17:00:04+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T17:00:04+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8788
2026-06-23T17:20:04+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T17:20:04+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8788
2026-06-23T17:40:04+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T17:40:04+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8788
2026-06-23T18:00:04+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T18:00:04+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8788
2026-06-23T18:20:04+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T18:20:04+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8788
2026-06-23T18:40:09+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T18:40:09+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8788
2026-06-23T19:00:04+00:00,2026-06-23,Chelsea Gray,pts,Under,11.5,2.1379
2026-06-23T19:00:04+00:00,2026-06-23,Breanna Stewart,pts,Under,18.5,1.8788
