ts,game_id,period,clock,away,home,away_score,home_score,h_fouls,a_fouls,h_to,a_to,h_reb,a_reb,last_play
2026-07-20T00:04:57Z,401857082,2,0.0,CON,PHX,33,43,6,13,6,10,14,14,End of the 2nd Quarter
2026-07-20T00:06:13Z,401857082,2,0.0,CON,PHX,33,43,6,13,6,10,14,14,End of the 2nd Quarter
2026-07-20T00:07:30Z,401857082,2,0.0,CON,PHX,33,43,6,13,6,10,14,14,End of the 2nd Quarter
2026-07-20T00:08:46Z,401857082,2,0.0,CON,PHX,33,43,6,13,6,10,14,14,End of the 2nd Quarter
2026-07-20T00:10:01Z,401857082,3,9:25,CON,PHX,35,43,6,13,6,10,14,15,Charlisse Leger-Walker defensive rebound
2026-07-20T00:11:17Z,401857082,3,8:43,CON,PHX,35,43,7,13,6,10,14,16,Olivia Nelson-Ododa defensive rebound
2026-07-20T00:12:32Z,401857082,3,8:04,CON,PHX,37,43,8,13,6,10,14,17,Diamond Miller defensive rebound
2026-07-20T00:13:48Z,401857082,3,6:57,CON,PHX,37,45,8,13,6,10,17,20,Alyssa Thomas makes layup (Kahleah Copper assists)
2026-07-20T00:15:04Z,401857082,3,6:47,CON,PHX,37,45,10,13,6,10,17,20,Alyssa Thomas shooting foul
2026-07-20T00:16:19Z,401857082,3,6:10,CON,PHX,42,47,11,13,6,10,17,21,Olivia Nelson-Ododa defensive rebound
2026-07-21T00:05:03Z,401892393,1,9:09,NY,DAL,0,2,0,0,0,0,0,2,Jonquel Jones misses two point shot
2026-07-21T00:06:19Z,401892393,1,8:18,NY,DAL,5,0,0,0,0,0,0,4,Breanna Stewart defensive rebound
2026-07-21T00:07:34Z,401892393,1,7:49,NY,DAL,5,3,1,0,0,1,1,5,Pauline Astier out of bounds bad pass turnover
2026-07-21T00:08:50Z,401892393,1,7:03,NY,DAL,8,6,1,2,0,1,1,6,Sabrina Ionescu makes 25-foot three point jumper (Pauline Astier assis
2026-07-21T00:10:05Z,401892393,1,6:11,NY,DAL,10,6,2,2,1,1,3,6,Awak Kuier personal foul
2026-07-21T00:11:20Z,401892393,1,5:20,NY,DAL,15,8,2,2,1,1,3,7,Sabrina Ionescu defensive rebound
2026-07-21T00:12:36Z,401892393,1,4:16,NY,DAL,15,12,3,2,1,1,5,7,Jessica Shepard defensive rebound
2026-07-21T00:13:51Z,401892393,1,2:47,NY,DAL,19,16,3,2,1,1,6,11,Arike Ogunbowale makes 14-foot pullup jump shot
2026-07-21T00:15:06Z,401857083,1,9:25,LV,TOR,0,3,0,0,0,0,1,0,Tempo offensive team rebound
2026-07-21T00:15:06Z,401892393,1,1:44,NY,DAL,21,18,3,2,1,1,7,11,Arike Ogunbowale makes two point shot
2026-07-21T00:16:23Z,401857083,1,8:22,LV,TOR,3,8,0,0,0,1,5,0,Marina Mabrey misses shot
2026-07-21T00:16:23Z,401892393,1,1:44,NY,DAL,21,18,3,3,1,1,7,11,Official timeout
2026-07-21T00:17:38Z,401857083,1,8:22,LV,TOR,3,8,0,0,0,1,5,0,Aces Full timeout
2026-07-21T00:17:38Z,401892393,1,1:44,NY,DAL,21,18,3,3,1,1,7,10,Official timeout
2026-07-21T00:18:54Z,401857083,1,8:22,LV,TOR,3,8,0,0,0,1,5,0,Aces Full timeout
2026-07-21T00:18:54Z,401892393,1,1:44,NY,DAL,21,18,3,3,1,1,7,10,Official timeout
2026-07-21T00:20:09Z,401857083,1,8:06,LV,TOR,3,8,1,0,0,1,4,1,Aces Full timeout
2026-07-21T00:20:09Z,401892393,1,1:26,NY,DAL,21,20,3,3,1,1,8,10,Jessica Shepard offensive rebound
2026-07-21T00:21:25Z,401857083,1,7:18,LV,TOR,6,9,1,1,0,2,4,2,Jackie Young makes 26-foot three pointer
2026-07-21T00:21:25Z,401892393,1,1.5,NY,DAL,25,20,3,3,1,2,8,12,Sabrina Ionescu defensive rebound
2026-07-21T00:22:40Z,401857083,1,6:32,LV,TOR,11,12,1,1,0,2,4,3,Isabelle Harrison makes driving layup
2026-07-21T00:22:40Z,401892393,1,0.0,NY,DAL,25,22,3,3,1,2,8,12,End of the 1st Quarter
2026-07-21T00:23:55Z,401857083,1,6:01,LV,TOR,13,12,1,2,1,2,4,3,Chelsea Gray shooting foul
2026-07-21T00:23:55Z,401892393,1,0.0,NY,DAL,25,22,3,3,1,2,8,12,End of the 1st Quarter
2026-07-21T00:25:11Z,401857083,1,5:21,LV,TOR,18,16,1,2,1,2,4,3,Isabelle Harrison makes 3-foot two point shot (Julie Allemand assists)
2026-07-21T00:25:11Z,401892393,2,9:45,NY,DAL,25,22,3,3,1,2,8,12,Jonquel Jones enters the game for Breanna Stewart
2026-07-21T00:26:28Z,401857083,1,4:05,LV,TOR,18,18,1,2,1,2,6,5,Julie Allemand defensive rebound
2026-07-21T00:26:28Z,401892393,2,8:58,NY,DAL,25,24,4,3,1,3,8,13,Marine Fauthoux out of bounds bad pass turnover
2026-07-21T00:27:43Z,401857083,1,2:54,LV,TOR,23,20,1,2,1,2,7,6,Jackie Young defensive rebound
2026-07-21T00:27:43Z,401892393,2,8:21,NY,DAL,27,27,5,3,1,3,9,14,Li Yueru personal foul
2026-07-21T00:28:58Z,401857083,1,2:54,LV,TOR,23,20,1,2,1,2,7,6,Tempo Full timeout
2026-07-21T00:28:58Z,401892393,2,7:45,NY,DAL,27,30,5,4,1,3,9,14,Pauline Astier enters the game for Rebekah Gardner
2026-07-21T00:30:14Z,401857083,1,2:10,LV,TOR,23,22,1,2,1,2,7,6,Kia Nurse makes 19-foot pullup jump shot
2026-07-21T00:30:14Z,401892393,2,7:27,NY,DAL,29,30,7,4,1,3,9,15,Li Yueru shooting foul
2026-07-21T00:31:29Z,401857083,1,1:18,LV,TOR,23,22,2,2,2,2,9,7,Dana Evans defensive rebound
2026-07-21T00:31:29Z,401892393,2,6:59,NY,DAL,31,30,7,5,1,3,10,15,Aziaha James offensive rebound
2026-07-21T00:32:45Z,401857083,1,44.5,LV,TOR,27,22,3,2,3,2,10,8,Julie Allemand enters the game for Marina Mabrey
2026-07-21T00:32:45Z,401892393,2,6:04,NY,DAL,37,32,7,5,2,3,10,17,Sug Sutton makes driving layup
2026-07-21T00:34:00Z,401857083,1,0.0,LV,TOR,30,24,3,2,3,2,11,8,End of the 1st Quarter
2026-07-21T00:34:00Z,401892393,2,5:22,NY,DAL,37,35,7,6,2,3,11,17,Wings Full timeout
2026-07-21T00:35:16Z,401857083,1,0.0,LV,TOR,30,24,3,2,3,2,11,8,End of the 1st Quarter
2026-07-21T00:35:16Z,401892393,2,5:22,NY,DAL,37,35,7,6,2,3,11,17,Wings Full timeout
2026-07-21T00:36:32Z,401857083,1,0.0,LV,TOR,30,24,3,2,3,2,11,8,End of the 1st Quarter
2026-07-21T00:36:32Z,401892393,2,5:22,NY,DAL,37,36,7,6,2,3,11,17,enters the game for Raquel Carrera
2026-07-21T00:37:48Z,401857083,2,9:07,LV,TOR,35,24,3,2,3,2,11,9,makes 3-foot shot
2026-07-21T00:37:48Z,401892393,2,4:41,NY,DAL,39,37,7,6,3,3,12,18,Sabrina Ionescu misses shot
2026-07-21T00:39:03Z,401857083,2,8:04,LV,TOR,40,30,3,2,3,2,11,9,Tempo Full timeout
2026-07-21T00:39:03Z,401892393,2,3:36,NY,DAL,43,39,7,6,2,3,11,20,Rebecca Allen defensive rebound
2026-07-21T00:40:19Z,401857083,2,8:04,LV,TOR,40,30,3,2,3,2,11,9,Tempo Full timeout
2026-07-21T00:40:19Z,401892393,2,3:05,NY,DAL,43,41,7,6,2,3,12,20,Liberty Full timeout
2026-07-21T00:41:34Z,401857083,2,8:04,LV,TOR,40,30,3,2,3,2,11,9,Tempo Full timeout
2026-07-21T00:41:34Z,401892393,2,3:05,NY,DAL,43,41,7,6,2,3,12,20,Liberty Full timeout
2026-07-21T00:42:49Z,401857083,2,7:34,LV,TOR,42,33,3,2,3,2,11,9,Marina Mabrey makes 26-foot three point jumper (Julie Allemand assists
2026-07-21T00:42:49Z,401892393,2,3:05,NY,DAL,43,41,7,6,2,3,12,20,Marine Fauthoux enters the game for Pauline Astier
2026-07-21T00:44:05Z,401857083,2,6:37,LV,TOR,42,33,4,2,3,2,13,11,Julie Allemand defensive rebound
2026-07-21T00:44:05Z,401892393,2,1:48,NY,DAL,43,43,7,6,2,4,13,21,Jonquel Jones enters the game for Han Xu
2026-07-21T00:45:20Z,401857083,2,5:53,LV,TOR,42,33,4,2,4,3,13,12,enters the game for Dana Evans
2026-07-21T00:45:20Z,401892393,2,1:27,NY,DAL,45,45,8,6,2,4,14,21,Breanna Stewart makes free throw 1 of 2
2026-07-21T00:46:37Z,401857083,2,4:29,LV,TOR,46,37,4,2,5,3,15,12,Laura Juskaite makes 3-foot two point shot (Isabelle Harrison assists)
2026-07-21T00:46:37Z,401892393,2,31.3,NY,DAL,45,45,8,6,2,4,14,23,Sug Sutton enters the game for Alysha Clark
2026-07-21T00:47:52Z,401857083,2,3:47,LV,TOR,48,40,4,2,5,3,15,12,Kia Nurse enters the game for Maria Conde
2026-07-21T00:47:52Z,401892393,2,27.5,NY,DAL,47,45,9,6,2,4,14,23,Rebekah Gardner enters the game for Sabrina Ionescu
2026-07-21T00:49:08Z,401857083,2,2:45,LV,TOR,50,42,5,2,5,4,16,15,Marina Mabrey misses shot
2026-07-21T00:49:08Z,401892393,2,0.0,NY,DAL,50,47,10,7,2,4,14,24,Awak Kuier shooting foul
2026-07-21T00:50:23Z,401857083,2,2:27,LV,TOR,50,42,5,2,5,4,16,15,Official timeout
2026-07-21T00:50:23Z,401892393,2,0.0,NY,DAL,50,47,10,7,2,4,14,24,End of the 2nd Quarter
2026-07-21T00:51:39Z,401857083,2,2:27,LV,TOR,50,42,5,2,5,4,16,15,Official timeout
2026-07-21T00:51:39Z,401892393,2,0.0,NY,DAL,50,47,10,7,2,4,14,24,End of the 2nd Quarter
2026-07-21T00:52:54Z,401857083,2,2:27,LV,TOR,50,42,5,2,5,4,16,15,Official timeout
2026-07-21T00:52:54Z,401892393,2,0.0,NY,DAL,50,47,10,7,2,4,14,24,End of the 2nd Quarter
2026-07-21T00:54:09Z,401857083,2,1:29,LV,TOR,55,44,5,2,5,4,16,15,NaLyssa Smith makes 8-foot hook shot (Jackie Young assists)
2026-07-21T00:54:09Z,401892393,2,0.0,NY,DAL,50,47,10,7,2,4,14,24,End of the 2nd Quarter
2026-07-21T00:55:25Z,401857083,2,50.9,LV,TOR,57,44,5,2,5,4,16,16,NaLyssa Smith makes driving layup (Chelsea Gray assists)
2026-07-21T00:55:25Z,401892393,2,0.0,NY,DAL,50,47,10,7,2,4,14,24,End of the 2nd Quarter
2026-07-21T00:56:42Z,401857083,2,24.7,LV,TOR,60,44,6,2,5,4,16,16,A'ja Wilson makes 8-foot shot (Jackie Young assists)
2026-07-21T00:56:42Z,401892393,2,0.0,NY,DAL,50,47,10,7,2,4,14,24,End of the 2nd Quarter
2026-07-21T00:57:57Z,401857083,2,0.0,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T00:57:57Z,401892393,2,0.0,NY,DAL,50,47,10,7,2,4,14,24,End of the 2nd Quarter
2026-07-21T00:59:13Z,401857083,2,0.0,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T00:59:13Z,401892393,2,0.0,NY,DAL,50,47,10,7,2,4,14,24,End of the 2nd Quarter
2026-07-21T01:00:28Z,401857083,2,0.0,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T01:00:28Z,401892393,2,0.0,NY,DAL,50,47,10,7,2,4,14,24,End of the 2nd Quarter
2026-07-21T01:01:44Z,401857083,2,0.0,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T01:01:44Z,401892393,2,0.0,NY,DAL,50,47,10,7,2,4,14,24,End of the 2nd Quarter
2026-07-21T01:02:59Z,401857083,2,0.0,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T01:02:59Z,401892393,2,0.0,NY,DAL,50,47,10,7,2,4,14,24,End of the 2nd Quarter
2026-07-21T01:04:15Z,401857083,2,0.0,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T01:04:15Z,401892393,2,0.0,NY,DAL,50,47,10,7,2,4,14,24,End of the 2nd Quarter
2026-07-21T01:05:30Z,401857083,2,0.0,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T01:05:30Z,401892393,3,9:43,NY,DAL,50,50,10,7,2,4,14,24,Pauline Astier enters the game for Marine Fauthoux
2026-07-21T01:06:46Z,401857083,2,0.0,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T01:06:46Z,401892393,3,8:52,NY,DAL,50,50,11,7,2,4,14,25,shot clock turnover 
2026-07-21T01:08:02Z,401857083,2,0.0,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T01:08:02Z,401892393,3,7:41,NY,DAL,50,55,11,7,2,4,16,27,Liberty Full timeout
2026-07-21T01:09:18Z,401857083,2,0.0,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T01:09:18Z,401892393,3,7:41,NY,DAL,50,55,11,7,2,4,16,27,Liberty Full timeout
2026-07-21T01:10:33Z,401857083,2,0.0,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T01:10:33Z,401892393,3,7:41,NY,DAL,50,55,11,7,2,4,16,27,Liberty Full timeout
2026-07-21T01:11:48Z,401857083,2,0.0,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T01:11:48Z,401892393,3,7:11,NY,DAL,50,55,11,7,2,4,17,27,Jessica Shepard defensive rebound
2026-07-21T01:13:04Z,401857083,2,0.0,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T01:13:04Z,401892393,3,6:53,NY,DAL,50,55,13,7,3,4,17,27,Jonquel Jones misses free throw 1 of 2
2026-07-21T01:14:19Z,401857083,3,10:00,LV,TOR,60,44,6,2,5,4,16,16,End of the 2nd Quarter
2026-07-21T01:14:19Z,401892393,3,6:07,NY,DAL,51,57,13,7,3,4,18,27,Awak Kuier defensive rebound
2026-07-21T01:15:35Z,401857083,3,9:02,LV,TOR,62,44,6,2,5,4,17,17,NaLyssa Smith makes 2-foot shot (Chelsea Gray assists)
2026-07-21T01:15:35Z,401892393,3,5:46,NY,DAL,51,59,13,8,4,4,19,27,Jonquel Jones shooting foul
2026-07-22T23:54:08Z,401857088,2,0.0,CHI,NY,46,48,7,7,8,6,20,15,End of the 2nd Quarter
2026-07-22T23:54:08Z,401857089,1,0.0,LV,WSH,22,21,1,4,2,0,12,8,End of the 1st Quarter
2026-07-22T23:55:24Z,401857088,2,0.0,CHI,NY,46,48,7,7,8,6,20,15,End of the 2nd Quarter
2026-07-22T23:55:24Z,401857089,2,9:18,LV,WSH,22,23,1,5,2,1,14,8,Chelsea Gray offensive foul turnover
2026-07-22T23:56:40Z,401857088,2,0.0,CHI,NY,46,48,7,7,8,6,20,15,End of the 2nd Quarter
2026-07-22T23:56:40Z,401857089,2,9:18,LV,WSH,22,23,1,5,2,1,14,8,Chelsea Gray offensive foul turnover
2026-07-22T23:57:56Z,401857088,2,0.0,CHI,NY,46,48,7,7,8,6,20,15,End of the 2nd Quarter
2026-07-22T23:57:56Z,401857089,2,9:18,LV,WSH,22,23,1,5,2,1,14,8,Chelsea Gray offensive foul turnover
2026-07-22T23:59:11Z,401857088,2,0.0,CHI,NY,46,48,7,7,8,6,20,15,End of the 2nd Quarter
2026-07-22T23:59:11Z,401857089,2,9:18,LV,WSH,22,23,1,5,2,1,14,8,(09:18) [Aces] REF-INITIATED REVIEW (CALL OVERTURNED)
2026-07-23T00:00:28Z,401857088,2,0.0,CHI,NY,46,48,7,7,8,6,20,15,End of the 2nd Quarter
2026-07-23T00:00:28Z,401857089,2,8:57,LV,WSH,22,24,1,5,3,1,14,8,Sonia Citron makes free throw flagrant 2 of 2
2026-07-23T00:01:43Z,401857088,2,0.0,CHI,NY,46,48,7,7,8,6,20,15,End of the 2nd Quarter
2026-07-23T00:01:43Z,401857089,2,8:10,LV,WSH,22,26,2,5,3,2,14,8,Jewell Loyd steps out of bounds turnover
2026-07-23T00:02:59Z,401857088,2,0.0,CHI,NY,46,48,7,7,8,6,20,15,End of the 2nd Quarter
2026-07-23T00:02:59Z,401857089,2,7:07,LV,WSH,26,30,2,6,3,2,15,8,Georgia Amoore makes 3-foot shot (Angela Dugalic assists)
2026-07-23T00:04:15Z,401857088,2,0.0,CHI,NY,46,48,7,7,8,6,20,15,End of the 2nd Quarter
2026-07-23T00:04:15Z,401857089,2,6:25,LV,WSH,26,30,2,6,3,2,15,8,enters the game for Jewell Loyd
2026-07-23T00:05:32Z,401857088,2,0.0,CHI,NY,46,48,7,7,8,6,20,15,End of the 2nd Quarter
2026-07-23T00:05:32Z,401857089,2,6:12,LV,WSH,28,32,3,6,3,2,15,8,A'ja Wilson foul
2026-07-23T00:06:48Z,401857088,3,9:48,CHI,NY,46,49,7,7,8,6,20,15,Sabrina Ionescu makes technical free throw
2026-07-23T00:06:48Z,401857089,2,5:51,LV,WSH,28,34,3,7,3,3,15,9,Aces Full timeout
2026-07-23T00:08:03Z,401857088,3,8:48,CHI,NY,50,53,7,7,8,7,20,15,Pauline Astier makes driving layup
2026-07-23T00:08:03Z,401857089,2,5:51,LV,WSH,28,34,3,7,3,3,15,9,Aces Full timeout
2026-07-23T00:08:03Z,401857090,1,9:39,CON,IND,2,3,0,0,0,0,0,0,Olivia Nelson-Ododa vs. Aliyah Boston (Aneesah Morrow gains possession
2026-07-23T00:09:19Z,401857088,3,8:23,CHI,NY,51,53,8,8,9,7,20,15,Pauline Astier shooting foul
2026-07-23T00:09:19Z,401857089,2,5:51,LV,WSH,28,34,3,7,3,3,15,9,Aces Full timeout
2026-07-23T00:09:19Z,401857090,1,8:27,CON,IND,4,8,0,1,0,0,0,0,Kelsey Mitchell makes 2-foot layup (Aliyah Boston assists)
2026-07-23T00:10:36Z,401857088,3,8:09,CHI,NY,52,54,8,9,9,7,20,15,Jonquel Jones misses free throw 1 of 2
2026-07-23T00:10:36Z,401857089,2,5:10,LV,WSH,30,34,3,7,3,3,16,9,foul
2026-07-23T00:10:36Z,401857090,1,7:42,CON,IND,4,8,0,1,1,2,1,2,Monique Billings defensive rebound
2026-07-23T00:11:51Z,401857088,3,7:57,CHI,NY,52,54,9,9,9,7,20,15,Rebecca Allen shooting foul
2026-07-23T00:11:51Z,401857089,2,4:15,LV,WSH,34,36,3,8,3,3,16,10,Jackie Young defensive rebound
2026-07-23T00:11:51Z,401857090,1,6:47,CON,IND,6,10,1,1,2,2,2,2,Aliyah Boston defensive rebound
2026-07-23T00:13:07Z,401857088,3,7:57,CHI,NY,52,54,9,9,9,7,20,15,Rebecca Allen shooting foul
2026-07-23T00:13:07Z,401857089,2,3:28,LV,WSH,34,36,3,9,4,3,18,11,Jackie Young loose ball foul
2026-07-23T00:13:07Z,401857090,1,6:20,CON,IND,11,12,2,1,3,2,3,2,makes 3-foot shot
2026-07-23T00:14:23Z,401857088,3,7:57,CHI,NY,54,55,9,9,9,7,20,15,Sabrina Ionescu makes technical free throw
2026-07-23T00:14:23Z,401857089,2,3:15,LV,WSH,34,37,4,9,4,3,18,12,Michaela Onyenwere personal foul
2026-07-23T00:14:23Z,401857090,1,5:31,CON,IND,11,17,2,1,3,2,4,2,Sun Full timeout
2026-07-23T00:15:40Z,401857088,3,7:09,CHI,NY,56,55,9,10,9,7,20,16,Sydney Taylor makes running layup (Courtney Vandersloot assists)
2026-07-23T00:15:40Z,401857089,2,2:46,LV,WSH,38,37,5,9,4,3,19,13,A'ja Wilson defensive rebound
2026-07-23T00:15:40Z,401857090,1,5:31,CON,IND,11,17,2,1,3,2,4,2,Sun Full timeout
2026-07-23T00:16:56Z,401857088,3,6:36,CHI,NY,56,57,9,11,9,7,21,16,Jonquel Jones defensive rebound
2026-07-23T00:16:56Z,401857089,2,2:46,LV,WSH,38,37,5,9,4,3,19,13,Mystics Full timeout
2026-07-23T00:16:56Z,401857090,1,5:31,CON,IND,11,17,2,1,3,2,4,2,Sun Full timeout
2026-07-23T00:18:16Z,401857088,3,5:51,CHI,NY,60,60,9,12,10,7,21,16,Elizabeth Williams enters the game for Kamilla Cardoso
2026-07-23T00:18:16Z,401857089,2,2:46,LV,WSH,38,37,5,9,4,3,19,13,Mystics Full timeout
2026-07-23T00:18:16Z,401857090,1,4:25,CON,IND,15,19,2,1,3,2,4,4,Kennedy Burke defensive rebound
2026-07-23T00:19:32Z,401857088,3,4:48,CHI,NY,63,63,9,12,10,7,22,17,Natasha Cloud makes 27-foot shot
2026-07-23T00:19:32Z,401857089,2,2:08,LV,WSH,38,39,5,9,4,3,19,13,Mystics Full timeout
2026-07-23T00:19:32Z,401857090,1,4:01,CON,IND,17,21,3,1,3,2,4,4,Nell Angloma makes free throw 2 of 2
2026-07-23T00:20:48Z,401857088,3,4:35,CHI,NY,63,63,9,12,11,7,22,17,Official timeout
2026-07-23T00:20:48Z,401857089,2,1:34,LV,WSH,42,41,6,9,4,3,19,13,Jackie Young makes free throw 2 of 2
2026-07-23T00:20:48Z,401857090,1,3:37,CON,IND,19,24,3,2,3,2,4,4,enters the game for Nell Angloma
2026-07-23T00:22:04Z,401857088,3,4:35,CHI,NY,63,63,9,12,11,7,22,17,Official timeout
2026-07-23T00:22:04Z,401857089,2,46.3,LV,WSH,45,44,7,9,4,3,20,14,Chelsea Gray makes 24-foot three point jumper (A'ja Wilson assists)
2026-07-23T00:22:04Z,401857090,1,3:37,CON,IND,19,24,3,2,3,2,4,4,Leila Lacan enters the game for Nell Angloma
2026-07-23T00:23:20Z,401857088,3,4:09,CHI,NY,65,63,9,12,11,7,22,17,Gabriela Jaquez enters the game for Sydney Taylor
2026-07-23T00:23:20Z,401857089,2,27.5,LV,WSH,45,46,7,10,4,3,21,14,Kiki Iriafen offensive rebound
2026-07-23T00:23:20Z,401857090,1,3:25,CON,IND,19,27,3,2,3,2,5,4,Makayla Timpson makes 3-foot shot
2026-07-23T00:24:36Z,401857088,3,3:01,CHI,NY,65,63,9,12,11,7,23,18,Han Xu enters the game for Jonquel Jones
2026-07-23T00:24:36Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:24:36Z,401857090,1,3:00,CON,IND,20,27,4,2,3,2,6,4,Myisha Hines-Allen defensive rebound
2026-07-23T00:25:54Z,401857088,3,2:47,CHI,NY,65,64,10,12,11,7,24,18,Sabrina Ionescu defensive rebound
2026-07-23T00:25:54Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:25:54Z,401857090,1,2:03,CON,IND,22,27,4,2,4,2,7,5,Makayla Timpson defensive rebound
2026-07-23T00:27:09Z,401857088,3,2:38,CHI,NY,67,65,11,13,11,7,24,18,Courtney Vandersloot makes free throw 1 of 2
2026-07-23T00:27:09Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:27:09Z,401857090,1,42.5,CON,IND,24,33,4,2,4,3,8,6,Kelsey Mitchell defensive rebound
2026-07-23T00:28:26Z,401857088,3,1:49,CHI,NY,69,68,11,14,11,7,24,19,Elizabeth Williams makes 2-foot layup (Courtney Vandersloot assists)
2026-07-23T00:28:26Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:28:26Z,401857090,1,2.4,CON,IND,26,36,4,2,4,3,9,7,Leila Lacan makes two point shot
2026-07-23T00:29:41Z,401857088,3,57.3,CHI,NY,71,68,11,14,11,7,25,20,Rebekah Gardner defensive rebound
2026-07-23T00:29:41Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:29:41Z,401857090,1,0.0,CON,IND,26,36,4,3,4,3,9,7,End of the 1st Quarter
2026-07-23T00:30:57Z,401857088,3,19.6,CHI,NY,71,70,11,15,11,7,26,21,Rebekah Gardner defensive rebound
2026-07-23T00:30:57Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:30:57Z,401857090,1,0.0,CON,IND,26,36,4,3,4,3,9,7,End of the 1st Quarter
2026-07-23T00:32:13Z,401857088,3,0.0,CHI,NY,71,70,11,15,11,7,26,22,End of the 3rd Quarter
2026-07-23T00:32:13Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:32:13Z,401857090,2,10:00,CON,IND,26,36,4,3,4,3,9,7,End of the 1st Quarter
2026-07-23T00:33:29Z,401857088,3,0.0,CHI,NY,71,70,11,15,11,7,26,22,End of the 3rd Quarter
2026-07-23T00:33:29Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:33:29Z,401857090,2,9:10,CON,IND,26,41,4,4,4,3,10,8,Aliyah Boston misses free throw 1 of 1
2026-07-23T00:34:46Z,401857088,3,0.0,CHI,NY,71,70,11,15,11,7,26,22,End of the 3rd Quarter
2026-07-23T00:34:46Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:34:46Z,401857090,2,8:22,CON,IND,26,44,4,4,4,4,10,8,enters the game for Diamond Miller
2026-07-23T00:36:03Z,401857088,4,9:03,CHI,NY,71,70,11,15,12,7,27,22,"Rebecca Allen bad pass
turnover (Elizabeth Williams steals)"
2026-07-23T00:36:03Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:36:03Z,401857090,2,7:36,CON,IND,26,46,4,4,4,5,12,9,Aneesah Morrow blocks Tyasha Harris 's 5-foot shot
2026-07-23T00:37:19Z,401857088,4,8:13,CHI,NY,73,70,12,15,12,7,27,23,Aicha Coulibaly defensive rebound
2026-07-23T00:37:19Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:37:19Z,401857090,2,7:32,CON,IND,26,46,4,4,4,5,12,9,Sun Full timeout
2026-07-23T00:38:35Z,401857088,4,7:47,CHI,NY,76,72,12,16,12,7,28,24,Gabriela Jaquez offensive rebound
2026-07-23T00:38:35Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:38:35Z,401857090,2,7:32,CON,IND,26,46,4,4,4,5,12,9,Sun Full timeout
2026-07-23T00:39:51Z,401857088,4,7:21,CHI,NY,79,72,12,16,12,7,28,25,Liberty Full timeout
2026-07-23T00:39:51Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:39:51Z,401857090,2,7:17,CON,IND,28,46,4,4,4,5,12,9,Sun Full timeout
2026-07-23T00:41:07Z,401857088,4,7:21,CHI,NY,79,72,12,16,12,7,28,25,Liberty Full timeout
2026-07-23T00:41:07Z,401857089,2,0.0,LV,WSH,45,46,7,10,4,3,21,14,End of the 2nd Quarter
2026-07-23T00:41:07Z,401857090,2,6:16,CON,IND,28,46,4,5,4,5,14,10,Olivia Nelson-Ododa blocks Aliyah Boston 's 5-foot shot
2026-07-23T00:43:39Z,401857088,4,6:29,CHI,NY,81,72,12,16,12,7,29,26,Liberty offensive team rebound
2026-07-23T00:43:39Z,401857089,3,8:24,LV,WSH,50,48,8,10,6,3,23,14,Chelsea Gray kicked ball violation
