ts,game_id,period,clock,away,home,away_score,home_score,h_fouls,a_fouls,h_to,a_to,h_reb,a_reb,last_play
2026-07-23T00:43:39Z,401857090,2,4:52,CON,IND,30,51,4,6,4,5,17,10,Aliyah Boston makes free throw 1 of 1
2026-07-23T00:44:54Z,401857088,4,5:33,CHI,NY,81,72,12,16,12,7,31,28,Sydney Taylor defensive rebound
2026-07-23T00:44:54Z,401857089,3,7:57,LV,WSH,50,49,8,11,6,3,23,15,A'ja Wilson defensive rebound
2026-07-23T00:44:54Z,401857090,2,4:34,CON,IND,30,51,4,8,4,5,17,10,Fever offensive team rebound
2026-07-23T00:46:12Z,401857088,4,5:08,CHI,NY,84,72,12,16,12,7,31,28,Sky defensive team rebound
2026-07-23T00:46:12Z,401857089,3,7:00,LV,WSH,52,51,8,11,6,4,24,16,Jackie Young defensive rebound
2026-07-23T00:46:12Z,401857090,2,3:44,CON,IND,11,54,4,9,4,6,18,10,Lexie Hull defensive rebound
2026-07-23T00:47:28Z,401857088,4,4:29,CHI,NY,84,74,13,16,12,7,32,28,Kamilla Cardoso misses shot
2026-07-23T00:47:28Z,401857089,3,6:41,LV,WSH,55,51,9,12,7,4,24,16,foul
2026-07-23T00:47:28Z,401857090,2,3:00,CON,IND,33,58,4,9,4,6,19,10,Diamond Miller makes 27-foot three point jumper (Saniya Rivers assists
2026-07-23T00:48:44Z,401857088,4,4:19,CHI,NY,84,77,13,17,12,7,33,28,Sky Full timeout
2026-07-23T00:48:44Z,401857089,3,6:28,LV,WSH,55,53,10,12,7,4,24,16,Cotie McMahon personal foul
2026-07-23T00:48:44Z,401857090,2,2:09,CON,IND,36,60,4,10,4,6,20,10,Kelsey Mitchell makes 2-foot layup (Aliyah Boston assists)
2026-07-23T00:50:00Z,401857088,4,4:19,CHI,NY,84,77,13,17,12,7,33,28,Sky Full timeout
2026-07-23T00:50:00Z,401857089,3,5:53,LV,WSH,57,53,11,12,7,4,24,17,A'ja Wilson makes free throw 2 of 2
2026-07-23T00:50:00Z,401857090,2,2:09,CON,IND,36,60,4,10,4,6,20,10,Official timeout
2026-07-23T00:51:16Z,401857088,4,4:19,CHI,NY,84,77,13,17,12,7,33,28,Sky Full timeout
2026-07-23T00:51:16Z,401857089,3,5:38,LV,WSH,60,53,13,13,8,4,24,17,Jackie Young makes 11-foot shot
2026-07-23T00:51:16Z,401857090,2,2:09,CON,IND,36,60,4,10,4,6,20,10,Official timeout
2026-07-23T00:52:32Z,401857088,4,3:29,CHI,NY,84,80,13,17,12,8,34,28,Sabrina Ionescu makes 24-foot shot
2026-07-23T00:52:32Z,401857089,3,5:16,LV,WSH,61,53,13,14,8,4,24,17,Cheyenne Parker-Tyus enters the game for NaLyssa Smith
2026-07-23T00:52:32Z,401857090,2,1:41,CON,IND,39,62,4,10,4,6,20,11,Raegan Beers offensive rebound
2026-07-23T00:53:48Z,401857088,4,2:36,CHI,NY,86,83,13,18,12,8,35,28,Breanna Stewart defensive rebound
2026-07-23T00:53:48Z,401857089,3,4:49,LV,WSH,61,55,13,14,9,4,25,17,Kiki Iriafen defensive rebound
2026-07-23T00:53:48Z,401857090,2,55.7,CON,IND,41,68,4,11,4,6,20,11,Gianna Kneepkens shooting foul
2026-07-23T00:55:04Z,401857088,4,2:34,CHI,NY,86,85,13,18,12,8,35,28,Sky Full timeout
2026-07-23T00:55:04Z,401857089,3,4:08,LV,WSH,63,57,14,14,9,4,25,17,Official timeout
2026-07-23T00:55:04Z,401857090,2,7.2,CON,IND,44,68,5,11,4,6,20,12,Kennedy Burke defensive rebound
2026-07-23T00:56:22Z,401857088,4,2:02,CHI,NY,88,85,13,18,12,8,35,28,Sky Full timeout
2026-07-23T00:56:22Z,401857089,3,4:08,LV,WSH,63,57,14,14,9,4,25,17,Official timeout
2026-07-23T00:56:22Z,401857090,2,0.0,CON,IND,46,70,6,11,4,6,20,12,End of the 2nd Quarter
2026-07-23T00:57:38Z,401857088,4,1:41,CHI,NY,91,85,14,18,12,8,35,29,Sydney Taylor makes free throw 1 of 1
2026-07-23T00:57:38Z,401857089,3,4:08,LV,WSH,63,57,14,14,9,4,25,17,Official timeout
2026-07-23T00:57:38Z,401857090,2,0.0,CON,IND,46,70,6,11,4,6,20,12,End of the 2nd Quarter
2026-07-23T00:58:54Z,401857088,4,58.9,CHI,NY,91,85,14,18,13,9,35,29,Sky defensive team rebound
2026-07-23T00:58:54Z,401857089,3,3:38,LV,WSH,65,59,15,14,9,4,25,17,Sonia Citron makes 4-foot two point shot
2026-07-23T00:58:54Z,401857090,2,0.0,CON,IND,46,70,6,11,4,6,20,12,End of the 2nd Quarter
2026-07-23T01:00:09Z,401857088,4,55.0,CHI,NY,93,88,15,18,13,9,35,29,Liberty Reset Timeout
2026-07-23T01:00:09Z,401857089,3,3:05,LV,WSH,68,62,15,14,9,4,25,17,Jackie Young makes free throw 2 of 2
2026-07-23T01:00:09Z,401857090,2,0.0,CON,IND,46,70,6,11,4,6,20,12,End of the 2nd Quarter
2026-07-23T01:01:25Z,401857088,4,30.3,CHI,NY,93,88,15,18,13,9,35,29,Liberty Full timeout
2026-07-23T01:01:25Z,401857089,3,2:47,LV,WSH,68,64,15,15,9,4,25,17,Kiki Iriafen makes free throw 2 of 2
2026-07-23T01:01:25Z,401857090,2,0.0,CON,IND,46,70,6,11,4,6,20,12,End of the 2nd Quarter
2026-07-23T01:02:41Z,401857088,4,27.3,CHI,NY,93,91,15,18,13,9,35,29,Sky Full timeout
2026-07-23T01:02:41Z,401857089,3,2:30,LV,WSH,71,67,16,15,9,4,25,17,Shakira Austin enters the game for Kiki Iriafen
2026-07-23T01:02:41Z,401857090,2,0.0,CON,IND,46,70,6,11,4,6,20,12,End of the 2nd Quarter
2026-07-23T01:03:57Z,401857088,4,26.3,CHI,NY,93,91,15,18,13,9,35,29,Sky Full timeout
2026-07-23T01:03:57Z,401857089,3,1:30,LV,WSH,75,70,16,15,9,4,25,17,Chelsea Gray makes 18-foot pullup jump shot
2026-07-23T01:03:57Z,401857090,2,0.0,CON,IND,46,70,6,11,4,6,20,12,End of the 2nd Quarter
2026-07-23T01:05:13Z,401857088,4,15.1,CHI,NY,94,93,16,18,13,9,36,29,foul
2026-07-23T01:05:13Z,401857089,3,57.6,LV,WSH,75,71,16,16,10,5,25,17,"Dana Evans bad pass
turnover (Lauren Betts steals)"
2026-07-23T01:05:13Z,401857090,2,0.0,CON,IND,46,70,6,11,4,6,20,12,End of the 2nd Quarter
2026-07-23T01:06:31Z,401857088,4,15.1,CHI,NY,94,94,16,19,13,9,36,29,Sky Reset Timeout
2026-07-23T01:06:31Z,401857089,3,0.0,LV,WSH,78,71,16,16,11,5,26,18,Shakira Austin defensive rebound
2026-07-23T01:06:31Z,401857090,2,0.0,CON,IND,46,70,6,11,4,6,20,12,End of the 2nd Quarter
2026-07-23T01:07:47Z,401857088,4,3.4,CHI,NY,94,95,16,20,13,9,37,29,Jonquel Jones makes free throw 1 of 2
2026-07-23T01:07:47Z,401857089,3,0.0,LV,WSH,78,71,16,16,11,5,26,18,End of the 3rd Quarter
2026-07-23T01:07:47Z,401857090,2,0.0,CON,IND,46,70,6,11,4,6,20,12,End of the 2nd Quarter
2026-07-23T01:09:03Z,401857089,3,0.0,LV,WSH,78,71,16,16,11,5,26,18,End of the 3rd Quarter
2026-07-23T01:09:03Z,401857090,2,0.0,CON,IND,46,70,6,11,4,6,20,12,End of the 2nd Quarter
2026-07-23T01:10:19Z,401857089,4,9:40,LV,WSH,78,71,16,16,11,5,27,18,Lauren Betts defensive rebound
2026-07-23T01:10:19Z,401857090,2,0.0,CON,IND,46,70,6,11,4,6,20,12,End of the 2nd Quarter
2026-07-23T01:11:34Z,401857088,4,15.1,CHI,NY,94,94,16,20,13,9,37,30,End of Game
2026-07-23T01:11:34Z,401857089,4,8:17,LV,WSH,82,73,16,16,11,5,27,19,Georgia Amoore makes driving layup
2026-07-23T01:11:34Z,401857090,2,0.0,CON,IND,46,70,6,11,4,6,20,12,End of the 2nd Quarter
2026-07-23T01:12:50Z,401857089,4,7:44,LV,WSH,82,75,16,18,11,6,27,20,Kiki Iriafen enters the game for Shakira Austin
2026-07-23T01:12:50Z,401857090,3,9:41,CON,IND,46,72,6,11,4,6,20,12,Leila Lacan enters the game for Kennedy Burke
2026-07-23T01:14:06Z,401857089,4,6:55,LV,WSH,82,78,16,19,11,7,28,21,Aces Full timeout
2026-07-23T01:14:06Z,401857090,3,8:39,CON,IND,46,74,6,11,4,7,22,13,Sun offensive team rebound
2026-07-23T01:15:22Z,401857089,4,6:55,LV,WSH,82,78,16,19,11,7,28,21,Aces Full timeout
2026-07-23T01:15:22Z,401857090,3,8:14,CON,IND,46,76,7,11,4,8,22,14,Sun Full timeout
2026-07-28T23:49:49Z,401857092,1,3:06,CON,WSH,22,20,4,4,3,0,5,2,Alicia Florez defensive rebound
2026-07-28T23:51:05Z,401857092,1,2:06,CON,WSH,24,23,5,4,4,0,6,2,Angela Dugalic offensive foul turnover
2026-07-28T23:52:21Z,401857092,1,1:44,CON,WSH,24,24,5,5,4,0,7,2,Mystics offensive team rebound
2026-07-28T23:53:37Z,401857092,1,31.5,CON,WSH,29,26,5,5,4,0,7,3,Lauren Betts makes layup (Georgia Amoore assists)
2026-07-28T23:54:53Z,401857092,1,3.8,CON,WSH,30,26,6,5,4,0,7,4,Olivia Nelson-Ododa misses free throw 1 of 2
2026-07-28T23:56:09Z,401857092,1,0.0,CON,WSH,33,26,6,5,5,0,7,4,(00:00) [Sun] COACH'S CHALLENGE (CALL REPLAYCENTER)
2026-07-28T23:57:25Z,401857092,1,0.0,CON,WSH,33,26,6,5,5,0,7,4,End of the 1st Quarter
2026-07-28T23:58:40Z,401857092,1,0.0,CON,WSH,33,26,6,5,5,0,7,4,Raegan Beers enters the game for Olivia Nelson-Ododa
2026-07-28T23:59:56Z,401857092,2,9:00,CON,WSH,33,29,6,5,5,0,9,5,Michaela Onyenwere offensive rebound
2026-07-29T00:01:14Z,401857092,2,8:24,CON,WSH,33,29,7,6,6,1,10,5,Michaela Onyenwere defensive rebound
2026-07-29T00:02:29Z,401857092,2,7:32,CON,WSH,36,29,7,7,8,1,10,6,Diamond Miller personal foul
2026-07-29T00:03:46Z,401857092,2,6:27,CON,WSH,38,34,7,7,8,2,11,6,Leila Lacan makes 9-foot pullup jump shot
2026-07-29T00:03:46Z,401857093,1,9:36,TOR,MIN,3,1,0,1,0,0,0,0,Laura Juskaite shooting foul
2026-07-29T00:05:02Z,401857092,2,6:27,CON,WSH,38,34,7,8,8,2,11,6,Sun Full timeout
2026-07-29T00:05:02Z,401857093,1,8:54,TOR,MIN,6,2,0,1,0,0,1,1,Olivia Miles offensive rebound
2026-07-29T00:06:18Z,401857092,2,6:27,CON,WSH,38,34,7,8,8,2,11,6,Sun Full timeout
2026-07-29T00:06:18Z,401857093,1,8:27,TOR,MIN,8,5,1,1,0,0,1,1,Olivia Miles personal foul
2026-07-29T00:07:34Z,401857092,2,6:27,CON,WSH,38,36,7,8,8,2,11,6,Shakira Austin makes free throw 1 of 2
2026-07-29T00:07:34Z,401857093,1,8:07,TOR,MIN,8,7,1,2,0,1,1,2,Marina Mabrey shooting foul
2026-07-29T00:08:50Z,401857092,2,5:14,CON,WSH,43,38,7,8,8,2,12,8,Sun offensive team rebound
2026-07-29T00:08:50Z,401857093,1,6:52,TOR,MIN,12,12,1,2,1,1,2,2,Julie Allemand makes running layup (Marina Mabrey assists)
2026-07-29T00:10:06Z,401857092,2,4:43,CON,WSH,43,40,8,8,8,2,13,8,Sonia Citron shooting foul
2026-07-29T00:10:06Z,401857093,1,6:10,TOR,MIN,17,12,2,2,1,1,2,4,Lynx Full timeout
2026-07-29T00:11:24Z,401857092,2,4:43,CON,WSH,43,40,8,8,8,2,13,8,(04:43) [Sun] COACH'S CHALLENGE (CALL REPLAYCENTER)
2026-07-29T00:11:24Z,401857093,1,6:10,TOR,MIN,17,12,2,2,1,1,2,4,Lynx Full timeout
2026-07-29T00:12:40Z,401857092,2,4:43,CON,WSH,43,40,8,8,8,2,13,8,(04:43) [Sun] COACH'S CHALLENGE (CALL REPLAYCENTER)
2026-07-29T00:12:40Z,401857093,1,6:10,TOR,MIN,17,12,2,2,1,1,2,4,Lynx Full timeout
2026-07-29T00:13:56Z,401857092,2,4:39,CON,WSH,43,41,8,8,8,2,13,8,Sun offensive team rebound
2026-07-29T00:13:56Z,401857093,1,5:36,TOR,MIN,19,15,3,2,1,1,3,4,Natasha Howard shooting foul
2026-07-29T00:15:12Z,401857092,2,3:44,CON,WSH,45,43,8,8,8,2,16,8,Michaela Onyenwere makes 3-foot shot
2026-07-29T00:15:12Z,401857093,1,5:15,TOR,MIN,19,17,3,3,1,1,3,4,Kayla McBride makes free throw 2 of 2
2026-07-29T00:16:28Z,401857092,2,2:56,CON,WSH,47,47,8,9,8,2,16,8,Saniya Rivers makes 13-foot pullup jump shot
2026-07-29T00:16:28Z,401857093,1,4:36,TOR,MIN,19,17,3,3,1,2,4,5,Tempo defensive team rebound
2026-07-29T00:17:44Z,401857092,2,2:21,CON,WSH,52,49,8,9,9,2,16,8,Mystics Full timeout
2026-07-29T00:17:44Z,401857093,1,3:29,TOR,MIN,19,21,3,3,1,2,5,5,Nia Coffey defensive rebound
2026-07-29T00:19:01Z,401857092,2,2:21,CON,WSH,52,49,8,9,9,2,16,8,Mystics Full timeout
2026-07-29T00:19:01Z,401857093,1,2:20,TOR,MIN,21,23,3,3,1,3,5,7,Teonni Key makes two point shot
2026-07-29T00:20:17Z,401857092,2,2:21,CON,WSH,52,49,8,9,9,2,16,8,enters the game for Olivia Nelson-Ododa
2026-07-29T00:20:17Z,401857093,1,1:44,TOR,MIN,24,23,3,3,1,3,5,8,turnover
2026-07-29T00:21:35Z,401857092,2,1:51,CON,WSH,52,49,9,9,9,2,16,9,Sun offensive team rebound
2026-07-29T00:21:35Z,401857093,1,57.3,TOR,MIN,27,23,3,3,2,3,5,9,Temi Fagbenle enters the game for Marina Mabrey
2026-07-29T00:22:51Z,401857092,2,1:28,CON,WSH,52,49,9,10,9,3,16,9,Saniya Rivers shooting foul
2026-07-29T00:22:51Z,401857093,1,21.6,TOR,MIN,28,25,4,3,3,3,6,9,Nia Coffey defensive rebound
2026-07-29T00:24:09Z,401857092,2,40.3,CON,WSH,52,53,9,10,9,3,17,9,Cotie McMahon makes driving layup
2026-07-29T00:24:09Z,401857093,1,0.0,TOR,MIN,28,25,4,3,3,3,7,9,End of the 1st Quarter
2026-07-29T00:25:25Z,401857092,2,27.1,CON,WSH,52,54,9,10,9,3,17,9,shot clock turnover 
2026-07-29T00:25:25Z,401857093,1,0.0,TOR,MIN,28,25,4,3,3,3,7,9,End of the 1st Quarter
2026-07-29T00:26:42Z,401857092,2,0.0,CON,WSH,54,54,9,11,9,3,17,11,(00:00) [Sun] COACH'S CHALLENGE (CALL REPLAYCENTER)
2026-07-29T00:26:42Z,401857093,2,9:45,TOR,MIN,28,25,4,3,3,3,7,9,enters the game for Kiki Rice
2026-07-29T00:27:59Z,401857092,2,0.0,CON,WSH,54,54,9,11,9,3,17,11,End of the 2nd Quarter
2026-07-29T00:27:59Z,401857093,2,8:53,TOR,MIN,28,28,4,4,3,3,8,11,Kia Nurse personal foul
2026-07-29T00:29:15Z,401857092,2,0.0,CON,WSH,54,54,9,11,9,3,17,11,End of the 2nd Quarter
2026-07-29T00:29:15Z,401857093,2,7:53,TOR,MIN,31,30,4,4,3,4,8,12,Temi Fagbenle offensive rebound
2026-07-29T00:30:32Z,401857092,2,0.0,CON,WSH,54,54,9,11,9,3,17,11,End of the 2nd Quarter
2026-07-29T00:30:32Z,401857093,2,7:42,TOR,MIN,31,30,4,5,3,4,8,12,Maria Conde personal foul
2026-07-29T00:31:50Z,401857092,2,0.0,CON,WSH,54,54,9,11,9,3,17,11,End of the 2nd Quarter
2026-07-29T00:31:50Z,401857093,2,7:31,TOR,MIN,31,33,4,5,3,4,8,12,Maria Conde personal foul
2026-07-29T00:33:07Z,401857092,2,0.0,CON,WSH,54,54,9,11,9,3,17,11,End of the 2nd Quarter
2026-07-29T00:33:07Z,401857093,2,6:19,TOR,MIN,33,38,4,5,3,4,11,13,Courtney Williams makes 24-foot shot (Napheesa Collier assists)
2026-07-29T00:34:24Z,401857092,2,0.0,CON,WSH,54,54,9,11,9,3,17,11,End of the 2nd Quarter
2026-07-29T00:34:24Z,401857093,2,6:19,TOR,MIN,33,38,4,5,3,4,11,13,Tempo Full timeout
2026-07-29T00:35:42Z,401857092,2,0.0,CON,WSH,54,54,9,11,9,3,17,11,End of the 2nd Quarter
2026-07-29T00:35:42Z,401857093,2,6:19,TOR,MIN,33,38,4,5,3,4,11,13,Tempo Full timeout
2026-07-29T00:36:59Z,401857092,2,0.0,CON,WSH,54,54,9,11,9,3,17,11,End of the 2nd Quarter
2026-07-29T00:36:59Z,401857093,2,5:33,TOR,MIN,33,41,4,5,4,7,11,13,turnover
2026-07-29T00:38:16Z,401857092,2,0.0,CON,WSH,54,54,9,11,9,3,17,11,End of the 2nd Quarter
2026-07-29T00:38:16Z,401857093,2,5:13,TOR,MIN,35,43,5,6,4,7,11,13,Kiki Rice enters the game for Maria Conde
2026-07-29T00:39:32Z,401857092,2,0.0,CON,WSH,54,54,9,11,9,3,17,11,End of the 2nd Quarter
2026-07-29T00:39:32Z,401857093,2,4:28,TOR,MIN,35,45,5,7,4,9,11,14,Marina Mabrey turnover
2026-07-29T00:40:48Z,401857092,2,0.0,CON,WSH,54,54,9,11,9,3,17,11,End of the 2nd Quarter
2026-07-29T00:40:48Z,401857093,2,4:03,TOR,MIN,35,45,5,8,4,9,11,15,Maria Conde defensive rebound
2026-07-29T00:42:06Z,401857092,2,0.0,CON,WSH,54,54,9,11,9,3,17,11,enters the game for Kennedy Burke
2026-07-29T00:42:06Z,401857093,2,4:03,TOR,MIN,35,45,5,8,4,10,11,15,Tempo Full timeout
2026-07-29T00:43:22Z,401857092,3,9:31,CON,WSH,56,57,9,12,9,3,17,11,Olivia Nelson-Ododa shooting foul
2026-07-29T00:43:22Z,401857093,2,4:03,TOR,MIN,35,45,5,8,4,10,11,15,Tempo Full timeout
2026-07-29T00:44:38Z,401857092,3,8:27,CON,WSH,58,59,9,12,9,4,18,12,Shakira Austin makes layup (Georgia Amoore assists)
2026-07-29T00:44:38Z,401857093,2,4:03,TOR,MIN,35,45,5,8,4,10,11,15,(04:03) [Tempo] COACH'S CHALLENGE (CALL OVERTURNED) [Tempo] retain the
2026-07-29T00:45:55Z,401857092,3,7:07,CON,WSH,60,64,9,12,9,4,18,12,Kiki Iriafen makes 25-foot three point jumper (Michaela Onyenwere assi
2026-07-29T00:45:55Z,401857093,2,3:52,TOR,MIN,36,45,6,8,4,9,11,15,(04:03) [Tempo] COACH'S CHALLENGE (CALL OVERTURNED) [Tempo] retain the
2026-07-29T00:47:12Z,401857092,3,6:33,CON,WSH,60,66,9,13,9,5,19,13,Kiki Iriafen defensive rebound
2026-07-29T00:47:12Z,401857093,2,3:16,TOR,MIN,36,45,8,8,5,9,13,15,Temi Fagbenle enters the game for Teonni Key
2026-07-29T00:48:28Z,401857092,3,5:48,CON,WSH,60,66,10,13,9,6,19,14,Saniya Rivers enters the game for Charlisse Leger-Walker
2026-07-29T00:48:28Z,401857093,2,2:58,TOR,MIN,36,45,8,9,5,9,14,16,foul
2026-07-29T00:49:45Z,401857092,3,5:20,CON,WSH,60,66,10,13,10,6,20,15,Raegan Beers defensive rebound
2026-07-29T00:49:45Z,401857093,2,2:19,TOR,MIN,38,47,8,9,5,9,14,17,Courtney Williams makes 4-foot two point shot (Dorka Juhasz assists)
2026-07-29T00:51:02Z,401857092,3,5:00,CON,WSH,60,66,10,13,10,6,20,15,8 second turnover
2026-07-29T00:51:02Z,401857093,2,1:37,TOR,MIN,40,50,8,9,5,9,14,17,Olivia Miles makes 24-foot three point step back jumpshot
2026-07-29T00:52:20Z,401857092,3,4:47,CON,WSH,60,68,10,14,10,6,20,15,Sun Full timeout
2026-07-29T00:52:20Z,401857093,2,57.4,TOR,MIN,42,50,9,9,5,10,14,18,Maria Conde defensive rebound
2026-07-29T00:53:37Z,401857092,3,4:47,CON,WSH,60,68,10,14,10,6,20,15,Sun Full timeout
2026-07-29T00:53:37Z,401857093,2,36.9,TOR,MIN,42,51,9,10,5,10,14,18,Lynx offensive team rebound
2026-07-29T00:54:54Z,401857092,3,4:47,CON,WSH,60,68,10,14,10,6,20,15,Sun Full timeout
2026-07-29T00:54:54Z,401857093,2,0.0,TOR,MIN,43,53,10,10,5,11,14,19,End of the 2nd Quarter
2026-07-29T00:56:10Z,401857092,3,3:58,CON,WSH,62,68,10,14,10,6,20,15,Mystics offensive team rebound
2026-07-29T00:56:10Z,401857093,2,0.0,TOR,MIN,43,53,10,10,5,11,14,19,End of the 2nd Quarter
2026-07-29T00:57:27Z,401857092,3,3:20,CON,WSH,62,68,10,15,10,7,22,17,Raegan Beers offensive foul turnover
2026-07-29T00:57:27Z,401857093,2,0.0,TOR,MIN,43,53,10,10,5,11,14,19,End of the 2nd Quarter
2026-07-29T00:58:44Z,401857092,3,2:59,CON,WSH,62,70,10,16,10,7,22,17,enters the game for Olivia Nelson-Ododa
2026-07-29T00:58:44Z,401857093,2,0.0,TOR,MIN,43,53,10,10,5,11,14,19,End of the 2nd Quarter
2026-07-29T01:00:00Z,401857092,3,2:15,CON,WSH,62,72,11,16,10,7,24,17,Shakira Austin blocks Aneesah Morrow 's 5-foot shot
2026-07-29T01:00:00Z,401857093,2,0.0,TOR,MIN,43,53,10,10,5,11,14,19,End of the 2nd Quarter
2026-07-29T01:01:17Z,401857092,3,2:08,CON,WSH,62,74,11,18,10,7,24,17,Raegan Beers shooting foul
2026-07-29T01:01:17Z,401857093,2,0.0,TOR,MIN,43,53,10,10,5,11,14,19,End of the 2nd Quarter
2026-07-29T01:02:36Z,401857092,3,1:23,CON,WSH,62,76,11,19,10,7,25,17,Cotie McMahon makes free throw 1 of 2
2026-07-29T01:02:36Z,401857093,2,0.0,TOR,MIN,43,53,10,10,5,11,14,19,End of the 2nd Quarter
2026-07-29T01:03:53Z,401857092,3,1:11,CON,WSH,62,76,12,19,10,7,26,17,Shakira Austin defensive rebound
2026-07-29T01:03:53Z,401857093,2,0.0,TOR,MIN,43,53,10,10,5,11,14,19,End of the 2nd Quarter
2026-07-29T01:05:09Z,401857092,3,41.0,CON,WSH,63,78,13,20,10,7,27,18,Kennedy Burke defensive rebound
2026-07-29T01:05:09Z,401857093,2,0.0,TOR,MIN,43,53,10,10,5,11,14,19,End of the 2nd Quarter
2026-07-29T01:06:26Z,401857092,3,0.6,CON,WSH,64,78,13,20,10,7,28,20,Saniya Rivers misses shot
2026-07-29T01:06:26Z,401857093,2,0.0,TOR,MIN,43,53,10,10,5,11,14,19,End of the 2nd Quarter
2026-07-29T01:07:42Z,401857092,3,0.0,CON,WSH,64,79,13,21,10,7,28,20,End of the 3rd Quarter
2026-07-29T01:07:42Z,401857093,2,0.0,TOR,MIN,43,53,10,10,5,11,14,19,End of the 2nd Quarter
2026-07-29T01:08:59Z,401857092,3,0.0,CON,WSH,64,79,13,21,10,7,28,20,End of the 3rd Quarter
2026-07-29T01:08:59Z,401857093,2,0.0,TOR,MIN,43,53,10,10,5,11,14,19,End of the 2nd Quarter
2026-07-29T01:10:15Z,401857092,3,0.0,CON,WSH,64,79,13,21,10,7,28,20,End of the 3rd Quarter
2026-07-29T01:10:15Z,401857093,2,0.0,TOR,MIN,43,53,10,10,5,11,14,19,End of the 2nd Quarter
2026-07-29T01:11:32Z,401857092,4,9:00,CON,WSH,66,82,13,21,10,7,29,21,Sonia Citron blocks Aneesah Morrow 's 3-foot shot
2026-07-29T01:11:32Z,401857093,3,9:02,TOR,MIN,43,58,10,10,5,11,15,19,Olivia Miles defensive rebound
2026-07-30T00:08:51Z,401857097,1,9:00,ATL,DAL,0,2,0,0,0,1,1,1,Paige Bueckers defensive rebound
2026-07-30T00:10:08Z,401857097,1,7:56,ATL,DAL,4,4,0,0,0,1,1,3,Allisha Gray makes 8-foot driving floating jump shot
2026-07-30T00:11:24Z,401857097,1,7:01,ATL,DAL,4,6,0,0,1,2,1,3,Angel Reese 3 second turnover
2026-07-30T00:12:39Z,401857097,1,6:44,ATL,DAL,4,8,0,1,1,2,2,3,Arike Ogunbowale makes free throw 1 of 2
2026-07-30T00:13:54Z,401857097,1,6:00,ATL,DAL,4,8,0,1,1,3,2,4,Rhyne Howard defensive rebound
2026-07-30T00:15:10Z,401857097,1,5:15,ATL,DAL,6,10,2,1,2,3,3,4,Rhyne Howard misses shot
2026-07-30T00:16:25Z,401857097,1,4:50,ATL,DAL,6,10,2,2,2,3,4,4,Official timeout
2026-07-30T00:17:40Z,401857097,1,4:50,ATL,DAL,6,10,2,2,2,3,4,4,Official timeout
2026-07-30T00:18:55Z,401857097,1,4:50,ATL,DAL,6,10,2,2,2,3,4,4,Official timeout
2026-07-30T00:20:12Z,401857097,1,4:16,ATL,DAL,6,10,2,3,2,4,4,4,shot clock turnover 
2026-07-30T00:21:28Z,401857097,1,2:56,ATL,DAL,8,12,2,3,2,4,4,8,Jessica Shepard makes 14-foot shot (Azzi Fudd assists)
2026-07-30T00:22:43Z,401857097,1,2:30,ATL,DAL,10,12,3,3,2,4,5,8,Allisha Gray enters the game for Brionna Jones
2026-07-30T00:23:58Z,401857097,1,2:03,ATL,DAL,10,12,4,3,2,4,5,8,Odyssey Sims personal foul
2026-07-30T00:25:14Z,401857097,1,1:18,ATL,DAL,12,14,4,4,2,4,5,8,Jaylyn Sherrod enters the game for Jordin Canada
2026-07-30T00:26:29Z,401857097,1,1:01,ATL,DAL,13,16,5,4,2,4,5,8,Azzi Fudd shooting foul
2026-07-30T00:27:44Z,401857097,1,0.0,ATL,DAL,16,16,5,4,2,4,5,9,Brionna Jones defensive rebound
2026-07-30T00:28:59Z,401857097,1,0.0,ATL,DAL,16,16,5,4,3,4,5,9,End of the 1st Quarter
2026-07-30T00:30:16Z,401857097,1,0.0,ATL,DAL,16,16,5,4,3,4,5,9,End of the 1st Quarter
2026-07-30T00:31:32Z,401857097,2,10:00,ATL,DAL,16,16,5,4,3,4,5,9,enters the game for Jaylyn Sherrod
2026-07-30T00:32:47Z,401857097,2,9:15,ATL,DAL,18,16,6,4,4,4,6,9,Awak Kuier offensive foul turnover
2026-07-30T00:34:02Z,401857097,2,8:42,ATL,DAL,20,19,6,5,4,4,6,9,Arike Ogunbowale makes free throw 1 of 1
2026-07-30T00:35:17Z,401857097,2,8:13,ATL,DAL,20,21,6,5,4,4,6,9,Angel Reese makes two point shot (Jordin Canada assists)
2026-07-30T00:36:32Z,401857097,2,7:26,ATL,DAL,22,21,6,5,5,5,6,9,"Awak Kuier bad pass
turnover (Angel Reese steals)"
2026-07-30T00:37:48Z,401857097,2,6:24,ATL,DAL,24,24,6,5,5,6,6,12,Angel Reese defensive rebound
2026-07-30T00:39:03Z,401857097,2,5:48,ATL,DAL,26,26,6,6,5,7,6,12,Jordin Canada makes 11-foot shot (Naz Hillmon assists)
2026-07-30T00:40:20Z,401857097,2,5:18,ATL,DAL,26,28,6,7,5,8,7,12,Wings Full timeout
2026-07-30T00:41:35Z,401857097,2,5:18,ATL,DAL,26,28,6,7,5,8,7,12,Wings Full timeout
2026-07-30T00:42:50Z,401857097,2,5:18,ATL,DAL,26,28,6,7,5,8,7,12,Wings Full timeout
2026-07-30T00:44:05Z,401857097,2,4:01,ATL,DAL,26,30,6,7,5,8,8,13,Azzi Fudd defensive rebound
2026-07-30T00:45:21Z,401857097,2,3:30,ATL,DAL,26,32,6,7,5,8,10,13,Dream Full timeout
