game_id,date,season,home,away,home_score,away_score,ml_h,ml_a,spread,sp_h,sp_a,total,ou_o,ou_u,n_bk_sp,n_bk_ou,home_margin,game_total,home_won,home_covered,over_hit,pstr,pnews,telo,zone,rest,b2b,form5,pace_d,pace_s,tov,oreb,ftr,p3ar,p3pct,stk,bench,drop,fluid,pmr,pfr,ftp,blkr,q4,road,m_scdef,m_pade,m_rb,m_vo,m_all5,lgenv,mkt,ats
401507317,20230819,2023,LV,LA,72,78,1.05,10.98,-16.5,1.91,1.91,169.5,1.91,1.91,8,10,-6,150,0,0.0,0.0,0.5514,0.4234,219.0,2.147,-3.0,0.0,6.3,1.94,164.55,-0.0391,-0.0227,-0.0803,0.0714,0.0036,1.33,0.2837,0.1902,0.2014,0.4424,-0.7106,0.0306,0.4434,-0.0298,0.0,0.2016,0.3025,-0.0182,0.0314,0.4674,165.84,16.5,-22.5
401507318,20230820,2023,WSH,DAL,84,97,2.92,1.41,5.5,1.91,1.91,165.5,1.81,2.0,8,9,-13,181,0,0.0,1.0,-0.1558,-0.2286,-83.6,-2.578,0.0,0.0,-6.19,0.14,165.26,-0.0012,-0.1464,-0.034,0.0689,-0.0253,-1.1,-0.5485,0.4436,-0.1627,-0.4708,-0.5198,0.03,-2.6439,0.0484,1.0,-0.1562,-0.1764,-0.4435,-0.1555,-0.775,165.58,-5.5,-7.5
401507319,20230820,2023,CHI,CON,73,79,3.0,1.4,5.5,1.91,1.9,158.5,1.78,2.01,8,10,-6,152,0,0.0,0.0,-0.2256,-0.2463,-130.0,-2.467,0.0,0.0,-4.14,1.09,160.69,0.0261,-0.0096,-0.0339,0.0773,0.0293,-1.67,-0.4913,0.3265,-0.1502,-0.4481,-1.1226,0.05,0.0084,0.046,0.0,-0.0109,-0.1871,0.0412,-0.1078,-0.2552,165.67,-5.5,-0.5
401507320,20230820,2023,PHX,IND,73,83,2.46,1.56,2.5,2.02,1.8,159.5,1.86,1.93,8,10,-10,156,0,0.0,0.0,0.0971,0.0433,22.3,1.341,0.0,0.0,-1.44,0.28,158.99,-0.0212,-0.0533,-0.0235,0.056,-0.0053,1.11,0.2302,-0.2282,-0.0597,0.1998,-1.4202,-0.0224,0.6363,-0.029,0.0,0.1164,0.3678,-0.2738,-0.2314,-0.1789,165.75,-2.5,-7.5
401507321,20230820,2023,MIN,SEA,74,88,1.43,2.84,-4.5,1.77,2.03,159.5,1.9,1.91,8,10,-14,162,0,0.0,1.0,0.1109,0.0933,45.7,-1.409,0.0,0.0,-2.87,-1.22,159.33,-0.0194,-0.0366,0.0403,-0.0238,0.011,-3.85,-0.0563,0.2583,0.2229,-0.1499,-0.7002,0.011,-2.9929,-0.1061,0.0,-0.2062,-0.0952,0.0177,0.0688,0.0476,165.87,4.5,-18.5
401507322,20230822,2023,ATL,LV,100,112,9.9,1.06,15.5,1.96,1.84,166.5,1.91,1.91,8,10,-12,212,0,1.0,1.0,-0.4521,-0.4991,-191.4,4.03,1.0,0.0,-8.06,-1.81,163.68,0.0386,-0.0155,0.0821,-0.0755,-0.053,-2.51,0.0316,-0.6749,-0.3324,-0.5907,2.4827,-0.1231,1.164,-0.0293,0.0,-0.4079,-0.2029,0.0637,-0.155,-0.6108,166.02,-15.5,3.5
401507323,20230822,2023,WSH,CON,64,68,2.53,1.53,3.5,1.93,1.86,156.5,1.77,2.04,8,10,-4,132,0,0.0,0.0,-0.1495,-0.203,-127.5,-5.648,0.0,0.0,-4.17,4.7,161.8,0.0051,-0.1019,-0.0258,0.0722,-0.0034,-0.14,-0.1976,0.1043,-0.0647,-0.415,-1.1927,0.0249,-1.9041,0.185,1.0,-0.0081,-0.1092,0.0169,-0.0539,-0.1908,166.13,-3.5,-0.5
401507324,20230822,2023,CHI,SEA,102,79,1.51,2.58,-4.5,1.91,1.9,158.5,1.95,1.86,8,10,23,181,1,1.0,1.0,0.0966,0.1141,22.3,-4.318,0.0,0.0,-11.45,-0.4,160.58,-0.016,-0.014,0.0149,0.0125,0.0039,-1.38,0.0831,0.0906,0.0887,-0.4163,1.5132,0.0158,-0.7732,-0.1248,1.0,0.0411,0.1599,-0.127,0.06,0.1802,165.86,4.5,18.5
401507325,20230822,2023,MIN,DAL,91,86,3.03,1.39,6.5,1.86,1.95,169.5,1.91,1.9,8,10,5,177,1,1.0,1.0,-0.3933,-0.4322,-131.1,1.233,0.0,0.0,-9.93,-4.46,162.89,0.0106,-0.083,-0.0198,0.0139,-0.039,-4.52,-1.0363,0.7603,-0.3299,-0.7223,-2.0469,0.0302,-2.6741,0.0022,2.0,-0.4858,-0.5183,-0.1529,-0.1653,-0.9764,165.96,-6.5,11.5
401507326,20230823,2023,LA,PHX,91,62,1.16,5.31,-10.5,1.9,1.91,153.5,1.87,1.95,8,10,29,153,1,1.0,0.0,0.0755,0.2432,73.7,1.961,1.0,0.0,11.51,1.87,160.62,-0.0052,-0.0703,0.088,-0.0858,0.0917,0.61,-0.0195,0.3979,0.0617,0.4102,-1.9749,0.0744,-1.2579,0.1276,0.0,0.0247,0.1037,-0.0929,0.2369,0.2484,166.03,10.5,18.5
401507328,20230824,2023,IND,SEA,90,86,1.57,2.42,-3.5,1.87,1.95,161.5,2.02,1.79,8,10,4,176,1,1.0,1.0,0.0295,0.0785,-9.8,-3.814,2.0,0.0,3.65,-1.19,159.05,0.0061,-0.029,0.0069,-0.0153,-0.0015,0.68,0.0373,0.0305,0.1901,-0.0125,2.3316,0.0357,-0.8754,0.025,2.0,0.1539,-0.1083,-0.0542,0.1039,0.1697,166.19,3.5,0.5
401507329,20230824,2023,CHI,LV,87,94,8.71,1.07,14.5,1.91,1.9,169.5,1.79,2.04,8,10,-7,181,0,1.0,1.0,-0.4588,-0.4389,-220.5,-0.092,0.0,0.0,-5.85,-3.91,163.43,0.0264,0.0831,-0.0108,-0.018,-0.0239,-1.33,0.2472,-0.7978,-0.1263,-0.5391,0.3648,-0.1066,0.4012,-0.1057,1.0,-0.1632,-0.2175,0.0943,-0.0099,-0.2509,166.35,-14.5,7.5
401507330,20230824,2023,DAL,MIN,81,90,1.35,3.25,-7.5,2.06,1.77,166.5,1.91,1.91,8,10,-9,171,0,0.0,1.0,0.3173,0.2617,115.6,-2.15,0.0,0.0,6.2,5.26,163.97,0.0026,0.0946,0.0099,-0.017,0.0189,3.91,0.4455,-0.1995,0.1975,0.6545,1.6351,-0.0241,2.4067,-0.0394,0.0,0.2782,0.225,0.2728,0.1331,0.6942,166.45,7.5,-16.5
401507331,20230825,2023,ATL,LA,78,83,2.05,1.78,1.5,1.91,1.91,160.5,1.91,1.9,7,10,-5,161,0,0.0,1.0,-0.0767,-0.3448,-12.0,1.879,1.0,0.0,-19.89,1.93,161.41,-0.0059,-0.0234,0.0121,0.015,-0.1156,-1.74,-0.2589,-0.0722,-0.3157,-0.8491,3.8344,-0.052,0.725,-0.0471,0.0,-0.4636,-0.1059,-0.0854,0.0851,-0.4338,166.58,-1.5,-3.5
401507332,20230826,2023,WSH,LV,78,62,4.89,1.18,10.5,1.87,1.95,166.5,1.85,1.91,8,10,16,140,1,1.0,0.0,-0.4053,-0.4158,-227.1,-3.617,2.0,0.0,-8.07,-1.69,166.9,0.0385,0.0022,0.0253,0.0007,-0.0138,-0.25,0.2273,-0.698,-0.2291,-0.6755,0.0464,-0.1234,-0.9469,0.0392,2.0,-0.2358,-0.2523,-0.0281,0.0565,-0.4227,166.72,-10.5,26.5
401507333,20230826,2023,MIN,NY,76,111,4.41,1.21,9.0,1.91,1.91,167.5,1.92,1.87,7,10,-35,187,0,0.0,1.0,-0.5442,-0.5984,-212.9,-2.268,0.0,0.0,-9.56,-0.69,159.9,0.0124,-0.0345,0.1012,-0.1488,-0.0313,-2.01,-0.439,-0.0941,-0.3005,-0.9261,3.4343,0.0315,-2.7824,-0.1146,5.0,-0.2724,-0.5231,-0.2284,0.0263,-0.8203,166.45,-9.0,-26.0
401507334,20230827,2023,CON,LA,83,68,1.37,3.11,-6.0,1.85,1.91,157.5,1.91,1.89,7,10,15,151,1,1.0,0.0,0.1744,0.1754,94.5,1.403,1.0,0.0,-16.18,-0.29,158.02,-0.0006,0.0599,-0.0843,0.0317,-0.0552,-0.9,0.4396,-0.4844,0.056,-0.2139,2.9885,-0.0536,0.076,-0.2644,1.0,-0.0767,0.1002,0.041,0.0615,0.1923,166.49,6.0,9.0
401507335,20230827,2023,IND,ATL,83,80,1.96,1.84,-1.5,2.02,1.8,165.5,1.91,1.9,8,10,3,163,1,1.0,0.0,-0.1742,-0.1263,-57.6,-4.149,1.0,0.0,10.49,-1.32,160.85,0.0193,0.1006,-0.0182,0.0376,0.0261,0.79,-0.06,-0.139,0.0891,0.3632,-1.2579,-0.0043,-0.0528,0.0335,0.0,0.1573,-0.2764,0.1855,0.1148,0.2058,166.43,1.5,1.5
401507336,20230827,2023,PHX,DAL,74,77,3.95,1.25,7.5,1.91,1.91,164.5,2.04,1.78,8,10,-3,151,0,1.0,0.0,-0.3488,-0.3825,-160.1,0.058,1.0,0.0,-18.89,-6.65,162.64,-0.0023,-0.0841,-0.0837,0.079,-0.0552,-2.6,-0.9826,0.7656,-0.2911,-0.5883,-0.4279,0.0126,-0.0959,-0.0104,0.0,-0.1059,-0.112,-0.3548,-0.3962,-0.9396,166.47,-7.5,4.5
401507337,20230827,2023,SEA,CHI,85,90,1.94,1.86,1.0,1.91,1.91,160.5,1.85,1.91,7,10,-5,175,0,0.0,1.0,-0.2238,-0.181,-46.3,1.994,0.0,0.0,-2.16,-0.74,161.13,0.0168,0.0059,0.053,-0.0112,0.012,0.83,0.1308,-0.4075,-0.1127,0.0041,-0.3652,-0.0287,1.6031,0.2258,0.0,-0.0538,-0.1366,0.1458,-0.1005,-0.1787,166.49,-1.0,-4.0
401507338,20230828,2023,NY,LV,94,85,1.77,2.07,-1.5,1.9,1.91,173.5,1.85,1.93,8,10,9,179,1,1.0,1.0,0.0421,0.1458,19.8,5.238,0.0,0.0,13.71,-3.99,165.09,0.0058,0.0702,-0.0503,0.0766,0.0581,-0.55,0.468,-0.3395,0.3138,0.5271,-3.6149,-0.0729,1.057,-0.0348,3.0,0.0616,0.0422,0.1978,0.0045,0.3788,166.24,1.5,7.5
401507339,20230829,2023,ATL,PHX,94,76,1.25,4.05,-8.5,1.91,1.89,159.5,1.88,1.92,8,10,18,170,1,1.0,1.0,0.1032,0.1243,74.8,4.279,0.0,0.0,8.99,3.39,158.68,-0.0156,-0.0278,0.1103,-0.0731,0.0601,0.17,0.1254,0.0267,0.0719,-0.0307,0.6789,0.0274,-0.633,0.0844,0.0,-0.1363,0.014,-0.0898,0.0025,-0.0919,166.37,8.5,9.5
401507340,20230829,2023,WSH,MIN,83,72,1.31,3.47,-6.5,1.86,1.95,162.5,1.91,1.89,8,10,11,155,1,1.0,0.0,0.2724,0.2475,29.3,-2.383,0.0,0.0,9.08,2.56,162.19,-0.0097,-0.0348,0.0054,0.0476,-0.0095,3.41,0.1632,0.1946,-0.0201,0.2027,0.9335,-0.0281,0.5879,0.1419,0.0,0.1235,0.3449,-0.0216,-0.0174,0.2342,166.53,6.5,4.5
401507341,20230829,2023,LA,CHI,75,76,1.5,2.62,-3.5,1.81,1.98,159.5,1.85,1.93,8,10,-1,151,0,0.0,0.0,0.02,0.1339,25.2,1.204,0.0,0.0,4.6,-2.51,161.36,0.0025,-0.0812,0.0697,-0.0562,0.0446,1.54,-0.4213,0.7036,-0.0272,0.2469,-0.7307,0.0164,-0.1425,0.2267,1.0,0.2161,0.327,-0.0392,-0.1505,0.087,166.27,3.5,-4.5
401507342,20230831,2023,CON,PHX,84,74,1.07,8.77,-14.5,1.89,1.92,154.5,1.89,1.91,8,10,10,158,1,0.0,1.0,0.4564,0.533,216.7,4.099,2.0,0.0,17.31,2.01,156.88,-0.0102,0.0391,0.0131,0.0305,0.0697,1.69,0.4998,0.066,0.2445,0.6987,2.6744,-0.0049,-1.0147,-0.1486,1.0,0.1058,0.2883,-0.0064,0.0696,0.456,166.23,14.5,-4.5
401507343,20230831,2023,LV,WSH,84,75,1.18,4.82,-10.5,1.93,1.88,167.5,1.85,1.95,8,10,9,159,1,0.0,0.0,0.2034,0.2696,178.4,1.722,1.0,0.0,-6.89,3.25,165.83,-0.0259,-0.0048,0.0034,-0.0009,-0.0235,0.18,-0.1539,0.4101,0.0977,0.0665,0.8648,0.0497,1.2141,-0.0096,0.0,0.2011,0.1738,0.0341,-0.0334,0.3003,166.25,10.5,-1.5
401507344,20230831,2023,LA,SEA,61,72,1.33,3.34,-6.5,1.87,1.95,158.5,1.87,1.91,8,10,-11,133,0,0.0,0.0,0.2557,0.2333,81.7,-1.457,-2.0,0.0,9.01,-1.93,160.26,-0.0162,-0.0801,0.013,-0.0482,0.0477,0.86,-0.2573,0.6391,0.0787,0.25,-0.9555,0.0469,-2.0324,0.0356,0.0,0.1209,0.3589,-0.2267,0.0009,0.1275,166.25,6.5,-17.5
401507345,20230901,2023,IND,DAL,100,110,2.63,1.5,4.5,1.9,1.91,168.5,1.86,1.93,8,10,-10,210,0,0.0,1.0,-0.2353,-0.1975,-140.7,2.122,0.0,0.0,-2.17,-3.26,163.54,0.0041,-0.0672,-0.0205,0.0386,0.0381,-1.29,-0.4187,0.2814,-0.084,-0.274,1.4,-0.0163,-0.4527,0.0897,1.0,-0.073,-0.4377,-0.1088,-0.009,-0.4281,166.29,-4.5,-5.5
401507346,20230901,2023,NY,CON,89,58,1.3,3.58,-7.5,1.91,1.91,162.5,1.95,1.85,8,10,31,147,1,1.0,0.0,0.1236,0.0555,96.1,1.819,3.0,-1.0,6.29,2.93,160.3,-0.0199,0.0185,-0.0747,0.1115,-0.0318,-0.29,-0.475,0.7374,0.0955,0.1486,-6.0999,0.0391,1.1041,0.0128,0.0,-0.0518,-0.0555,0.2308,0.0332,0.2155,166.59,7.5,23.5
401507348,20230902,2023,LV,SEA,103,77,1.03,13.34,-19.5,1.91,1.91,169.5,1.87,1.95,8,10,26,180,1,1.0,1.0,0.531,0.5027,248.5,-2.726,0.0,0.0,1.28,2.41,164.32,-0.0413,-0.1004,-0.0404,0.0264,0.0064,-0.17,-0.1684,0.8528,0.1808,0.2379,-0.5704,0.0609,-0.7273,-0.0436,1.0,0.1805,0.3219,-0.2594,0.0018,0.2448,166.63,19.5,6.5
401507349,20230903,2023,CHI,NY,69,86,4.07,1.24,8.5,1.88,1.9,163.5,1.87,1.95,8,10,-17,155,0,0.0,0.0,-0.4378,-0.5006,-236.6,-4.723,3.0,0.0,-17.79,-0.12,162.42,0.0064,-0.0056,0.003,-0.0974,-0.0257,-0.28,0.0398,-0.6531,-0.2951,-0.7797,3.9462,-0.0543,-1.0609,-0.0869,0.0,-0.174,-0.2459,-0.2076,0.1793,-0.3932,166.79,-8.5,-8.5
401507351,20230903,2023,MIN,PHX,86,73,1.26,3.87,-7.5,1.86,1.95,157.5,1.91,1.89,8,10,13,159,1,1.0,1.0,0.0528,0.0762,69.7,3.562,-1.0,0.0,8.28,4.58,155.95,-0.0061,0.0583,0.0179,0.0469,0.0119,-1.02,-0.0706,0.2047,0.0628,0.1888,0.0846,0.1128,-1.643,-0.0982,2.0,-0.243,-0.244,0.1245,0.2946,0.1467,166.77,7.5,5.5
401507352,20230903,2023,LA,WSH,72,64,2.19,1.69,2.5,1.87,1.95,157.5,1.9,1.91,8,10,8,136,1,1.0,0.0,-0.104,-0.1336,-10.4,2.669,0.0,0.0,-0.93,-1.01,160.45,-0.0085,-0.0355,0.0174,-0.0683,0.0223,1.73,-0.0834,-0.0329,-0.1,0.1008,-0.3859,0.0346,-0.0627,0.0175,1.0,0.1141,0.0696,-0.1495,-0.2714,-0.3643,166.83,-2.5,10.5
401507353,20230905,2023,CON,LA,90,76,1.19,4.7,-9.5,1.85,1.95,153.5,1.91,1.87,7,9,14,166,1,1.0,1.0,0.1035,0.2926,111.2,0.727,2.0,0.0,-0.12,-1.01,157.75,0.0148,0.0696,-0.0262,0.0263,0.0348,-1.75,0.7187,-0.435,0.2367,0.0823,3.0765,-0.0753,0.5356,-0.1463,0.0,0.0681,-0.0453,0.2349,-0.0539,0.3176,166.48,9.5,4.5
401507354,20230905,2023,IND,CHI,69,96,1.87,1.93,1.5,1.87,1.91,161.5,1.85,1.91,8,9,-27,165,0,0.0,1.0,-0.0946,-0.0745,-38.0,-1.4,0.0,0.0,4.39,1.16,163.73,0.0029,0.037,0.0787,-0.0221,0.0666,-0.71,-0.2299,0.0886,0.0902,0.1897,3.3703,0.0274,0.5477,0.1693,0.0,-0.0265,-0.2218,0.0974,0.1608,0.1378,166.45,-1.5,-25.5
401507355,20230905,2023,DAL,NY,93,94,3.07,1.37,5.5,1.98,1.81,170.5,1.86,1.91,8,10,-1,187,0,1.0,1.0,-0.4724,-0.5808,-165.4,-7.967,0.0,0.0,-22.56,3.4,165.88,0.0018,0.0796,0.0742,-0.144,-0.01,0.07,0.2705,-1.0813,-0.3872,-0.8227,4.8038,0.0215,0.0837,0.1089,1.0,-0.18,-0.2276,0.1217,0.2212,-0.13,166.43,-5.5,4.5
401507356,20230905,2023,PHX,WSH,77,100,3.37,1.32,6.5,1.91,1.88,155.5,1.91,1.87,8,10,-23,177,0,0.0,1.0,-0.2891,-0.2077,-103.3,-1.045,0.0,0.0,-14.56,-3.56,155.62,0.0089,-0.0065,-0.0063,-0.1121,0.0346,-2.18,0.3389,-0.7085,0.0931,-0.2734,0.1734,-0.0845,0.6416,0.0797,2.0,0.1387,-0.1815,0.1263,-0.1894,-0.1138,166.49,-6.5,-16.5
401507357,20230906,2023,ATL,SEA,79,68,1.21,4.41,-8.5,1.84,1.94,163.5,1.87,1.94,8,10,11,147,1,1.0,0.0,0.1598,0.1846,51.4,-1.588,1.0,0.0,8.4,1.5,163.76,-0.0401,-0.033,-0.0159,-0.0984,-0.01,-0.28,-0.0512,0.3183,0.159,-0.0088,0.0997,0.0487,-0.639,-0.1274,2.0,0.0267,0.1641,-0.1904,0.1233,0.1745,166.5,8.5,2.5
401507358,20230907,2023,NY,LA,96,89,1.08,8.28,-15.5,1.9,1.91,159.5,1.84,1.96,8,10,7,185,1,0.0,1.0,0.4622,0.6627,244.1,3.093,0.0,0.0,23.74,3.11,160.05,0.0011,0.1086,-0.0556,0.1175,-0.01,-0.91,0.3815,0.5121,0.6789,0.8571,-3.0953,-0.0546,1.3451,-0.0255,1.0,0.318,0.2099,0.4048,0.1863,1.1665,166.36,15.5,-8.5
401507359,20230908,2023,CON,IND,76,59,1.19,4.81,-10.0,1.91,1.9,158.5,1.85,1.91,7,10,17,135,1,1.0,0.0,0.3814,0.3807,192.7,1.72,0.0,0.0,4.99,-3.55,161.49,-0.0003,-0.0201,-0.0106,0.0203,-0.0117,1.32,0.4513,-0.1077,-0.0117,0.4838,1.1057,-0.0144,-0.3183,-0.1522,0.0,0.2197,0.4577,-0.1382,-0.2123,0.0898,166.46,10.0,7.0
401507360,20230908,2023,WSH,ATL,75,80,1.43,2.82,-5.5,1.87,1.93,162.5,1.91,1.89,8,10,-5,155,0,0.0,0.0,0.1541,0.1044,20.2,-3.039,1.0,0.0,3.01,-3.09,161.73,0.0119,-0.0581,-0.0466,0.13,0.0657,0.75,0.3149,-0.2048,0.0527,0.0561,-1.1889,-0.0101,-0.1776,0.1961,0.0,0.1783,-0.0415,-0.2252,-0.1012,-0.2,166.05,5.5,-10.5
401507361,20230908,2023,CHI,MIN,92,87,1.53,2.52,-4.5,1.91,1.9,163.5,1.79,2.04,8,10,5,179,1,1.0,1.0,0.1304,0.1892,29.9,-1.09,-2.0,0.0,5.29,0.13,162.79,-0.0126,-0.0251,-0.0506,0.0257,-0.0149,2.66,0.3243,-0.0658,0.1486,0.1047,-2.3235,-0.0595,0.8182,-0.0638,0.0,0.3521,0.3483,-0.0096,-0.0335,0.411,166.15,4.5,0.5
401507362,20230908,2023,DAL,SEA,106,91,1.15,5.65,-11.5,1.91,1.91,167.5,1.79,2.04,8,10,15,197,1,1.0,1.0,0.2515,0.3219,138.5,-5.472,1.0,0.0,5.72,3.62,164.63,-0.0243,0.0974,-0.0385,-0.0655,0.0038,1.47,0.6665,-0.4102,0.3477,0.3931,0.1702,-0.0126,0.0472,0.0575,3.0,0.3309,0.41,0.2569,0.1264,0.9465,166.39,11.5,3.5
401507363,20230908,2023,PHX,LV,73,94,12.76,1.04,17.5,2.09,1.71,164.5,1.87,1.93,8,10,-21,167,0,0.0,1.0,-0.7067,-0.6804,-315.2,-3.731,-2.0,0.0,-18.96,-7.13,159.6,0.0346,0.0155,-0.0573,-0.1307,0.0351,-3.77,0.1869,-1.0895,-0.2163,-1.0139,-0.3524,-0.1308,-0.7135,0.0108,0.0,-0.3385,-0.4466,-0.0252,-0.2075,-0.8233,166.41,-17.5,-3.5
401507364,20230910,2023,ATL,DAL,77,94,1.81,2.01,-1.5,1.91,1.88,171.5,1.87,1.91,8,10,-17,171,0,0.0,0.0,-0.0839,-0.0595,-71.1,5.219,0.0,0.0,2.04,-2.34,166.13,-0.0244,-0.1127,0.0177,-0.023,-0.0599,-3.65,-0.2542,0.235,-0.1529,-0.2012,-0.922,0.0543,-1.6369,-0.1145,0.0,-0.3948,-0.2573,-0.1269,-0.0262,-0.5509,166.33,1.5,-18.5
401507366,20230910,2023,IND,MIN,87,72,2.15,1.72,2.5,1.9,1.91,163.5,1.88,1.91,8,10,15,159,1,1.0,0.0,-0.1683,-0.1785,-51.6,-3.433,0.0,0.0,-4.07,-0.01,163.05,-0.0015,-0.0092,0.0507,-0.0113,0.0138,1.07,-0.4271,0.2925,-0.1552,-0.286,-0.2528,-0.0492,0.8692,0.1036,1.0,0.0116,-0.0258,-0.0837,-0.073,-0.2242,166.46,-2.5,17.5
401507367,20230910,2023,NY,WSH,88,90,1.18,4.92,-9.5,1.88,1.91,162.5,1.9,1.91,8,10,-2,178,0,0.0,1.0,0.3632,0.4134,235.5,5.16,1.0,0.0,9.84,3.38,160.68,0.0193,0.1054,0.0077,0.0532,0.0053,0.79,0.0498,0.4685,0.3708,0.7222,-4.7488,-0.0351,1.2455,0.0175,0.0,0.2988,0.1562,0.2009,0.0286,0.6348,166.3,9.5,-11.5
401507368,20230910,2023,LV,PHX,100,85,1.02,16.17,-19.5,1.84,1.93,165.5,1.87,1.92,8,10,15,185,1,0.0,1.0,0.8006,0.7776,326.9,4.845,0.0,0.0,25.88,5.93,160.42,-0.024,-0.0318,0.0523,0.1368,-0.0269,4.46,-0.168,1.1845,0.3906,1.2283,0.6848,0.119,1.6704,-0.0733,0.0,0.5156,0.5565,0.0087,0.1652,0.9834,166.39,19.5,-4.5
401507369,20230910,2023,SEA,LA,89,91,2.13,1.73,2.5,1.91,1.91,158.5,1.88,1.91,7,9,-2,180,0,1.0,1.0,-0.1373,-0.1295,-68.8,1.253,-1.0,0.0,-4.74,2.63,159.6,0.0256,0.0707,0.0281,0.0481,-0.0129,-2.35,0.277,-0.5272,0.0479,-0.2824,2.1847,-0.0092,0.7981,0.079,2.0,-0.1147,-0.2331,0.29,0.1583,0.2174,166.39,-2.5,0.5
401578549,20230913,2023,CON,MIN,90,60,1.21,4.5,-9.5,1.95,1.82,159.5,1.91,1.9,8,10,30,150,1,1.0,0.0,0.2804,0.3233,147.1,-0.797,0.0,0.0,2.79,-1.62,161.75,0.0012,-0.0238,0.037,0.0179,0.0244,2.51,0.4282,-0.1103,0.0054,0.5233,-0.4487,-0.0231,0.9971,0.0654,2.0,0.2726,0.3158,-0.0628,-0.1644,0.1325,166.51,9.5,20.5
401578550,20230913,2023,LV,CHI,87,59,1.05,11.18,-16.0,1.88,1.95,170.5,1.82,2.01,7,10,28,146,1,1.0,0.0,0.4346,0.4631,174.8,-0.434,0.0,0.0,7.32,-1.25,165.73,-0.0227,-0.0254,0.0853,0.0623,-0.0689,1.42,-0.4417,1.1007,0.2769,0.47,-0.7324,0.0683,0.5484,0.0613,1.0,0.2667,0.2041,-0.0252,-0.0303,0.3532,166.2,16.0,12.0
401578551,20230915,2023,NY,WSH,90,75,1.18,4.93,-9.5,1.88,1.94,162.5,1.85,1.93,8,10,15,165,1,1.0,1.0,0.3183,0.3647,222.2,3.498,0.0,0.0,8.17,3.77,159.85,0.0209,0.1046,0.0038,0.0621,-0.0153,0.78,0.1402,0.2435,0.2702,0.528,-4.588,0.0026,0.7533,0.0407,1.0,0.2942,0.141,0.3493,0.0733,0.7457,166.0,9.5,5.5
401578552,20230915,2023,DAL,ATL,94,82,1.37,3.1,-6.5,1.93,1.86,169.5,1.91,1.89,8,10,12,176,1,1.0,1.0,0.2098,0.1206,101.0,-4.381,0.0,0.0,5.6,2.2,167.22,0.0285,0.1059,-0.0223,0.0299,0.0333,3.28,0.1173,0.0057,0.2115,0.5998,1.6722,-0.008,1.6268,0.1214,0.0,0.375,0.4697,0.1018,0.064,0.7119,166.03,6.5,5.5
401578553,20230917,2023,CON,MIN,75,82,1.21,4.52,-9.5,1.92,1.88,158.5,1.89,1.91,8,10,-7,157,0,0.0,0.0,0.4064,0.426,162.9,0.63,0.0,0.0,14.13,-1.48,161.69,-0.0137,-0.0236,0.0164,0.025,0.0769,3.38,0.5039,-0.0385,0.133,0.8733,-0.3573,-0.0375,0.7368,0.1431,3.0,0.3642,0.3822,-0.0386,-0.0768,0.3908,166.22,9.5,-16.5
401578554,20230917,2023,LV,CHI,92,70,1.04,11.94,-17.5,1.87,1.95,170.5,1.91,1.89,8,10,22,162,1,1.0,0.0,0.4715,0.5881,187.8,0.439,0.0,0.0,21.71,-0.77,165.87,-0.0267,-0.0277,0.0926,0.052,-0.054,2.45,-0.2985,1.0501,0.3757,0.8702,-2.041,0.0763,1.0683,0.0074,2.0,0.4413,0.4701,-0.1051,0.0569,0.6781,165.97,17.5,4.5
401578556,20230919,2023,DAL,ATL,101,74,1.33,3.36,-6.5,1.88,1.95,170.5,1.93,1.87,8,10,27,175,1,1.0,1.0,0.2656,0.1888,111.6,-3.965,0.0,0.0,12.05,1.8,169.39,0.0321,0.0966,0.0046,0.0098,0.0101,2.87,0.2649,-0.0834,0.28,0.704,1.2515,-0.0093,1.3429,0.2235,1.0,0.4684,0.37,0.1647,-0.0366,0.6765,165.93,6.5,20.5
401578557,20230920,2023,MIN,CON,75,90,2.85,1.43,4.5,1.99,1.8,158.5,1.93,1.85,8,10,-15,165,0,0.0,1.0,-0.3054,-0.3004,-140.3,0.164,0.0,0.0,-14.64,0.66,159.79,0.0072,0.0313,-0.0233,-0.0115,-0.0594,-2.62,-0.4206,0.1318,-0.0585,-0.6077,1.2428,0.0024,-0.9631,-0.1378,0.0,-0.2604,-0.3564,0.1855,0.001,-0.2303,165.97,-4.5,-10.5
401578561,20230924,2023,NY,CON,63,78,1.25,3.97,-8.5,1.91,1.91,162.5,1.87,1.92,8,10,-15,141,0,0.0,0.0,0.2621,0.288,124.8,1.78,1.0,0.0,-3.3,4.18,161.45,-0.0041,0.0726,-0.0093,0.0703,-0.0743,0.52,-0.0092,0.3493,0.1997,0.2757,-1.3995,0.1015,1.2291,-0.0264,1.0,0.0957,0.1024,0.1755,0.1981,0.5578,165.96,8.5,-23.5
401578562,20230924,2023,LV,DAL,97,83,1.17,5.2,-10.0,1.87,1.95,174.5,1.91,1.9,7,10,14,180,1,1.0,1.0,0.2711,0.389,109.7,4.895,0.0,0.0,7.29,-3.13,167.55,-0.0485,-0.1291,0.0057,0.0915,-0.0016,0.42,-0.4998,1.0323,0.1642,0.3224,-3.6223,0.0422,-0.1604,-0.1586,0.0,0.1007,0.1997,-0.2643,0.0441,0.1007,165.67,10.0,4.0
