game_id,season,o_elo,o_rest,o_b2b,o_b2bh,o_b2ba,o_form5,o_form10,o_gp,o_eloh,o_eloa
401320672,2021,288.42390371325655,-1,0,0,0,15.2,16.7,17,1715.4765480287626,1427.052644315506
401320673,2021,370.61955492418406,0,0,0,0,12.0,18.0,18,1773.2176163328675,1402.5980614086834
401320674,2021,233.98041653666655,1,0,0,0,18.4,11.6,18,1622.3936943829194,1388.4132778462529
401320675,2021,-127.367346466669,2,0,0,0,-8.4,-6.499999999999999,19,1266.9923399059787,1394.3596863726477
401320676,2021,-313.6008568657219,0,0,0,0,-4.0,-13.1,18,1462.274274675442,1775.875131541164
401320677,2021,98.88668265382671,0,0,0,0,0.6000000000000014,7.1,18,1680.2549176688267,1581.368235015
401320678,2021,141.5489321187697,0,0,0,0,12.8,10.9,19,1551.2658350985625,1409.7169029797928
401320679,2021,-169.65704068262698,2,0,0,0,-7.0,-7.9,21,1477.9166007551344,1647.5736414377614
401320680,2021,-263.69636105232803,0,0,0,0,-7.0,-11.6,20,1365.0248989072375,1628.7212599595655
401320681,2021,85.7585848982178,0,0,0,0,-8.0,2.5,19,1382.0857122696068,1296.327127371389
401320682,2021,250.57400415814823,0,0,0,0,4.4,9.4,19,1744.361705187377,1493.7877010292289
401320683,2021,-214.10896504567836,2,0,0,0,-22.8,-13.1,19,1399.940546200387,1614.0495112460653
401341447,2021,0.0,0,0,0,0,0.0,0.0,0,1500.0,1500.0
401353913,2021,106.57841313731069,0,0,0,0,-5.3999999999999995,2.9000000000000004,21,1749.0539015701845,1642.4754884328738
401320684,2021,-235.36652093538487,4,0,0,0,-7.2,-0.2999999999999998,22,1528.4072751067301,1763.773796042115
401320685,2021,-170.18867910690983,4,0,0,0,-6.6,-3.0,22,1457.5669148540335,1627.7555939609433
401320686,2021,235.34786436723698,0,0,0,0,12.8,13.200000000000001,20,1667.9233273388622,1432.5754629716253
401320687,2021,140.37569318092983,0,0,0,0,3.5999999999999996,3.1999999999999997,20,1489.0955046464214,1348.7198114654916
401320688,2021,282.18987423210046,0,0,0,0,21.2,13.100000000000001,20,1633.4605446660296,1351.2706704339291
401320689,2021,50.836484604918496,0,0,0,0,-15.0,-3.7,20,1380.5295127804227,1329.6930281755042
401320690,2021,11.895812007195218,0,0,0,0,-11.999999999999998,-2.2,21,1649.909472413817,1638.0136604066217
401320691,2021,107.56117293096872,0,0,0,0,4.0,6.1,23,1542.9742093321286,1435.4130364011598
401320692,2021,238.74285642649102,0,0,0,0,10.2,13.0,21,1669.6208233684893,1430.8779669419982
401320693,2021,180.14606678884297,0,0,0,0,-5.8,4.2,21,1499.0109867034223,1318.8649199145793
401320694,2021,52.553291632856826,0,0,0,0,2.5999999999999996,-2.9000000000000004,21,1391.3576210413476,1338.8043294084907
401320695,2021,-402.4893071233796,0,0,0,0,-12.399999999999999,-9.9,22,1346.717554693337,1749.2068618167166
401320696,2021,48.40896614211306,0,0,0,0,0.20000000000000018,2.4000000000000004,22,1668.1660494812759,1619.7570833391628
401320697,2021,79.16136965436772,0,0,0,0,10.8,4.1,22,1504.2727532818583,1425.1113836274906
401320698,2021,74.0484283105377,0,0,0,0,5.6000000000000005,1.8000000000000007,22,1402.105189380188,1328.0567610696503
401320699,2021,-353.9289725581657,0,0,0,0,-9.6,-8.4,23,1370.997721975944,1724.9266945341096
401320700,2021,143.94921202336332,0,0,0,0,-12.600000000000001,2.5,24,1457.5523653595067,1313.6031533361434
401320701,2021,-196.27120943615364,0,0,0,0,-14.0,-11.200000000000001,23,1322.0653198320076,1518.3365292681613
401320702,2021,-83.74638087082667,2,0,0,0,-5.4,-3.0,23,1520.8348803737817,1604.5812612446084
401320703,2021,-45.727718219884764,-1,0,0,0,-6.0,1.5999999999999996,23,1362.368912397946,1408.0966306178307
401320704,2021,-322.50789647092006,1,0,0,0,-12.399999999999999,-10.1,23,1411.0476076411876,1733.5555041121077
401320705,2021,-117.19168018704772,1,0,0,0,-4.199999999999999,1.2000000000000002,24,1623.7978204442754,1740.9895006313232
401320706,2021,-197.38915851271054,0,0,0,0,-4.6000000000000005,-12.7,24,1304.2291626614042,1501.6183211741147
401320707,2021,7.954464892833357,-2,0,0,0,6.199999999999999,2.0999999999999996,24,1683.3418715758303,1675.387406682997
401320708,2021,-19.475477725512974,0,0,0,0,-3.4000000000000004,0.7000000000000002,24,1403.613611121972,1423.089088847485
401320709,2021,-188.79623227047318,-1,0,0,0,-15.600000000000001,-5.5,24,1347.3764541682915,1536.1726864387647
401320710,2021,-364.88727420312625,0,0,0,0,-8.6,-13.7,25,1290.915345341052,1655.8026195441782
401320711,2021,299.1497514652033,0,0,0,0,6.2,15.5,25,1702.926658714649,1403.7769072494457
401320712,2021,-18.991784851315288,-4,0,0,0,3.999999999999999,-4.8,25,1422.9257927200115,1441.9175775713268
401320713,2021,-233.03975977767936,0,0,0,0,-24.4,-12.3,25,1325.2546904146884,1558.2944501923678
401320714,2021,204.88114715017105,0,0,0,0,3.2,2.8,26,1719.813285644638,1514.932138494467
401320715,2021,-332.54705053903945,5,0,0,0,-0.6000000000000001,-7.8999999999999995,25,1329.2379411243232,1661.7849916633627
401320716,2021,304.7140117843419,0,0,0,0,13.200000000000001,12.0,26,1705.7087888742183,1400.9947770898764
401320717,2021,-59.92059800659513,0,0,0,0,1.0,-2.6,26,1402.4613861423716,1462.3819841489667
401320718,2021,157.1449631537473,0,0,0,0,1.2000000000000002,3.0,27,1695.945193646426,1538.8002304926788
401320719,2021,-76.73841673120728,0,0,0,0,2.4,2.9,26,1319.609800928298,1396.3482176595053
401320720,2021,-301.4217089054814,0,0,0,0,-14.0,-12.1,27,1408.933639399108,1710.3553483045894
401320721,2021,335.2409508996816,3,0,0,0,11.4,16.9,25,1644.9740354309606,1309.733084531279
401320722,2021,-15.269423691207066,2,0,0,0,8.4,4.9,26,1573.8160560757772,1589.0854797669842
401320723,2021,170.97675767036276,-2,0,0,0,4.2,5.5,26,1455.9097308922303,1284.9329732218675
401320724,2021,262.59475373816485,0,0,0,0,5.0,12.9,26,1648.0760892768212,1385.4813355386564
401320725,2021,106.45545899107674,3,0,0,0,0.6000000000000001,3.5999999999999996,27,1671.413131859388,1564.9576728683112
401320726,2021,339.02891368670225,2,0,0,0,10.2,9.9,28,1645.6599443721207,1306.6310306854184
401320727,2021,-267.4671799253033,0,0,0,0,-22.4,-13.8,27,1330.476683049147,1597.9438629744502
401320728,2021,253.52938088802807,-2,0,0,0,5.800000000000001,9.1,27,1652.943744020464,1399.414363132436
401320729,2021,-125.99106428327332,0,0,0,0,-2.0,-5.2,28,1555.189870222213,1681.1809345054862
401320730,2021,182.0029329522274,0,0,0,0,9.0,6.999999999999999,27,1461.4228185331626,1279.4198855809352
401320731,2021,-296.78392683804213,0,0,0,0,-27.6,-14.8,28,1315.8183095927775,1612.6022364308196
401320732,2021,-284.67100520503163,-5,0,0,0,-10.600000000000001,-13.5,29,1435.2036193662298,1719.8746245712614
401320733,2021,256.09778553684896,2,0,0,0,-0.5999999999999996,6.300000000000001,29,1648.9734931743974,1392.8757076375484
401320734,2021,-314.23962421383794,1,0,0,0,-23.6,-19.5,28,1305.639084747868,1619.878708961706
401320735,2021,-2.65623394585009,-1,0,0,0,-7.800000000000001,-5.300000000000001,28,1656.8261655695014,1659.4823995153515
401320736,2021,-353.6124383740621,5,0,0,0,-22.0,-15.9,29,1380.6136807950136,1734.2261191690757
401320737,2021,82.03311001174575,1,0,0,0,-10.399999999999999,-2.8999999999999995,29,1385.0895584137659,1303.0564484020201
401320738,2021,327.61962619510814,-2,0,0,0,11.8,5.6,29,1636.1614632569992,1308.541837061891
401320739,2021,117.5346428852738,-3,0,0,0,8.0,5.1,29,1420.8521247684155,1303.3174818831417
401320740,2021,-120.74703051111078,1,0,0,0,-2.0,2.4000000000000004,30,1622.461345307554,1743.2083758186648
401320741,2021,182.89770682932044,5,0,0,0,14.0,9.0,31,1579.5446391581977,1396.6469323288773
401320742,2021,336.13979114574204,0,0,0,0,17.8,7.1,30,1640.4215457323162,1304.2817545865742
401320743,2021,-285.12821825275546,-2,0,0,0,-10.0,-8.399999999999999,30,1371.6314241454245,1656.75964239818
401320744,2021,256.2057003197326,3,0,0,0,14.2,10.399999999999999,30,1680.1471018278537,1423.941401508121
401320745,2021,-9.41448784279828,2,0,0,0,7.4,0.9000000000000004,30,1291.4990744869087,1300.913562329707
401320746,2021,462.94804488279874,0,0,0,0,28.200000000000003,24.5,30,1763.1762500262348,1300.228205143436
401320747,2021,-111.1536745160704,-2,0,0,0,3.0,-1.7000000000000002,31,1307.609164611403,1418.7628391274734
401320748,2021,-358.98626578397057,-2,0,0,0,-18.799999999999997,-11.2,31,1284.8034722052128,1643.7897379891833
401320749,2021,-130.88470686032042,-3,0,0,0,-3.6000000000000014,-5.6,31,1297.9329500194467,1428.8176568797671
401320750,2021,-138.0214622965807,1,0,0,0,-8.2,-5.8,31,1547.3739146073078,1685.3953769038885
401320751,2021,7.134756316147104,-1,0,0,0,-11.8,-12.3,31,1609.628227416131,1602.493471099984
401320752,2021,475.33384492695177,1,0,0,0,19.200000000000003,18.7,32,1765.4715051502242,1290.1376602232724
401320753,2021,-128.28194618471434,0,0,0,0,-10.6,1.799999999999999,32,1585.7859913010573,1714.0679374857716
401320754,2021,-251.67883097827325,0,0,0,0,-18.0,-11.899999999999999,32,1400.9984877280842,1652.6773187063575
401320755,2021,-17.541217083517722,3,0,0,0,-8.4,-3.3000000000000003,32,1418.6931264320863,1436.234343515604
401320756,2021,242.78546253738614,0,0,0,0,-0.40000000000000036,6.8999999999999995,33,1518.7013540254247,1275.9158914880386
401370430,2021,94.77310846319756,0,0,0,0,1.7999999999999998,1.5999999999999999,33,1524.5488893411537,1429.775780877956
401370431,2021,254.18779046717918,-2,0,0,0,4.800000000000001,18.2,32,1579.9399096383088,1325.7521191711296
401370432,2021,123.58226512267902,4,0,0,0,7.2,6.699999999999999,33,1662.469915823984,1538.887650701305
401370433,2021,44.86201920043504,4,0,0,0,2.0,-7.1,34,1626.3357072150577,1581.4736880146227
401370434,2021,191.60925201899704,5,0,0,0,20.6,14.0,34,1767.3816059374674,1575.7723539184703
401370435,2021,115.64107278281017,5,0,0,0,14.0,3.200000000000001,33,1719.91401914852,1604.27294636571
401370436,2021,134.32230930648234,0,0,0,0,11.2,12.1,35,1738.73813458121,1604.4158252747277
401370437,2021,133.14384323887498,0,0,0,0,16.2,5.0,34,1728.6654043765525,1595.5215611376775
401370438,2021,-40.20338316421021,0,0,0,0,0.20000000000000018,-3.2,35,1641.99179117501,1682.19517433922
401370439,2021,-154.7489790916204,0,0,0,0,-5.3999999999999995,-16.099999999999998,36,1594.2024903821587,1748.951469473779
401370440,2021,17.791161199456383,0,0,0,0,13.2,0.7000000000000002,36,1670.9890633568432,1653.1979021573868
401370441,2021,-122.25249967909508,0,0,0,0,-4.6,-13.1,37,1610.4507300884213,1732.7032297675164
401370442,2021,52.73564361210401,0,0,0,0,-12.8,1.5999999999999999,37,1688.461304563167,1635.725660951063
401370395,2021,16.740062173201295,-2,0,0,0,2.3999999999999995,0.3999999999999999,40,1653.5650572858094,1636.8249951126081
401370396,2021,-49.2229614711332,0,0,0,0,0.5999999999999996,-0.7000000000000002,41,1620.5835454636422,1669.8065069347754
401370397,2021,17.004619642319994,0,0,0,0,1.4000000000000001,-0.3999999999999999,42,1653.6973360203688,1636.6927163780488
401370398,2021,67.34780564428274,0,0,0,0,23.4,10.0,43,1678.8689290213501,1611.5211233770674
401430482,2022,292.6709837151104,0,0,0,0,8.0,16.1,0,1644.4302753203308,1351.7592916052204
401430483,2022,-31.525686935121485,0,0,0,0,14.399999999999999,3.5000000000000004,0,1587.9096488247728,1619.4353357598943
401430484,2022,101.75806434184665,0,0,0,0,2.8000000000000007,5.4,0,1440.8059136624634,1339.0478493206167
401391650,2022,97.1133026205548,0,0,0,0,4.800000000000001,5.999999999999999,0,1423.8441234273205,1326.7308208067657
401391651,2022,185.2570180536659,0,0,0,0,11.399999999999999,11.3,0,1632.8632004024798,1447.606182348814
401391652,2022,-37.34170283250478,-1,0,0,0,-1.1999999999999993,-4.2,0,1570.4098362764123,1607.751539108917
401391653,2022,-27.117931270970757,-1,0,0,0,-1.0,-5.5,0,1572.4755142047793,1599.59344547575
401391654,2022,-272.55438524029046,-2,0,0,0,-7.6,-21.1,0,1376.952838556371,1649.5072237966615
401391655,2022,106.44059904742471,-1,0,0,0,6.3999999999999995,2.2,1,1453.1229421763144,1346.6823431288897
401391656,2022,-164.6557293858766,0,0,0,0,-16.6,-9.5,1,1313.4417337254383,1478.097463111315
401391657,2022,41.342035999579366,0,0,0,0,-6.199999999999999,1.8,1,1640.1645736557182,1598.8225376561388
401391658,2022,136.1132115157427,0,0,0,0,-4.2,7.8,1,1573.2464220243905,1437.1332105086478
401391659,2022,-182.4156462242645,0,0,0,0,-4.6,-6.300000000000001,2,1473.3930395207883,1655.8086857450528
401391660,2022,-241.11786704483234,0,0,0,0,-5.3999999999999995,-13.1,3,1295.8687259674177,1536.98659301225
401391661,2022,-120.41690920506653,1,0,0,0,-15.2,-4.3,2,1375.253561664269,1495.6704708693355
401391662,2022,210.22904409806756,1,0,0,0,12.4,14.7,1,1602.3719196399788,1392.1428755419113
401391663,2022,-45.181623837193,2,0,0,0,-11.4,-2.6,1,1537.9968017296112,1583.1784255668042
401391664,2022,81.28318599595241,-3,0,0,0,8.2,2.3000000000000003,2,1505.8349096368875,1424.551723640935
401391665,2022,-236.07599816053676,-1,0,0,0,-8.6,-1.5,3,1387.290817468417,1623.3668156289536
401391666,2022,60.42457812866314,-1,0,0,0,-1.8000000000000007,-1.299999999999999,2,1382.2776191446032,1321.85304101594
401391667,2022,-8.7730979632247,0,0,0,0,6.2,-1.4,2,1556.2010646665954,1564.97416262982
401391668,2022,150.6839717459336,4,0,0,0,-1.2000000000000002,7.999999999999999,2,1634.3171868111212,1483.6332150651876
401391669,2022,-101.23489807355918,1,0,0,0,-22.799999999999997,-10.5,2,1511.0022779637277,1612.2371760372869
401391670,2022,-96.92680646725103,0,0,0,0,-5.2,-5.3,3,1356.9709659935818,1453.8977724608328
401391671,2022,-22.956858220809636,0,0,0,0,5.2,-3.500000000000001,4,1347.1596941669616,1370.1165523877712
401391672,2022,-310.9451413933343,-1,0,0,0,-13.2,-16.6,3,1334.33349953927,1645.2786409326043
401391673,2022,-67.06433129052903,0,0,0,0,1.1999999999999997,-2.5,5,1325.1059576321018,1392.1702889226308
401391674,2022,0.0463780981549462,-2,0,0,0,-3.8,-1.0,4,1476.5352389151446,1476.4888608169897
401391675,2022,54.70220430176937,1,0,0,0,14.2,3.4,3,1640.5410807095993,1585.83887640783
401391676,2022,-23.36305575234769,0,0,0,0,7.4,0.3,4,1472.6717609437046,1496.0348166960523
401391677,2022,-91.8682864163768,0,0,0,0,-18.0,-10.8,3,1535.3363508885855,1627.2046373049623
401391678,2022,144.0492912806967,0,0,0,0,18.6,2.6,6,1655.782949619032,1511.7336583383353
401391679,2022,127.58844652002199,0,0,0,0,-3.6,-2.7,4,1570.5970074983973,1443.0085609783753
401391680,2022,365.1250772143087,0,0,0,0,14.8,18.8,4,1657.8993349144528,1292.774257700144
401391681,2022,-85.51354989917058,0,0,0,0,-6.6000000000000005,-4.1,5,1424.5019888545885,1510.015538753759
401391682,2022,92.62281995282092,-1,0,0,0,-1.0,1.1,5,1549.5957392542425,1456.9729193014216
401391683,2022,126.4514252222923,0,0,0,0,10.8,10.399999999999999,5,1663.4087106603786,1536.9572854380863
401391684,2022,-27.45961425830251,0,0,0,0,6.0,2.6999999999999997,6,1476.6482830386863,1504.1078972969888
401391685,2022,-370.61004286908224,0,0,0,0,-18.4,-17.0,5,1290.0317748727573,1660.6418177418395
401391686,2022,-85.34051214310057,-2,0,0,0,1.0,-4.0,4,1527.6047367962046,1612.9452489393052
401391687,2022,226.38219295260024,-1,0,0,0,12.6,8.3,6,1676.4090823106012,1450.026889358001
401391688,2022,169.2294428823168,-1,0,0,0,9.0,7.199999999999999,6,1669.3960769859743,1500.1666341036575
401391689,2022,98.07490581177103,-2,0,0,0,3.0,6.0,7,1504.987696623914,1406.912790812143
401391690,2022,354.2847734829734,0,0,0,0,17.8,19.1,5,1635.5622891115959,1281.2775156286225
401391691,2022,158.87674067459602,-4,0,0,0,9.0,3.6000000000000005,5,1480.5895462320175,1321.7128055574215
401391692,2022,-82.58012226312007,-2,0,0,0,-7.199999999999999,8.1,6,1441.3767915247436,1523.9569137878636
401391693,2022,105.47069130224486,0,0,0,0,7.800000000000001,5.2,7,1637.5167011959384,1532.0460098936935
401391694,2022,-180.39914176557386,1,0,0,0,-3.6000000000000014,-6.000000000000001,8,1279.007156750468,1459.406298516042
401391695,2022,241.9134071210749,4,0,0,0,10.399999999999999,10.3,6,1556.5417691976631,1314.6283620765882
401391696,2022,-47.22653215410833,-1,0,0,0,-8.200000000000001,-0.7000000000000011,6,1637.8326479897503,1685.0591801438586
401391697,2022,134.01076590420143,-2,0,0,0,11.399999999999999,5.300000000000001,8,1653.8719908623798,1519.8612249581784
401391698,2022,-113.88814431868673,1,0,0,0,4.4,2.4000000000000004,7,1392.0392624778785,1505.9274067965653
401391699,2022,252.30310008445417,0,0,0,0,9.2,8.399999999999999,7,1561.7366156793528,1309.4335155948986
401391700,2022,50.22161569336822,3,0,0,0,3.4,-2.9,9,1487.6739897128507,1437.4523740194825
401391701,2022,-209.8555082079738,1,0,0,0,-15.399999999999999,-12.0,9,1300.9610812470276,1510.8165894550013
401391702,2022,145.4963232698085,1,0,0,0,16.400000000000002,18.0,7,1615.4164355256275,1469.920112255819
401391703,2022,44.558766242424554,0,0,0,0,2.1999999999999993,-0.09999999999999964,9,1707.4753926079813,1662.9166263655568
401391704,2022,-64.15095963595877,-3,0,0,0,-3.1999999999999997,-2.7,9,1451.5397605912933,1515.690720227252
401391705,2022,-45.540046122415106,0,0,0,0,9.0,3.7,9,1428.0465570186248,1473.5866031410399
401391706,2022,16.291724115520992,2,-1,0,1,-7.799999999999999,-4.0,8,1301.6859705132506,1285.3942463977296
401391707,2022,71.84581915152785,0,0,0,0,4.800000000000001,0.8000000000000007,10,1721.118919062533,1649.2730999110051
401391708,2022,206.24689502079127,1,0,0,0,15.8,17.4,9,1526.3834243042993,1320.136529283508
401391709,2022,-173.26924400622056,-1,0,0,0,5.0,-7.1000000000000005,8,1447.5412741437171,1620.8105181499377
401391710,2022,-212.19738237336674,2,-1,0,1,-19.0,-17.9,9,1464.5260296315087,1676.7234120048754
401391711,2022,64.20375747328444,2,0,0,0,7.8,2.8,8,1569.4841607610008,1505.2804032877164
401391712,2022,-110.06998492955245,-2,0,0,0,-0.39999999999999947,-3.3999999999999995,10,1344.021901086395,1454.0918860159475
401391713,2022,165.04541301065,-2,0,0,0,9.8,8.8,11,1431.9891006381222,1266.9436876274722
401391714,2022,133.86463915412037,0,0,0,0,1.4,0.1999999999999993,9,1636.3626916555327,1502.4980525014123
401391715,2022,150.60877953668796,1,0,0,0,9.6,8.2,11,1693.6686069686627,1543.0598274319748
401391716,2022,-7.092960727361742,-3,0,0,0,-7.000000000000001,-3.5000000000000004,10,1454.8571168034673,1461.950077530829
401391717,2022,-154.6875882161744,0,0,0,0,-2.8000000000000007,-9.9,9,1531.7047366167424,1686.3923248329168
401391718,2022,-147.5559656567225,0,0,0,0,-3.1999999999999997,-7.3,11,1325.27891072281,1472.8348763795325
401391719,2022,75.73462959506696,0,0,0,0,0.3999999999999999,-1.0,10,1515.8510656064605,1440.1164360113935
401391720,2022,443.4296435889978,0,0,0,0,10.4,18.6,13,1702.2459958431987,1258.8163522542009
401391721,2022,-152.8348161059091,0,0,0,0,-1.4,-2.6000000000000005,10,1493.012964025518,1645.847780131427
401391722,2022,71.49636374133752,0,0,0,0,3.5999999999999996,3.1999999999999993,11,1704.5128960062311,1633.0165322648936
401391723,2022,-103.37553253203009,-1,0,0,0,-9.2,-5.299999999999999,12,1256.5494520911684,1359.9249846231985
401391724,2022,5.943920841870749,2,0,0,0,-8.2,1.7,11,1535.6773985003583,1529.7334776584876
401391725,2022,-67.65540941290737,1,0,0,0,-1.8000000000000003,-6.2,13,1438.188802479144,1505.8442118920514
401391726,2022,44.58781541961093,2,0,0,0,-11.2,-5.300000000000001,11,1470.8218393789773,1426.2340239593664
401391727,2022,-255.06568094496015,0,0,0,0,-9.0,-14.6,12,1445.985354955319,1701.0510359002792
401391728,2022,-269.3323194182799,0,0,0,0,4.199999999999999,-6.9,12,1384.920664314022,1654.2529837323018
401391729,2022,-10.632414557358516,0,0,0,0,-8.6,-0.4,12,1527.3892308007437,1538.0216453581022
401391730,2022,57.96470588858301,0,0,0,0,8.6,10.9,12,1535.6074567590251,1477.6427508704421
401391731,2022,176.87178521182523,0,0,0,0,5.6000000000000005,6.4,14,1408.4255576121702,1231.553772400345
401391732,2022,-1.7263718113799769,0,0,0,0,-2.8000000000000003,8.0,13,1505.7619179090436,1507.4882897204236
401391733,2022,-173.86157245632808,0,0,0,0,-6.999999999999999,-9.0,13,1384.9526296630434,1558.8142021193714
401391734,2022,-208.77368279225084,-1,0,0,0,-5.6000000000000005,-13.0,14,1506.5966740394745,1715.3703568317253
401391735,2022,263.8633320709214,0,0,0,0,7.6,5.3,14,1683.276444538823,1419.4131124679016
401391736,2022,-230.328200537175,2,-1,0,1,-9.399999999999999,-2.5,14,1255.0267003494719,1485.3549008866469
401391737,2022,-148.06560983088798,2,0,0,0,1.7999999999999998,-6.1,14,1379.8296969119324,1527.8953067428204
401391738,2022,122.24541092252821,-1,0,0,0,5.199999999999999,2.8000000000000007,14,1688.8169707277773,1566.571559805249
401391739,2022,-6.790825549285955,0,0,0,0,-3.2,4.3999999999999995,15,1493.1989431602328,1499.9897687095188
401391740,2022,245.4713648554441,3,0,0,0,9.4,2.1999999999999997,13,1659.3439511343913,1413.8725862789472
401391741,2022,-146.2215152829765,1,0,0,0,5.4,-1.9000000000000001,15,1409.5221786623802,1555.7436939453567
401391742,2022,-423.4655684624447,2,0,0,0,-14.0,-13.5,14,1240.3918325266,1663.8574009890447
401391743,2022,-201.44201159529712,1,0,0,0,-5.999999999999999,-6.1000000000000005,17,1498.2028249923726,1699.6448365876697
401391744,2022,75.27271852474746,-5,0,0,0,2.0,6.3999999999999995,13,1506.9387525486204,1431.666034023873
401391745,2022,351.57281573380124,-1,0,0,0,13.4,16.6,15,1728.768087710967,1377.1952719771657
401391746,2022,-110.58494529412451,2,0,0,0,-5.0,-0.9000000000000001,16,1409.3591364242939,1519.9440817184184
401391747,2022,82.4963341287546,0,0,0,0,3.4,6.800000000000001,15,1729.66005602237,1647.1637218936155
401391748,2022,109.94665565536866,2,0,0,0,8.799999999999999,2.4999999999999996,16,1486.2499593211312,1376.3033036657625
401391749,2022,-107.3606820391883,0,0,0,0,-10.4,-7.9,14,1418.660704854075,1526.0213868932633
401391750,2022,280.4474573926825,0,0,0,0,-0.5999999999999996,4.4,16,1671.826274686779,1391.3788172940965
401391751,2022,243.6349924137362,-2,0,0,0,7.4,4.800000000000001,18,1500.7205040357653,1257.0855116220291
401391752,2022,-37.162005204862226,0,0,0,0,0.5999999999999996,1.1999999999999997,17,1412.6956288910158,1449.857634095878
401391753,2022,59.56961043552997,2,0,0,0,0.6,1.1999999999999997,16,1573.8870553136403,1514.3174448781103
401391754,2022,-247.59723041285042,0,0,0,0,-9.8,-8.9,15,1430.364646869228,1677.9618772820784
401391755,2022,12.631980202325622,1,0,0,0,-9.399999999999999,-2.9,17,1428.582714106947,1415.9507339046213
401391756,2022,80.6564482315157,0,0,0,0,12.6,5.5,18,1508.4409855434512,1427.7845373119355
401391757,2022,175.57127492088307,0,0,0,0,14.8,11.8,16,1589.6393318560768,1414.0680569351937
401391758,2022,200.29673229823334,2,0,0,0,5.0,8.4,17,1698.8619006339072,1498.565168335674
401391759,2022,-249.69586162896758,-2,0,0,0,-7.199999999999999,-4.1000000000000005,18,1397.5584964472866,1647.2543580762542
401391760,2022,259.48974154115444,0,0,0,0,3.9999999999999996,8.1,17,1694.2584672161126,1434.7687256749582
401391761,2022,211.58268789304316,-2,0,0,0,8.200000000000001,8.5,19,1460.9477180073864,1249.3650301143432
401391762,2022,-242.52212533745023,0,0,0,0,-11.2,-10.1,17,1446.0858994847063,1688.6080248221565
401391763,2022,123.88043691769394,1,0,0,0,3.6000000000000005,4.2,19,1508.8190441474246,1384.9386072297307
401391764,2022,-43.48963325404861,-1,0,0,0,-1.2000000000000002,-4.4,20,1431.7881715939518,1475.2778048480004
401391765,2022,37.36477400330887,0,0,0,0,3.2,0.40000000000000036,18,1697.239021297119,1659.8742472938102
401391766,2022,225.8323443660977,0,0,0,0,7.6,11.799999999999999,20,1468.0725462439136,1242.240201877816
401391767,2022,-141.1992200437462,2,0,0,0,0.19999999999999996,-3.6,18,1557.6214893065642,1698.8207093503104
401391768,2022,74.76613459024884,4,0,0,0,11.8,12.8,18,1446.9749515642816,1372.2088169740327
401391769,2022,9.74934321714045,-1,0,0,0,4.199999999999999,3.1000000000000005,18,1445.6225581736928,1435.8732149565524
401391770,2022,-209.97983965373282,1,0,0,0,12.4,-0.5,20,1461.4434182682594,1671.4232579219922
401391771,2022,350.7424078992317,0,0,0,0,16.8,14.8,19,1585.0189407348823,1234.2765328356506
401391772,2022,235.27219701977128,0,0,0,0,4.3999999999999995,4.0,19,1711.3084123058502,1476.036215286079
401391773,2022,124.25602188195649,-1,0,0,0,-1.8000000000000003,1.3999999999999995,21,1645.804856285079,1521.5488344031226
401391774,2022,-183.5496064621973,1,0,0,0,-13.2,-9.9,20,1405.132496877958,1588.6821033401552
401391775,2022,-233.58680503341543,0,0,0,0,10.4,-1.5999999999999999,21,1449.639935578418,1683.2267406118335
401391776,2022,48.26819993657273,-1,0,0,0,-3.8000000000000003,-7.699999999999999,19,1462.3194715969291,1414.0512716603564
401391777,2022,7.87786134030398,-1,1,1,0,-3.8000000000000003,-3.5,20,1476.972816352879,1469.094955012575
401391778,2022,-324.71771316184663,2,0,0,0,-18.2,-14.8,21,1230.6133702303778,1555.3310833922244
401391779,2022,-231.3696418059792,2,0,0,0,-3.8000000000000003,-6.4,22,1419.176301533316,1650.5459433392953
401391780,2022,-222.7584514325972,-1,0,0,0,0.5999999999999996,-1.6000000000000005,20,1495.491221146757,1718.2496725793542
401391781,2022,-78.3242305230176,0,0,0,0,-3.4000000000000004,-6.7,22,1438.4835168258887,1516.8077473489063
401391782,2022,237.977528139088,0,0,0,0,-3.2,-2.9000000000000004,20,1637.3754550434946,1399.3979269044066
401391783,2022,-480.6365420962218,1,-1,0,1,-28.799999999999997,-20.299999999999997,21,1219.5278737838537,1700.1644158800755
401391784,2022,24.992144417968575,2,-1,0,1,4.2,-4.8,21,1459.0660937677578,1434.0739493497892
401391785,2022,-79.41490224105246,1,0,0,0,-0.6000000000000005,-7.7,21,1487.001677597696,1566.4165798387485
401455978,2022,3.549970984963011,0,0,0,0,3.0,3.0,0,1503.549970984963,1500.0
401391786,2022,150.8847794454955,-2,0,0,0,16.2,9.0,23,1602.8440120245277,1451.9592325790322
401391787,2022,-177.9759506337225,-1,0,0,0,7.0,3.8000000000000003,22,1424.7234819643895,1602.699432598112
401391788,2022,295.2895927098689,-1,0,0,0,11.2,12.2,22,1703.694207698302,1408.4046149884332
401391789,2022,45.15991669287814,1,0,0,0,7.199999999999999,6.0,24,1513.5764778460357,1468.4165611531575
401391790,2022,-96.3124037744451,-1,0,0,0,-8.8,-8.7,22,1450.5742454119168,1546.8866491863619
401391791,2022,-401.764930327952,-1,0,0,0,-14.0,-14.799999999999999,23,1215.998081965627,1617.763012293579
