game_id,season,o_elo,o_rest,o_b2b,o_b2bh,o_b2ba,o_form5,o_form10,o_gp,o_eloh,o_eloa
401104956,2019,-0.7534958609855948,0,0,0,0,-11.8,-4.6,7,1505.9717218488447,1506.7252177098303
401104957,2019,-7.398080533261918,-1,0,0,0,-6.4,-5.333333333333333,9,1530.9434715303496,1538.3415520636115
401104958,2019,-134.04948469552141,0,0,0,0,-16.0,-8.61111111111111,9,1389.5125793723696,1523.562064067891
401104959,2019,-61.91379197474362,0,0,0,0,-5.6000000000000005,-2.45,8,1444.0618337468381,1505.9756257215818
401104960,2019,-54.18813936736683,-1,0,0,0,-3.8000000000000003,-5.111111111111111,8,1429.344073931197,1483.5322132985639
401104961,2019,-50.151240561496934,2,0,0,0,-0.7999999999999989,-1.1500000000000004,8,1527.8975531383276,1578.0487936998245
401104962,2019,232.1577369887093,3,0,0,0,18.8,13.3,10,1648.686075032113,1416.5283380434037
401104963,2019,32.355848596700525,0,0,0,0,6.2,-3.2888888888888888,9,1528.9021539935575,1496.546305396857
401104964,2019,24.089877378811707,2,0,0,0,3.4000000000000004,2.1,10,1515.3261072729483,1491.2362298941366
401104965,2019,63.66408094548501,3,0,0,0,0.8000000000000003,8.2,11,1484.7993864203474,1421.1353054748624
401104966,2019,39.13903331886263,0,0,0,0,9.6,8.344444444444445,9,1493.8552670837228,1454.7162337648601
401104967,2019,-201.53604524699767,-1,0,0,0,-20.8,-18.7,11,1410.5550345074316,1612.0910797544293
401104968,2019,-151.72505697376346,0,0,0,0,-4.2,-11.2,10,1502.9343215943215,1654.659378568085
401104969,2019,-11.84807235403241,1,0,0,0,0.40000000000000036,0.7555555555555555,9,1458.1600534649006,1470.008125818933
401104970,2019,14.040073552059084,0,0,0,0,2.5999999999999996,1.6999999999999997,12,1536.554211348152,1522.5141377960929
401104971,2019,13.205016782275834,-1,0,0,0,0.19999999999999996,-1.5999999999999999,12,1511.1580755566838,1497.953058774408
401104972,2019,-35.34274795028318,1,0,0,0,1.6,3.1000000000000005,10,1512.5675256372779,1547.910273587561
401104973,2019,-92.65975702814649,0,0,0,0,-5.0,-11.8,11,1537.2534622274002,1629.9132192555467
401104974,2019,-184.33626272370134,1,0,0,0,-7.800000000000001,-9.0,11,1436.003975211305,1620.3402379350064
401104975,2019,-75.0709274326257,2,0,0,0,-17.8,-11.600000000000001,11,1451.254356030953,1526.3252834635787
401104976,2019,-36.569607648206556,4,0,0,0,-8.8,-1.2999999999999998,12,1407.981633120802,1444.5512407690085
401104977,2019,-14.758512298839378,2,0,0,0,-1.0000000000000004,-2.9000000000000004,10,1476.9138232528805,1491.67233555172
401104978,2019,16.821461034502818,1,0,0,0,-1.4,2.5,12,1534.1525157612602,1517.3310547267574
401104979,2019,38.04265437888648,0,0,0,0,12.6,10.2,13,1649.8356267561894,1611.792972377303
401104980,2019,34.22374853075553,1,-1,0,1,5.0,6.1,12,1501.0961806221508,1466.8724320913952
401104981,2019,-21.200743000419152,5,0,0,0,2.5999999999999996,-4.1000000000000005,12,1392.7328950063143,1413.9336380067334
401104982,2019,-78.83956289629486,-3,0,0,0,1.7999999999999998,-4.6,13,1438.599235883077,1517.4387987793718
401104983,2019,-31.176529176806753,1,0,0,0,-12.8,-4.9,13,1476.4834588723809,1507.6599880491876
401104984,2019,42.10985572562481,0,0,0,0,3.6,1.7999999999999998,11,1543.82358243883,1501.7137267132052
401104985,2019,32.486751026889806,1,0,0,0,3.1999999999999997,5.3,13,1512.7229232790758,1480.236172252186
401104986,2019,143.1171331532571,0,0,0,0,8.6,9.3,13,1503.6294413585977,1360.5123082053406
401104987,2019,83.74633961943005,0,0,0,0,3.3999999999999995,4.1,16,1529.9005644271372,1446.1542248077071
401104988,2019,-2.837096130619102,-1,0,0,0,5.6,1.3000000000000003,14,1452.4085933038511,1455.2456894344703
401104989,2019,60.19749228914361,3,0,0,0,0.2,1.4000000000000001,12,1515.636744724898,1455.4392524357545
401104990,2019,171.48231407276057,-1,0,0,0,9.8,13.1,14,1520.61553679909,1349.1332227263294
401104992,2019,72.62300596244563,3,0,0,0,-12.0,-0.5,15,1587.6315328000544,1515.0085268376088
401104993,2019,-50.72190564206903,-3,0,0,0,-1.9999999999999996,-6.1,14,1476.3636626115904,1527.0855682536594
401104994,2019,-170.08979166405538,0,0,0,0,-28.400000000000002,-17.400000000000002,14,1503.9072746693826,1673.997066333438
401104995,2019,49.305716022524166,3,0,0,0,2.0,4.8999999999999995,15,1465.8735272776023,1416.5678112550781
401104996,2019,109.46940581891386,0,0,0,0,12.6,9.600000000000001,13,1494.7123345490622,1385.2429287301484
401104997,2019,-137.7528476653565,0,0,0,0,-10.2,-4.6,15,1400.9638411245558,1538.7166887899123
401104998,2019,-189.1580377437699,-1,0,0,0,3.0,-6.800000000000001,16,1380.1552591386176,1569.3132968823875
401104999,2019,139.3876480723152,0,0,0,0,8.0,12.5,14,1639.1876522129082,1499.800004140593
401105000,2019,-73.40587620824931,2,0,0,0,-10.4,-8.4,15,1491.0864714832433,1564.4923476914926
401105001,2019,-51.849265347151004,-1,0,0,0,-12.2,-1.2,16,1481.4774974081247,1533.3267627552757
401105002,2019,-32.6039360674597,-1,0,0,0,-9.2,-1.9,16,1477.002662723176,1509.6065987906356
401105003,2019,-143.34285228737554,0,0,0,0,-8.600000000000001,-6.5,17,1397.381121193726,1540.7239734811014
401105004,2019,7.232931470121002,0,0,0,0,-22.6,-4.9,15,1552.0874348272791,1544.8545033571581
401105005,2019,35.12340350854174,-3,0,0,0,-3.0,4.3,17,1474.080286682299,1438.9568831737572
401105006,2019,54.431899671438714,4,0,0,0,0.6000000000000001,1.5999999999999999,17,1484.505830795271,1430.0739311238324
401105007,2019,15.55699654478326,0,0,0,0,-2.0,1.5999999999999996,16,1594.1331529963431,1578.5761564515599
401105008,2019,-109.99956356462985,0,0,0,0,-9.2,-3.8,17,1421.2383235710201,1531.23788713565
401105009,2019,-116.8259267729768,0,0,0,0,3.8,-1.5999999999999999,19,1455.3713743781616,1572.1973011511384
401105010,2019,-78.43255796300787,0,0,0,0,-5.0,-2.6999999999999997,18,1413.9626900598957,1492.3952480229036
401105011,2019,-7.877865929491691,0,0,0,0,0.6000000000000001,0.8,16,1516.8667711038072,1524.7446370332989
401105012,2019,79.97515002605519,0,0,0,0,6.0,8.6,19,1500.6170718592077,1420.6419218331525
401105013,2019,111.38094927279167,0,0,0,0,3.0,4.0,19,1516.465230894437,1405.0842816216452
401105014,2019,114.52852489030897,0,0,0,0,7.4,3.9000000000000004,17,1504.4212320786714,1389.8927071883625
401105015,2019,24.347652723500914,0,0,0,0,3.6000000000000005,0.7999999999999998,19,1537.1901760584346,1512.8425233349337
401105016,2019,165.60013789397726,3,-1,0,1,14.0,5.0,18,1547.391929085025,1381.7917911910477
401105017,2019,-142.41410021764796,-1,0,0,0,-2.5999999999999996,-10.3,17,1432.156202974061,1574.570303191709
401105018,2019,193.50924213829103,3,0,0,0,-4.6000000000000005,3.3999999999999995,20,1595.412472555239,1401.903230416948
401105019,2019,-54.65429626423111,-4,0,0,0,-6.0,0.09999999999999964,17,1543.484709991963,1598.139006256194
401105020,2019,-145.28210581642702,4,0,0,0,-14.600000000000001,-4.3,19,1408.4164703574265,1553.6985761738536
401105021,2019,-137.03700397376724,-1,0,0,0,-4.800000000000001,-6.8,18,1375.485144102219,1512.5221480759863
401105022,2019,199.6750779733145,0,0,0,0,6.2,14.3,18,1591.1971315102862,1391.5220535369717
401105023,2019,104.11690744365046,2,0,0,0,9.4,5.0,20,1519.6462820991342,1415.5293746554837
401105024,2019,78.88399064864439,-2,0,0,0,9.0,1.5,18,1585.4319800500498,1506.5479894014054
401105025,2019,-151.49779267729537,-1,0,0,0,-11.0,-9.8,20,1381.5678502662176,1533.065642943513
401105026,2019,38.80071034580783,-2,0,0,0,2.999999999999999,3.8000000000000003,19,1594.992446543915,1556.1917361981073
401105027,2019,120.56312512381123,1,0,0,0,8.200000000000001,8.8,19,1525.6573233857403,1405.094198261929
401105028,2019,176.74424584744816,1,0,0,0,19.799999999999997,6.0,21,1605.7936494352152,1429.049403587767
401105029,2019,-104.16381187350021,0,0,0,0,0.0,-8.8,19,1496.98752290754,1601.1513347810403
401151757,2019,0.0,0,0,0,0,0.0,0.0,0,1500.0,1500.0
401105030,2019,82.62958441636283,-1,0,0,0,5.3999999999999995,0.3,21,1612.7110429090517,1530.0814584926889
401105031,2019,82.78418748732315,-1,0,0,0,3.4000000000000004,4.4,20,1621.3757551392814,1538.5915676519583
401105032,2019,251.03761473380132,0,0,0,0,12.8,11.899999999999999,20,1613.3875835262663,1362.349968792465
401105033,2019,30.39301900827695,0,0,0,0,4.6,0.7000000000000002,23,1392.159953995711,1361.766934987434
401105034,2019,94.52765077263234,0,0,0,0,12.4,-1.4000000000000001,21,1622.9187265912096,1528.3910758185773
401105035,2019,-67.6520569109125,-5,0,0,0,0.6000000000000014,-4.1,23,1354.479953203018,1422.1320101139306
401105036,2019,-68.39104089341663,5,0,0,0,-6.4,-3.5999999999999996,21,1552.8665582222966,1621.2575991157132
401105037,2019,-93.77964775690634,4,0,0,0,-5.0,-6.6,21,1537.796599215756,1631.5762469726624
401105038,2019,-165.35164626013284,-1,0,0,0,-20.2,-6.2,22,1354.522128550398,1519.873774810531
401105039,2019,-77.35834211655197,-4,0,0,0,-5.200000000000001,-6.4,22,1399.404760432747,1476.763102549299
401105040,2019,-215.1703258000141,0,0,0,0,-13.2,-16.2,22,1384.9604013010228,1600.1307271010369
401105041,2019,-240.9315638247922,0,0,0,0,-22.2,-8.6,24,1391.651562015926,1632.5831258407181
401105042,2019,65.25320573010481,1,0,0,0,7.8,8.4,22,1573.993430236973,1508.7402245068681
401105043,2019,-141.9059451124815,1,0,0,0,-10.8,-6.7,22,1518.7266765690688,1660.6326216815503
401156333,2019,-14.51103787898387,1,-1,0,1,2.0,4.8,23,1610.756252912242,1625.2672907912258
401105044,2019,-116.35534472556878,0,0,0,0,-12.200000000000001,-7.0,23,1335.7771978896355,1452.1325426152043
401105045,2019,161.62421600704897,1,0,0,0,14.8,9.5,23,1538.6187054712934,1376.9944894642445
401105046,2019,240.4137285729023,-2,0,0,0,12.4,6.0,24,1664.449048939744,1424.0353203668417
401105047,2019,32.36502557319773,0,0,0,0,-0.6000000000000005,3.6000000000000005,23,1586.457033032591,1554.0920074593932
401105048,2019,121.94174622143237,-1,0,0,0,-1.6000000000000005,3.0,25,1496.27662171125,1374.3348754898177
401105049,2019,-170.14195999743242,-2,0,0,0,-16.4,-3.4000000000000004,24,1477.0982383949672,1647.2401983923996
401105050,2019,24.68744862796052,2,0,0,0,-1.4,0.5,24,1571.5744947637238,1546.8870461357633
401105051,2019,106.93390485767827,-2,0,0,0,8.8,6.0,26,1417.745406967551,1310.8115021098727
401105052,2019,175.2676815588593,0,0,0,0,9.4,7.300000000000001,24,1538.4095978393316,1363.1419162804723
401105053,2019,-138.7434321208209,1,0,0,0,-3.8000000000000007,-9.299999999999999,26,1368.7261487997746,1507.4695809205955
401105054,2019,151.52771688009852,1,0,0,0,4.6000000000000005,4.0,25,1670.7389623390347,1519.2112454589362
401105055,2019,38.148235081342364,1,0,0,0,1.3999999999999995,-1.0,24,1602.1394426526526,1563.9912075713103
401105056,2019,-50.656858000253806,0,0,0,0,-1.0,-3.0,25,1554.4703333281768,1605.1271913284306
401105057,2019,-160.96494655601032,0,0,0,0,-15.0,-11.399999999999999,26,1346.2442139965945,1507.2091605526048
401105058,2019,271.9124655313469,-1,0,0,0,4.0,13.100000000000001,26,1574.326446280712,1302.413980749365
401105059,2019,152.78953152159056,0,0,0,0,16.400000000000002,10.1,26,1682.7410472453662,1529.9515157237756
401105060,2019,-227.64790978989276,1,0,0,0,-12.799999999999999,-10.1,25,1383.338825801656,1610.9867355915487
401105061,2019,-67.0583900577476,1,0,0,0,1.8,-5.3,25,1518.212688318148,1585.2710783758955
401105062,2019,89.52655610914394,0,0,0,0,3.6,6.8,28,1606.7135693238686,1517.1870132147246
401105063,2019,-30.293279108643674,3,0,0,0,-1.5999999999999996,0.3000000000000007,26,1555.1439146324142,1585.4371937410579
401105064,2019,83.7153911415678,-1,0,0,0,18.6,9.6,28,1408.8883676521468,1325.172976510579
401105065,2019,-167.22515171579698,1,0,0,0,-8.6,-13.0,27,1528.2803980386202,1695.5055497544172
401105066,2019,197.5897320072238,-1,0,0,0,6.8,11.700000000000001,26,1496.7701973701749,1299.180465362951
401105067,2019,191.19092789014667,0,0,0,0,-3.0,6.9,29,1610.236543077785,1419.0456151876383
401105068,2019,284.44549325488265,-5,0,0,0,22.8,19.2,28,1710.5884215829412,1426.1429283280586
401105069,2019,-2.2990092256707158,-3,0,0,0,9.2,3.2,27,1575.2609524414552,1577.559961667126
401105070,2019,188.63539274892082,0,0,0,0,14.2,13.6,27,1503.6511217240084,1315.0157289750875
401105071,2019,0.46651325071206884,0,0,0,0,-9.0,-3.7,28,1513.6640394608082,1513.1975262100962
401105072,2019,-250.29012161135824,2,0,0,0,-10.0,-14.700000000000001,28,1292.2995410091175,1542.5896626204758
401105073,2019,110.29999088029149,0,0,0,0,3.6000000000000005,1.5,29,1419.2250701637981,1308.9250792835066
401105074,2019,100.48948007251602,0,0,0,0,0.0,1.9999999999999996,28,1610.2312514881053,1509.7417714155893
401105075,2019,68.49627434138438,2,0,0,0,-1.0,3.9,27,1565.3201559320169,1496.8238815906325
401105076,2019,71.77850650555024,-2,0,0,0,-5.0,2.2,30,1483.4170250034974,1411.6385184979472
401105077,2019,186.34556269102382,0,0,0,0,9.8,12.1,28,1578.727012519152,1392.381449828128
401105078,2019,-1.2429307635113673,2,0,0,0,-10.2,-0.5,29,1617.643639767476,1618.8865705309875
401105079,2019,51.6205358448608,0,0,0,0,0.1999999999999993,3.5,30,1335.7686996191767,1284.148163774316
401105080,2019,-166.76523989192424,-2,0,0,0,-22.4,-13.0,29,1550.7410398552774,1717.5062797472017
401105081,2019,374.64900172979856,0,0,0,0,23.2,23.200000000000003,30,1692.6062205672874,1317.9572188374889
401105082,2019,94.06910538591364,1,0,0,0,1.5999999999999996,4.800000000000001,31,1396.0287499419173,1301.9596445560037
401105083,2019,-39.82344380147015,1,0,0,0,3.2,4.699999999999999,29,1589.8952435424353,1629.7186873439055
401105084,2019,-74.55464666248463,3,0,0,0,-0.6,-1.2,29,1501.086452372707,1575.6410990351917
401105085,2019,-107.78472939503081,1,0,0,0,-4.199999999999999,-1.2,30,1499.0267935595273,1606.811522954558
401105086,2019,148.8244652754272,4,0,0,0,18.2,8.0,30,1530.037684080272,1381.2132188048447
401105087,2019,-159.73759221013165,0,0,0,0,-12.600000000000001,-6.2,31,1414.1131047414176,1573.8506969515493
401105088,2019,-164.70350631714564,0,0,0,0,-6.6,-10.7,30,1314.1214585163718,1478.8249648335175
401105089,2019,84.25718815638697,0,0,0,0,11.599999999999998,8.100000000000001,30,1696.4419808884045,1612.1847927320175
401105090,2019,-65.91496701184519,0,0,0,0,-0.3999999999999999,1.3000000000000003,31,1531.987619562536,1597.9025865743813
401105091,2019,-110.29134001062425,0,0,0,0,-5.2,-4.3,31,1497.137798143699,1607.4291381543233
401105092,2019,-147.57086038687044,0,0,0,0,-14.0,-10.6,31,1446.90426306447,1594.4751234513403
401105093,2019,202.7443145448483,-2,0,0,0,2.8,6.8,32,1576.9547218828109,1374.2104073379626
401105094,2019,-174.38364549699395,2,0,0,0,-5.0,-6.7,31,1323.7779871599585,1498.1616326569524
401105095,2019,-339.624934179634,0,0,0,0,-13.4,-11.6,33,1294.784790692937,1634.409724872571
401105096,2019,-313.39981045061313,-2,0,0,0,-23.2,-17.4,32,1400.7518397184685,1714.1516501690817
401105097,2019,-66.03125411410133,2,0,0,0,-10.0,-7.0,32,1541.059538628497,1607.0907927425983
401105098,2019,37.59982024098281,0,0,0,0,-1.4000000000000001,-1.2999999999999998,32,1550.413289502305,1512.813469261322
401105099,2019,118.64689048089463,2,0,0,0,9.2,11.399999999999999,33,1552.9354842541065,1434.288593773212
401105100,2019,161.03106086986259,2,0,0,0,-7.4,-1.5999999999999996,32,1470.1572114254514,1309.1261505555888
401105101,2019,-434.5080009682979,1,0,0,0,-29.0,-29.799999999999997,33,1286.9244031976239,1721.4324041659218
401105102,2019,10.930635367537434,0,0,0,0,-3.2,0.8999999999999999,33,1491.4978027850807,1480.5671674175433
401105103,2019,289.81527520402733,1,0,0,0,7.0,8.8,33,1588.5314697675242,1298.7161945634969
401105104,2019,248.79902664625547,1,0,0,0,12.4,4.699999999999999,34,1642.270112367884,1393.4710857216285
401105105,2019,-265.268044097186,-3,0,0,0,0.39999999999999947,-3.1,33,1294.350817506385,1559.618861603571
401105106,2019,81.39499782835196,0,0,0,0,-3.6,2.3000000000000003,34,1592.896846824636,1511.501848996284
401105107,2019,341.39643419850086,1,0,0,0,24.799999999999997,24.2,34,1727.0441860379049,1385.647751839404
401105108,2019,78.36449027156209,-3,0,0,0,4.3999999999999995,0.10000000000000009,34,1650.0934462501084,1571.7289559785463
401105109,2019,-143.23511020883097,-2,0,0,0,-10.0,-4.500000000000001,35,1281.3126213256407,1424.5477315344717
401105110,2019,-102.1132252865068,-2,0,0,0,-14.0,-8.0,34,1460.56312120634,1562.6763464928467
401105111,2019,49.4059321431248,1,0,0,0,9.399999999999999,5.300000000000001,36,1316.4370150190612,1267.0310828759364
401105112,2019,-187.4183265779884,0,0,0,0,-5.0,-12.5,36,1438.829269984176,1626.2475965621645
401105113,2019,135.0675743870163,0,0,0,0,13.200000000000001,15.399999999999999,35,1730.6423800535065,1595.5748056664902
401105114,2019,-110.69680140571859,-1,0,0,0,-3.0,-3.1000000000000005,35,1382.0495578238024,1492.746359229521
401105115,2019,-102.07641550845847,-1,0,0,0,1.0,-2.9,34,1435.4562485824365,1537.532664090895
401105116,2019,23.869117474648874,1,0,0,0,-10.8,1.7000000000000002,35,1611.652336591399,1587.7832191167502
401165793,2019,170.37891462376388,0,0,0,0,12.0,5.9,36,1584.4846791548975,1414.1057645311337
401165794,2019,-55.07921958867405,0,0,0,0,-10.4,-7.5,36,1517.100620416646,1572.17984000532
401165795,2019,88.14250622134,3,0,0,0,6.3999999999999995,9.8,36,1627.255715702829,1539.113209481489
401165796,2019,-37.28757378111527,3,0,0,0,-13.4,-3.5,35,1558.8831481421978,1596.170721923313
401165797,2019,176.88161095356645,5,0,0,0,16.2,17.9,36,1741.7325065650991,1564.8508956115327
401165802,2019,-58.990852869730816,5,0,0,0,-8.8,-6.4,37,1584.5206965730006,1643.5115494427314
401165798,2019,184.18570374591127,0,0,0,0,8.2,15.8,37,1745.3845529612715,1561.1988492153603
401165803,2019,-16.12977744112345,0,0,0,0,-10.2,-4.3,38,1605.9512342873043,1622.0810117284277
401165887,2019,-200.61364430404274,0,0,0,0,-13.0,-19.0,38,1552.9848789362945,1753.5985232403373
401165892,2019,-36.28233002038928,0,0,0,0,-0.20000000000000018,-4.1,39,1595.8749579976713,1632.1572880180606
401165888,2019,-127.51484387964638,0,0,0,0,-2.1999999999999997,-12.2,39,1589.5342791484927,1717.049123028139
401165807,2019,63.91255562156721,-2,0,0,0,-1.7999999999999998,3.3000000000000007,40,1730.6620679868101,1666.749512365243
401165808,2019,90.19094287297821,0,0,0,0,-2.0,2.6000000000000005,41,1743.8012616125156,1653.6103187395374
401165809,2019,-20.953444490968195,0,0,0,0,12.8,3.8999999999999995,42,1688.2290679305424,1709.1825124215106
401165810,2019,-81.00754092955776,0,0,0,0,8.2,0.0,43,1658.2020197112477,1739.2095606408054
401165811,2019,48.740215175530466,0,0,0,0,-1.2000000000000002,-1.4,44,1723.0758977637918,1674.3356825882613
401230733,2020,-159.3789105491694,0,0,0,0,-3.0,-4.9,0,1356.6212524699413,1516.0001630191107
401230734,2020,-111.20410832143943,0,0,0,0,-13.2,-6.6,0,1431.6938052339028,1542.8979135553423
401230735,2020,180.37167060712727,0,0,0,0,-3.8000000000000003,6.0,0,1666.7609895884652,1486.389318981338
401230461,2020,-76.31004099963798,0,0,0,0,5.6,1.5999999999999999,0,1535.117075658334,1611.427116657972
401230462,2020,-9.99714818490952,0,0,0,0,-9.2,-7.7,0,1553.1449339328751,1563.1420821177846
401230463,2020,-48.580291589116996,0,0,0,0,4.0,2.8,0,1351.806416056557,1400.386707645674
401230464,2020,-87.67585201672,-1,0,0,0,-9.8,-3.9,1,1589.7246201729354,1677.4004721896554
401230465,2020,4.4789597809140105,-1,0,0,0,6.4,1.0,1,1575.9061175182935,1571.4271577373795
401230466,2020,-19.615096431183474,1,0,0,0,-5.6,-4.6,1,1537.204475712187,1556.8195721433706
401230467,2020,72.58527532828225,0,0,0,0,16.599999999999998,4.8999999999999995,1,1475.7498363801478,1403.1645610518656
401230468,2020,43.46060330652426,-1,0,0,0,-6.8,-0.7999999999999989,1,1378.8775430833891,1335.4169397768649
401230469,2020,167.06531791352427,0,0,0,0,3.6,2.8,1,1540.3808985323662,1373.315580618842
401230470,2020,131.7188664627149,0,0,0,0,1.8000000000000007,3.8,2,1694.8613585939695,1563.1424921312546
401230471,2020,-66.61819693306302,0,0,0,0,-11.0,-3.8999999999999995,2,1530.881555724303,1597.4997526573661
401230472,2020,-22.43021117031435,0,0,0,0,-3.8000000000000007,-0.9000000000000001,2,1549.833522598307,1572.2637337686213
