game_id,player,side,nfoul,t3,f3_h1,t2,times
401537462,Kristy Wallace,home,3,2046.0,0,1696.0,546|1696|2046
401537462,NaLyssa Smith,home,3,1367.0,0,952.0,628|952|1367
401537462,Lexie Hull,home,3,1276.0,0,1223.0,649|1223|1276
401537462,Teaira McCowan,away,3,1311.0,0,1250.0,670|1250|1311
401537462,Erica Wheeler,home,3,2378.9,0,1953.0,802|1953|2379
401537462,Natasha Howard,away,3,2296.0,0,821.0,815|821|2296
401537462,Queen Egbo,home,3,2324.0,0,976.0,866|976|2324
401537462,Grace Berger,home,2,,0,1869.0,1036|1869
401537462,Arike Ogunbowale,away,1,,0,,1392
401537462,Maya Caldwell,home,1,,0,,1677
401537462,Ashley Joens,away,1,,0,,1798
401537462,Jasmine Dickey,away,1,,0,,2184
401537462,Crystal Dangerfield personal,away,1,,0,,2372
401525954,Bridget Carleton,home,3,1162.9,1,918.0,97|918|1163
401525954,Morgan Bertsch,away,1,,0,,269
401525954,Rebekah Gardner,away,2,,0,2098.0,447|2098
401525954,Feyonda Fitzgerald,away,2,,0,686.0,453|686
401525954,Diamond Miller,home,4,939.0,1,595.0,459|595|939|2077
401525954,Dorka Juhasz,home,2,,0,1520.0,600|1520
401525954,Robyn Parks,away,2,,0,1756.9,676|1757
401525954,Anneli Maley,away,3,2229.0,0,771.0,724|771|2229
401525954,Kristine Anigwe,away,3,2344.0,0,2180.0,870|2180|2344
401525954,Tiffany Mitchell,home,2,,0,1557.0,927|1557
401525954,Taylor Soule,home,3,1603.0,0,1161.0,985|1161|1603
401525954,Aerial Powers,home,3,1818.0,0,1105.0,1011|1105|1818
401525954,Alanna Smith,away,3,1385.0,0,1071.0,1070|1071|1385
401525954,Dana Evans,away,1,,0,,1415
401525954,Damiris Dantas,home,1,,0,,1934
401545052,Chelsea Gray,home,3,1167.0,1,356.0,183|356|1167
401545052,Stefanie Dolson,away,4,1133.0,1,1015.0,254|1015|1133|1511
401545052,Sabrina Ionescu,away,2,,0,720.0,284|720
401545052,DiDi Richards,away,3,567.0,1,496.0,374|496|567
401545052,Alexis Peterson,home,2,,0,2376.9,769|2377
401545052,Jackie Young,home,1,,0,,876
401545052,A'ja Wilson,home,2,,0,1340.0,949|1340
401545052,Kayla Thornton,away,1,,0,,1222
401545052,Kelsey Plum,home,2,,0,1443.0,1315|1443
401545052,Jonquel Jones,away,1,,0,,1433
401545052,Epiphanny Prince,away,1,,0,,1545
401545052,Kierstan Bell,home,2,,0,1602.0,1553|1602
401545052,Stephanie Mawuli,away,3,2063.0,0,2018.0,1717|2018|2063
401545052,Nyara Sabally,away,2,,0,1901.0,1791|1901
401545052,Cayla George,home,2,,0,1946.0,1889|1946
401545052,Morgan Green,away,2,,0,2116.0,1943|2116
401545052,Jocelyn Willoughby,away,1,,0,,2008
401545052,Alysha Clark,home,2,,0,2373.8,2079|2374
401545052,Sika Kone,away,1,,0,,2122
401537464,Rebecca Allen,away,3,1683.0,0,1134.0,81|1134|1683
401537464,Cheyenne Parker,home,2,,0,1393.0,190|1393
401537464,Natisha Hiedeman,away,2,,0,867.0,274|867
401537464,Danielle Robinson,home,4,1141.9,1,1113.0,304|1113|1142|1934
401537464,Allisha Gray,home,1,,0,,327
401537464,Alyssa Thomas,away,4,814.0,1,791.0,333|791|814|1647
401537464,Tyasha Harris,away,2,,0,2014.0,399|2014
401537464,Naz Hillmon,home,4,1509.0,0,1480.0,413|1480|1509|1580
401537464,Aari McDonald,home,2,,0,1426.0,501|1426
401537464,Brionna Jones,away,4,1022.0,1,1009.0,560|1009|1022|1588
401537464,Lorela Cubaj,home,4,1769.0,0,1631.0,642|1631|1769|2368
401537464,Olivia Nelson-Ododa,away,6,1087.0,1,855.0,716|855|1087|1708|1737|2147
