game_id,player,side,nfoul,t3,f3_h1,t2,times
401507213,Moriah Jefferson,home,3,2145.0,0,1857.0,1318|1857|2145
401507213,Satou Sabally defensive 3-seconds (technical,away,1,,0,,1339
401507213,Michaela Onyenwere,home,4,1929.0,0,1685.0,1429|1685|1929|2260
401507213,Jennie Simms,home,2,,0,2053.0,1496|2053
401507213,Maddy Siegrist defensive 3-seconds (technical,away,1,,0,,1744
401507214,Jordin Canada,away,3,2188.0,0,238.0,97|238|2188
401507214,Dearica Hamby,away,4,1250.0,0,1087.0,123|1087|1250|2056
401507214,Elizabeth Williams,home,3,1242.0,0,1073.0,244|1073|1242
401507214,Nneka Ogwumike defensive 3-seconds (technical,away,1,,0,,430
401507214,Nneka Ogwumike,away,2,,0,1256.0,515|1256
401507214,Karlie Samuelson,away,4,1110.0,1,1048.0,556|1048|1110|1377
401507214,Morgan Bertsch,home,4,1643.0,0,703.0,670|703|1643|1649
401507214,Destanni Henderson,away,2,,0,785.0,731|785
401507214,Jasmine Thomas,away,2,,0,1470.0,901|1470
401507214,Kahleah Copper,home,4,1287.0,0,1287.0,928|1287|1287|1456
401507214,Marina Mabrey,home,2,,0,2214.0,931|2214
401507214,Alanna Smith,home,4,1362.0,0,1034.0,964|1034|1362|1716
401507214,Rae Burrell,away,2,,0,1666.0,1546|1666
401507214,Chiney Ogwumike,away,4,1909.0,0,1731.0,1658|1731|1909|1952
401507214,Robyn Parks,home,1,,0,,2387
401507215,Danielle Robinson,away,4,760.0,1,262.0,202|262|760|1998
401507215,Natasha Cloud,home,2,,0,1509.0,275|1509
401507215,Rhyne Howard,away,4,883.0,1,362.0,313|362|883|1627
401507215,Ariel Atkins,home,2,,0,905.0,393|905
401507215,Amanda Zahui B.,home,4,1694.0,0,1181.0,438|1181|1694|1718
401507215,AD Durr,away,1,,0,,486
401507215,Haley Jones,away,2,,0,915.0,562|915
401507215,Tianna Hawkins,home,4,2086.0,0,1315.0,737|1315|2086|2086
401507215,Allisha Gray,away,4,1437.0,0,1056.0,804|1056|1437|2028
401507215,Elena Delle Donne,home,3,1964.0,0,1559.0,825|1559|1964
401507215,Brittney Sykes,home,2,,0,2359.8,1021|2360
401507215,Cheyenne Parker,away,2,,0,1706.0,1033|1706
401507215,Nia Coffey,away,3,2052.0,0,2040.0,1394|2040|2052
401507215,Myisha Hines-Allen,home,4,2140.0,0,1676.0,1616|1676|2140|2187
401507215,Abby Meyers,home,1,,0,,1878
401507215,Eric Thibault,home,1,,0,,1964
401507216,Sabrina Ionescu,away,4,1242.0,0,729.0,140|729|1242|1616
401507216,Chelsea Gray defensive 3-seconds (technical,home,1,,0,,193
401507216,Kayla Thornton,away,2,,0,1604.0,485|1604
401507216,Marine Johannes,away,1,,0,,512
401507216,Jackie Young,home,3,1519.0,0,863.0,553|863|1519
401507216,Jonquel Jones,away,3,1457.0,0,973.0,722|973|1457
401507216,Alysha Clark,home,2,,0,1911.0,850|1911
401507216,A'ja Wilson,home,2,,0,1322.0,940|1322
401507216,Kelsey Plum,home,2,,0,1199.0,1046|1199
401507216,Courtney Vandersloot,away,1,,0,,1110
401507216,Chelsea Gray,home,2,,0,1524.0,1133|1524
401507216,Candace Parker,home,2,,0,1898.0,1514|1898
401507216,Jonquel Jones clear path,away,1,,0,,1592
401507216,Candace Parker defensive 3-seconds (technical,home,1,,0,,2017
401507216,Nyara Sabally,away,1,,0,,2124
401507216,Cayla George,home,1,,0,,2232
401507216,Jocelyn Willoughby,away,1,,0,,2239
401507216,Kierstan Bell,home,1,,0,,2341
401507217,NaLyssa Smith,away,3,1490.0,0,718.0,333|718|1490
401507217,Aliyah Boston,away,5,874.0,1,643.0,379|643|874|1379|2056
401507217,Moriah Jefferson,home,1,,0,,423
401507217,Erica Wheeler,away,3,1698.0,0,573.0,498|573|1698
401507217,Diana Taurasi,home,3,1978.0,0,1335.0,540|1335|1978
401507217,Brittney Griner,home,1,,0,,715
401507217,Alaina Coates,home,1,,0,,812
401507217,Sophie Cunningham,home,2,,0,1248.0,908|1248
401507217,Queen Egbo,away,1,,0,,959
401507217,Emma Cannon,away,2,,0,1705.0,1039|1705
401507217,Sug Sutton,home,3,2179.0,0,1795.9,1147|1796|2179
401507217,Lexie Hull,away,2,,0,1448.0,1163|1448
401507217,Brianna Turner,home,2,,0,2134.0,1509|2134
401507217,Kristy Wallace,away,2,,0,2077.0,1878|2077
401507217,Jennie Simms,home,1,,0,,2311
401507217,Kadi Sissoko,home,1,,0,,2378
401507218,Lindsay Allen,away,5,1075.0,1,749.0,25|749|1075|1350|1466
401507218,Dorka Juhasz,away,3,1272.0,0,309.0,121|309|1272
401507218,Diamond Miller,away,5,1255.0,0,810.0,275|810|1255|1827|2215
401507218,Joyner Holmes,home,6,1169.9,1,871.0,323|871|1170|1230|2225|2371
401507218,Kia Nurse,home,2,,0,1759.0,439|1759
401507218,Dulcy Fankam Mendjiadeu,home,3,1811.0,0,855.0,460|855|1811
401507218,Ezi Magbegor,home,5,1709.0,0,971.0,672|971|1709|2546|2668
401507218,Napheesa Collier,away,3,2347.8,0,1753.9,1120|1754|2348
401507218,Rachel Banham,away,2,,0,1593.0,1135|1593
401507218,Kayana Traylor,away,1,,0,,1162
401507218,Dulcy Fankam Mendjiadeu defensive 3-seconds (technical,home,1,,0,,1392
401507218,Sami Whitcomb,home,1,,0,,1476
401507218,Ivana Dojkic,home,2,,0,2437.0,1722|2437
401507218,Kayla McBride,away,1,,0,,1754
401507218,Jewell Loyd,home,1,,0,,2086
401507219,Danielle Robinson,home,4,874.0,1,128.0,99|128|874|1396
401507219,Tianna Hawkins,away,5,1287.0,0,215.0,130|215|1287|1455|2352
401507219,Haley Jones,home,3,454.0,1,254.0,199|254|454
401507219,Elena Delle Donne,away,4,1997.0,0,1798.0,222|1798|1997|2385
401507219,Allisha Gray,home,3,2089.0,0,1377.0,264|1377|2089
401507219,Ariel Atkins,away,5,1632.0,0,1013.0,325|1013|1632|1923|2173
401507219,Myisha Hines-Allen,away,2,,0,1533.0,392|1533
401507219,Shatori Walker-Kimbrough,away,3,1873.0,0,1199.9,791|1200|1873
401507219,Monique Billings,home,3,1748.9,0,982.0,824|982|1749
401507219,Brittney Sykes,away,4,1272.0,0,1146.9,833|1147|1272|1867
401507219,Nia Coffey,home,2,,0,2365.9,923|2366
401507219,Natasha Cloud,away,1,,0,,1004
401507219,Cheyenne Parker,home,5,1212.0,0,1169.9,1022|1170|1212|1914|2175
401507219,Linnae Harper,away,1,,0,,1766
401507219,AD Durr,home,1,,0,,1820
401507219,Rhyne Howard,home,3,2196.0,0,2110.0,2021|2110|2196
401507220,Alanna Smith,home,2,,0,1224.0,312|1224
401507220,Kahleah Copper,home,5,1701.0,0,1445.0,428|1445|1701|1920|2064
401507220,Morgan Bertsch,home,5,1714.0,0,1511.0,840|1511|1714|1743|1853
401507220,Karlie Samuelson,away,1,,0,,960
401507220,Elizabeth Williams,home,3,1360.0,0,1047.0,1020|1047|1360
401507220,Nneka Ogwumike,away,1,,0,,1077
401507220,Azura Stevens defensive 3-seconds (technical,away,1,,0,,1139
401507220,Rae Burrell,away,1,,0,,1143
401507220,Azura Stevens,away,2,,0,2161.0,1166|2161
401507220,Jordin Canada,away,1,,0,,1198
401507220,Dana Evans,home,1,,0,,1461
401507220,Zia Cooke,away,3,1941.0,0,1575.0,1513|1575|1941
401507220,Courtney Williams,home,1,,0,,1677
401507220,Destanni Henderson,away,2,,0,2079.0,1726|2079
401507220,Dearica Hamby,away,1,,0,,1824
401507220,Jasmine Thomas,away,1,,0,,2297
401507221,Chelsea Gray,home,4,1529.0,0,1459.0,37|1459|1529|1868
401507221,Natisha Hiedeman,away,2,,0,1125.0,177|1125
401507221,Alyssa Thomas,away,3,1321.0,0,770.0,202|770|1321
401507221,Kelsey Plum,home,3,839.0,1,468.0,225|468|839
401507221,Jackie Young,home,2,,0,1524.0,253|1524
401507221,Tyasha Harris,away,4,794.0,1,591.9,487|592|794|1728
401507221,Alysha Clark,home,3,1669.0,0,729.0,494|729|1669
401507221,Olivia Nelson-Ododa,away,2,,0,888.0,762|888
401507221,A'ja Wilson,home,2,,0,1648.0,889|1648
401507221,DeWanna Bonner,away,3,1524.0,0,1105.0,1012|1105|1524
401507221,Rebecca Allen,away,2,,0,1944.0,1221|1944
401507221,Tiffany Hayes,away,3,1591.0,0,1591.0,1565|1591|1591
401507221,Kierstan Bell,home,2,,0,2266.0,1863|2266
401507221,DiJonai Carrington,away,2,,0,2124.0,1891|2124
401507221,Kiah Stokes,home,3,2339.0,0,1936.0,1905|1936|2339
401507221,Candace Parker,home,1,,0,,1981
401507221,Sydney Colson,home,2,,0,2349.0,2204|2349
401507222,Diamond Miller,away,5,977.0,1,319.0,145|319|977|1814|2304
401507222,Moriah Jefferson,home,3,1524.0,0,561.0,188|561|1524
401507222,Jennie Simms,home,1,,0,,340
401507222,Michaela Onyenwere,home,6,848.0,1,841.0,389|841|848|1312|1826|1866
401507222,Kadi Sissoko,home,1,,0,,415
401507222,Napheesa Collier,away,1,,0,,433
401507222,Bridget Carleton,away,1,,0,,452
401507222,Megan Gustafson,home,2,,0,1584.0,461|1584
401507222,Nikolina Milic,away,3,1584.0,0,647.0,531|647|1584
401507222,Diana Taurasi,home,1,,0,,541
401507222,Brittney Griner,home,2,,0,2158.0,633|2158
401507222,Rachel Banham,away,2,,0,1750.0,735|1750
401507222,Dorka Juhasz,away,3,1403.0,0,1100.0,743|1100|1403
401507222,Sug Sutton,home,1,,0,,1112
401507222,Lindsay Allen,away,2,,0,2139.0,1417|2139
401507222,Brianna Turner,home,3,2348.9,0,1796.0,1498|1796|2349
401507222,Megan Gustafson defensive 3-seconds (technical,home,1,,0,,1600
401507222,Shey Peddy,home,1,,0,,1904
401507222,Kayla McBride,away,1,,0,,2303
401507223,Destanni Henderson,away,2,,0,2242.0,39|2242
401507223,Cheyenne Parker,home,3,1510.0,0,556.8,85|557|1510
401507223,Karlie Samuelson,away,5,810.0,1,597.8,264|598|810|1302|2021
401507223,Dearica Hamby,away,2,,0,2346.8,313|2347
401507223,Naz Hillmon,home,4,2307.0,0,2194.0,367|2194|2307|2371
401507223,Rae Burrell,away,2,,0,1497.0,531|1497
401507223,Azura Stevens,away,5,1867.0,0,939.0,570|939|1867|1930|2233
401507223,Allisha Gray,home,2,,0,2088.0,619|2088
401507223,Nia Coffey,home,2,,0,1287.0,662|1287
401507223,Nneka Ogwumike,away,2,,0,1720.0,683|1720
401507223,Monique Billings,home,1,,0,,952
401507223,Rhyne Howard,home,5,1710.0,0,1460.0,1079|1460|1710|1737|2040
401507223,Jasmine Thomas,away,2,,0,1446.0,1404|1446
401507223,Danielle Robinson,home,1,,0,,1574
401507223,Laeticia Amihere defensive 3-seconds (technical,home,1,,0,,1825
401507223,Laeticia Amihere,home,1,,0,,1920
401507223,Zia Cooke,away,1,,0,,2389
401507225,Arike Ogunbowale,home,4,1527.0,0,1087.0,137|1087|1527|2199
401507225,Myisha Hines-Allen,away,2,,0,1082.0,278|1082
401507225,Brittney Sykes,away,3,2146.0,0,1769.9,293|1770|2146
401507225,Natasha Cloud,away,4,1454.0,0,1395.0,499|1395|1454|1582
401507225,Veronica Burton,home,1,,0,,541
401507225,Kalani Brown,home,1,,0,,599
401507225,Linnae Harper,away,2,,0,2325.0,617|2325
401507225,Teaira McCowan,home,5,1423.0,0,1423.0,674|1423|1423|1492|1877
401507225,Amanda Zahui B.,away,4,1352.0,0,1164.0,724|1164|1352|1994
401507225,Natasha Howard,home,5,1253.0,0,1040.0,906|1040|1253|1905|2005
401507225,Odyssey Sims,home,3,2342.9,0,2035.0,979|2035|2343
401507225,Satou Sabally,home,2,,0,2124.0,1012|2124
401507225,Awak Kuier,home,2,,0,1776.0,1199|1776
401507225,Amanda Zahui B. defensive 3-seconds (technical,away,1,,0,,1887
401507225,Ariel Atkins,away,2,,0,2294.0,2107|2294
401507225,Maddy Siegrist,home,1,,0,,2159
401507224,Lexie Hull,home,2,,0,437.0,97|437
401507224,NaLyssa Smith,home,4,954.0,1,147.0,121|147|954|2065
401507224,Marina Mabrey,away,2,,0,1134.0,156|1134
401507224,Kahleah Copper,away,4,702.0,1,242.0,239|242|702|1541
401507224,Courtney Williams,away,3,616.0,1,398.0,398|398|616
401507224,Victoria Vivians,home,2,,0,470.0,450|470
401507224,Robyn Parks,away,1,,0,,526
401507224,Kristine Anigwe,away,1,,0,,563
401507224,Alanna Smith,away,3,838.0,1,701.0,647|701|838
401507224,Erica Wheeler,home,2,,0,1045.0,747|1045
401507224,Dana Evans,away,2,,0,1689.0,990|1689
401507224,Maya Caldwell defensive 3-seconds (technical,home,1,,0,,1147
401507224,Kelsey Mitchell,home,5,1919.0,0,1373.0,1154|1373|1919|1924|2088
401507224,Elizabeth Williams,away,2,,0,1405.0,1217|1405
401507224,Aliyah Boston,home,3,2275.0,0,1653.0,1384|1653|2275
401507224,Morgan Bertsch,away,4,2080.0,0,1454.0,1395|1454|2080|2220
401507226,Courtney Vandersloot,away,2,,0,1175.0,50|1175
401507226,Kia Nurse,home,1,,0,,112
401507226,Ivana Dojkic,home,3,1407.0,0,1279.0,178|1279|1407
401507226,Mercedes Russell,home,1,,0,,457
401507226,Jordan Horston,home,3,1196.0,1,743.0,670|743|1196
401507226,Jonquel Jones,away,5,1487.0,0,1328.0,768|1328|1487|1861|1906
401507226,Kayla Thornton,away,4,1933.0,0,1590.0,833|1590|1933|2033
401507226,Breanna Stewart,away,2,,0,1455.0,1004|1455
401507226,excess timeout,home,1,,0,,1095
401507226,Marine Johannes,away,1,,0,,1140
401507226,Sabrina Ionescu,away,2,,0,1532.0,1286|1532
401507226,Jade Melbourne,home,1,,0,,1603
401507226,Dulcy Fankam Mendjiadeu,home,3,2174.0,0,1883.0,1610|1883|2174
401507226,Jewell Loyd,home,2,,0,1767.0,1650|1767
401507226,Ezi Magbegor,home,1,,0,,1982
401507226,Betnijah Laney,away,2,,0,2331.0,2157|2331
401507227,Sophie Cunningham,away,3,1445.0,0,1248.0,90|1248|1445
401507227,Diana Taurasi,away,2,,0,833.0,121|833
401507227,Moriah Jefferson,away,3,1173.9,1,656.0,174|656|1174
401507227,Courtney Vandersloot,home,2,,0,926.0,218|926
401507227,Megan Gustafson,away,1,,0,,431
401507227,Michaela Onyenwere,away,3,1936.0,0,916.0,492|916|1936
401507227,Marine Johannes,home,2,,0,2069.0,571|2069
401507227,Betnijah Laney,home,4,1367.0,0,1136.0,632|1136|1367|1498
401507227,Sug Sutton,away,2,,0,2034.0,699|2034
401507227,Brianna Turner,away,6,1469.0,0,1199.9,705|1200|1469|1830|1989|2250
401507227,Brittney Griner,away,2,,0,1325.0,839|1325
401507227,Nikki Blue,away,1,,0,,839
401507227,Jonquel Jones,home,4,1846.0,0,857.0,849|857|1846|2367
401507227,Shey Peddy,away,1,,0,,1119
401507227,Breanna Stewart,home,2,,0,1585.0,1144|1585
401507227,Kayla Thornton,home,4,1749.9,0,1573.0,1531|1573|1750|1791
401507227,Sabrina Ionescu,home,2,,0,2198.0,1731|2198
401507227,Kadi Sissoko,away,1,,0,,2029
401507227,Sophie Cunningham personal,away,1,,0,,2397
401507228,Erica Wheeler,away,2,,0,1765.9,290|1766
401507228,Lexie Hull,away,3,1455.0,0,1004.0,342|1004|1455
401507228,Grace Berger,away,2,,0,421.0,352|421
401507228,Napheesa Collier,home,4,1722.0,0,466.0,409|466|1722|2047
401507228,NaLyssa Smith,away,6,1477.0,0,1050.0,458|1050|1477|1598|1671|1671
401507228,Rachel Banham,home,1,,0,,481
401507228,Emma Cannon,away,1,,0,,548
401507228,Nikolina Milic,home,3,1930.0,0,616.0,563|616|1930
401507228,Kelsey Mitchell,away,2,,0,2311.0,720|2311
401507228,Diamond Miller defensive 3-seconds (technical,home,1,,0,,731
401507228,Victoria Vivians,away,2,,0,1799.9,756|1800
401507228,Dorka Juhasz,home,3,1111.0,1,1035.0,800|1035|1111
401507228,Aliyah Boston,away,2,,0,1128.0,1043|1128
401507228,Kayla McBride,home,1,,0,,1461
401507228,Lindsay Allen,home,2,,0,1586.0,1482|1586
401507228,Bridget Carleton defensive 3-seconds (technical,home,1,,0,,1522
401507228,Kelsey Mitchell defensive 3-seconds (technical,away,1,,0,,1553
401507228,Bridget Carleton,home,1,,0,,1624
401507228,Kristy Wallace,away,1,,0,,2159
401507228,Maya Caldwell,away,1,,0,,2199
401507228,Erica Wheeler personal,away,3,2395.0,0,2387.0,2381|2387|2395
401507229,Satou Sabally,away,1,,0,,155
401507229,Kiah Stokes,home,1,,0,,431
401507229,Kierstan Bell,home,2,,0,687.0,448|687
401507229,Alysha Clark,home,2,,0,1410.0,459|1410
401507229,Awak Kuier,away,2,,0,1478.0,585|1478
401507229,Teaira McCowan,away,3,2093.0,0,2034.0,738|2034|2093
401507229,Arike Ogunbowale,away,3,2016.0,0,1434.0,769|1434|2016
401507229,A'ja Wilson,home,4,1336.0,0,1044.0,880|1044|1336|2304
401507229,Natasha Howard,away,4,1422.0,0,1162.0,1069|1162|1422|1754
401507229,Crystal Dangerfield,away,1,,0,,1105
401507229,Candace Parker,home,2,,0,2298.0,1218|2298
401507229,Becky Hammon,home,1,,0,,1604
401507229,Veronica Burton,away,4,2379.9,0,1749.0,1653|1749|2380|2382
401507229,Maddy Siegrist,away,1,,0,,1783
401507229,Chelsea Gray,home,1,,0,,2335
401507230,Nneka Ogwumike,home,3,2275.0,0,2178.0,195|2178|2275
401507230,Jasmine Thomas,home,2,,0,1600.0,252|1600
401507230,Nia Coffey,away,3,1996.0,0,1077.0,257|1077|1996
401507230,Rhyne Howard,away,4,1453.0,0,864.0,427|864|1453|1774
401507230,Monique Billings,away,2,,0,1720.0,540|1720
401507230,Haley Jones,away,3,1038.0,1,658.0,550|658|1038
401507230,Zia Cooke,home,3,2219.0,0,1703.0,584|1703|2219
401507230,Azura Stevens,home,5,1661.0,0,1137.0,584|1137|1661|1846|1909
401507230,AD Durr,away,1,,0,,600
401507230,Dearica Hamby,home,1,,0,,730
401507230,Jordin Canada,home,3,2140.0,0,1646.0,764|1646|2140
401507230,Destanni Henderson,home,1,,0,,876
401507230,Rae Burrell,home,2,,0,980.0,934|980
401507230,Allisha Gray,away,4,2197.0,0,1116.0,1114|1116|2197|2304
401507230,Cheyenne Parker,away,1,,0,,1281
401507230,Danielle Robinson,away,1,,0,,2156
401507231,Ivana Dojkic,away,3,1321.0,0,928.0,107|928|1321
401507231,Tiffany Hayes,home,4,1473.0,0,960.0,115|960|1473|1669
401507231,Ezi Magbegor,away,2,,0,1633.0,251|1633
401507231,Alyssa Thomas,home,2,,0,1365.0,432|1365
401507231,Dulcy Fankam Mendjiadeu,away,3,2374.9,0,2253.0,745|2253|2375
401507231,Natisha Hiedeman,home,3,1761.0,0,1685.0,812|1685|1761
401507231,Jewell Loyd,away,3,1715.0,0,1464.0,858|1464|1715
401507231,DeWanna Bonner,home,2,,0,1154.9,936|1155
401507231,DeWanna Bonner defensive 3-seconds (technical,home,1,,0,,998
401507231,Jordan Horston,away,2,,0,2207.0,1381|2207
401507231,Noelle Quinn,away,1,,0,,1601
401507231,Leigha Brown,home,1,,0,,1727
401507231,Tyasha Harris,home,3,2359.0,0,1811.0,1795|1811|2359
401507231,Jade Melbourne,away,2,,0,2146.0,1949|2146
401507231,Olivia Nelson-Ododa,home,2,,0,1972.0,1962|1972
401507231,Liz Dixon,home,1,,0,,2093
401507232,Brittney Sykes,home,4,2135.0,0,1581.0,204|1581|2135|2285
401507232,Queen Egbo,home,4,566.0,1,465.0,215|465|566|2217
401507232,Aliyah Boston,away,4,1465.0,0,1316.0,353|1316|1465|2152
401507232,Tianna Hawkins,home,3,1769.0,0,1012.0,364|1012|1769
401507232,NaLyssa Smith,away,5,917.0,1,875.0,448|875|917|1226|2324
401507232,Lexie Hull,away,6,2060.0,0,1913.0,518|1913|2060|2354|2381|2393
401507232,Victoria Vivians,away,4,1525.0,0,1506.0,652|1506|1525|2012
401507232,Myisha Hines-Allen,home,4,1901.0,0,1398.0,664|1398|1901|2359
401507232,Ariel Atkins,home,3,1541.0,0,1186.0,695|1186|1541
401507232,Kristy Wallace,away,4,1687.0,0,732.0,705|732|1687|2362
401507232,Shatori Walker-Kimbrough,home,1,,0,,829
401507232,Erica Wheeler,away,3,1023.0,1,891.0,883|891|1023
401507232,Kelsey Mitchell,away,2,,0,1838.0,1123|1838
401507232,Queen Egbo defensive 3-seconds (technical,home,1,,0,,1668
401507232,Linnae Harper,home,1,,0,,1764
401507232,Maya Caldwell,away,1,,0,,1781
401507233,Rhyne Howard,away,2,,0,599.0,41|599
401507233,Alanna Smith,home,3,1025.0,1,249.0,159|249|1025
401507233,Cheyenne Parker,away,3,2076.0,0,2028.0,173|2028|2076
401507233,Danielle Robinson,away,1,,0,,408
401507233,Morgan Bertsch,home,2,,0,1979.0,455|1979
401507233,Robyn Parks,home,1,,0,,469
401507233,Haley Jones,away,1,,0,,714
401507233,Monique Billings,away,3,2330.0,0,1560.0,747|1560|2330
401507233,Elizabeth Williams,home,3,2220.0,0,2093.0,840|2093|2220
401507233,Kahleah Copper,home,2,,0,1409.0,878|1409
401507233,AD Durr,away,1,,0,,910
401507233,Nia Coffey,away,2,,0,2034.0,1188|2034
401507233,Allisha Gray,away,2,,0,2207.0,1383|2207
401507233,Marina Mabrey,home,2,,0,1915.0,1395|1915
401507233,Dana Evans,home,2,,0,1781.9,1728|1782
401507233,Naz Hillmon,away,1,,0,,1994
401507233,Taylor Soule,home,1,,0,,2347
401507234,Teaira McCowan,home,4,1584.0,0,1280.0,185|1280|1584|2128
401507234,Arike Ogunbowale,home,4,948.0,1,781.0,289|781|948|1842
401507234,Kelsey Plum,away,2,,0,2318.0,309|2318
401507234,A'ja Wilson,away,2,,0,2399.9,377|2400
401507234,Alysha Clark,away,1,,0,,434
401507234,Satou Sabally,home,4,889.0,1,848.0,502|848|889|1982
401507234,Chelsea Gray,away,5,1776.9,0,961.0,611|961|1777|2192|2254
401507234,Natasha Howard,home,3,1400.0,0,1352.0,914|1352|1400
401507234,Awak Kuier,home,1,,0,,1543
401507234,Kiah Stokes,away,3,1760.0,0,1712.0,1594|1712|1760
401507234,Candace Parker,away,1,,0,,1968
401507235,Diamond Miller,home,5,840.0,1,387.0,188|387|840|1360|2057
401507235,Sophie Cunningham,away,3,1856.0,0,1075.0,429|1075|1856
401507235,Michaela Onyenwere,away,1,,0,,548
401507235,Sug Sutton,away,2,,0,1668.0,582|1668
401507235,Emily Engstler,home,1,,0,,636
401507235,Rachel Banham,home,1,,0,,675
401507235,Kayana Traylor,home,2,,0,714.0,685|714
401507235,Brianna Turner,away,3,1862.0,0,1526.0,740|1526|1862
401507235,Moriah Jefferson,away,1,,0,,929
401507235,Shey Peddy,away,3,2276.0,0,2159.0,1005|2159|2276
401507235,Megan Gustafson,away,2,,0,1709.0,1009|1709
401507235,Kayla McBride,home,2,,0,1447.0,1222|1447
401507235,Brittney Griner,away,3,2221.0,0,1374.0,1281|1374|2221
401507235,Lindsay Allen,home,1,,0,,1426
401507235,Dorka Juhasz,home,2,,0,2322.0,1852|2322
401507236,Kia Nurse,away,2,,0,190.0,51|190
401507236,Jonquel Jones,home,4,1848.0,0,1208.0,86|1208|1848|1990
401507236,Nyara Sabally,home,3,2124.0,0,1678.0,398|1678|2124
401507236,Kayla Thornton,home,3,1921.0,0,1817.0,546|1817|1921
401507236,Ezi Magbegor,away,4,1131.0,1,1105.0,760|1105|1131|1411
401507236,Breanna Stewart,home,2,,0,1171.0,841|1171
401507236,Jewell Loyd,away,1,,0,,853
401507236,Courtney Vandersloot,home,1,,0,,909
401507236,Sabrina Ionescu,home,2,,0,2078.0,957|2078
401507236,Nyara Sabally defensive 3-seconds (technical,home,1,,0,,1077
401507236,Marine Johannes,home,1,,0,,1123
401507236,Sami Whitcomb,away,2,,0,2190.0,1193|2190
401507236,Dulcy Fankam Mendjiadeu,away,3,1753.9,0,1747.9,1341|1748|1754
401507236,Jordan Horston,away,2,,0,1718.0,1657|1718
401507236,Ivana Dojkic,away,3,2382.9,0,2378.9,1955|2379|2383
401507237,Elena Delle Donne,away,1,,0,,46
401507237,Rebecca Allen,home,4,1120.0,1,769.0,190|769|1120|1410
401507237,Ariel Atkins,away,4,1098.0,1,292.0,225|292|1098|1541
401507237,Alyssa Thomas,home,3,1390.0,0,1351.0,236|1351|1390
401507237,Tiffany Hayes,home,4,1932.0,0,452.0,348|452|1932|2153
401507237,Li Meng,away,3,1745.8,0,983.0,433|983|1746
401507237,Olivia Nelson-Ododa,home,2,,0,812.0,697|812
401507237,Brittney Sykes,away,4,2133.0,0,1964.0,721|1964|2133|2248
401507237,Natisha Hiedeman,home,2,,0,1255.0,891|1255
401507237,Tianna Hawkins defensive 3-seconds (technical,away,1,,0,,989
401507237,Myisha Hines-Allen,away,3,2311.0,0,2196.0,1056|2196|2311
401507237,Shatori Walker-Kimbrough,away,2,,0,1993.0,1398|1993
401507237,Tianna Hawkins,away,1,,0,,1618
401507237,DeWanna Bonner,home,1,,0,,1661
401507237,Tyasha Harris,home,1,,0,,1693
401507237,Queen Egbo,away,2,,0,1943.0,1708|1943
401507237,Linnae Harper,away,1,,0,,1755
401507238,NaLyssa Smith,home,2,,0,2383.9,53|2384
401507238,Kelsey Mitchell,home,1,,0,,134
401507238,Teaira McCowan,away,3,2249.0,0,942.0,195|942|2249
401507238,Lexie Hull,home,5,1323.0,0,917.0,355|917|1323|2010|2328
401507238,Aliyah Boston,home,3,2342.9,0,1083.0,408|1083|2343
401507238,Maya Caldwell,home,3,1217.0,0,542.9,505|543|1217
401507238,Awak Kuier,away,1,,0,,517
401507238,Erica Wheeler,home,2,,0,2217.0,823|2217
401507238,Crystal Dangerfield,away,2,,0,1409.0,892|1409
401507238,Grace Berger,home,2,,0,1561.0,924|1561
401507238,Satou Sabally,away,5,1398.0,0,1212.0,1014|1212|1398|1923|2292
401507238,Natasha Howard,away,5,1892.0,0,1494.0,1178|1494|1892|1989|2070
401507238,Victoria Vivians,home,1,,0,,1687
401507238,Amanda Zahui B.,home,2,,0,1878.0,1769|1878
401507238,Arike Ogunbowale,away,1,,0,,1825
401507239,Jasmine Thomas,away,1,,0,,69
401507239,Brittney Griner,home,4,2157.0,0,1063.0,178|1063|2157|2167
401507239,Jordin Canada,away,6,1354.0,0,389.0,300|389|1354|1617|2379|2388
401507239,Michaela Onyenwere,home,5,1473.0,0,533.0,374|533|1473|1488|1554
401507239,Moriah Jefferson,home,1,,0,,456
401507239,Zia Cooke,away,2,,0,967.0,473|967
401507239,Azura Stevens,away,5,1898.0,0,934.0,635|934|1898|2147|2355
401507239,Diana Taurasi,home,4,977.0,1,706.0,678|706|977|2196
401507239,Destanni Henderson,away,3,1845.0,0,731.0,723|731|1845
401507239,Sophie Cunningham,home,4,2262.0,0,1525.0,1376|1525|2262|2319
401507239,Megan Gustafson,home,1,,0,,1578
401507239,Nneka Ogwumike,away,1,,0,,2040
401507240,Diamond Miller,home,2,,0,169.0,56|169
401507240,Kelsey Plum,away,2,,0,2308.0,259|2308
401507240,Bridget Carleton,home,3,1894.0,0,1816.0,358|1816|1894
401507240,Cayla George,away,2,,0,2131.0,500|2131
401507240,Dorka Juhasz,home,2,,0,2082.0,992|2082
401507240,Napheesa Collier,home,3,1585.0,0,1330.0,1121|1330|1585
401507240,Jackie Young,away,1,,0,,1346
401507240,A'ja Wilson,away,1,,0,,1654
401507240,Kierstan Bell,away,2,,0,2265.0,1939|2265
401507240,Rachel Banham,home,2,,0,2159.0,1998|2159
401507240,Emily Engstler,home,1,,0,,2013
401507240,Sydney Colson,away,1,,0,,2199
401507240,Alysha Clark,away,2,,0,2217.0,2216|2217
