game_id,side,recon_ok,err,pts,fga,fgm,tpa,tpm,fta,ftm,oreb,dreb,opp_oreb,opp_dreb,opp_fga,opp_fgm,opp_tpa,opp_tpm,opp_fta,opp_pts,final
401507266,away,1,0,107,73,38,23,7,27,24,9,26,9,25,64,33,23,13,19,95,107
401507267,home,0,0,83,72,31,21,7,20,14,18,26,8,23,61,29,26,8,26,89,83
401507267,away,0,1,89,61,29,26,8,26,23,8,23,18,26,72,31,21,7,20,83,88
401507268,home,1,0,79,67,31,16,6,12,11,6,19,8,27,59,28,22,6,18,78,79
401507268,away,1,0,78,59,28,22,6,18,16,8,27,6,19,67,31,16,6,12,79,78
401507269,home,0,2,99,69,37,16,6,23,19,9,24,8,21,78,40,25,9,4,93,97
401507269,away,0,1,93,78,40,25,9,4,4,8,21,9,24,69,37,16,6,23,99,92
401507270,home,1,0,81,60,28,20,5,23,20,4,26,3,27,60,29,24,8,3,68,81
401507270,away,1,0,68,60,29,24,8,3,2,3,27,4,26,60,28,20,5,23,81,68
401507271,home,1,0,95,61,32,30,11,22,20,5,34,8,24,71,31,26,8,23,84,95
401507271,away,1,0,84,71,31,26,8,23,14,8,24,5,34,61,32,30,11,22,95,84
401507272,home,1,0,74,62,27,19,5,22,15,6,20,16,30,67,33,25,7,12,83,74
401507272,away,1,0,83,67,33,25,7,12,10,16,30,6,20,62,27,19,5,22,74,83
401507273,home,0,0,90,61,37,16,5,12,11,6,42,7,14,67,25,28,6,12,63,90
401507273,away,0,1,63,67,25,28,6,12,7,7,14,6,42,61,37,16,5,12,90,62
401558197,home,1,0,83,72,26,32,10,25,21,11,26,12,28,68,33,22,9,21,88,83
401558197,away,1,0,88,68,33,22,9,21,13,12,28,11,26,72,26,32,10,25,83,88
401507274,home,1,0,83,68,28,16,3,27,24,11,23,3,28,56,35,18,6,16,87,83
401507274,away,1,0,87,56,35,18,6,16,11,3,28,11,23,68,28,16,3,27,83,87
401507275,home,1,0,80,57,27,23,10,19,16,2,31,11,22,65,23,18,6,25,73,80
401507275,away,1,0,73,65,23,18,6,25,21,11,22,2,31,57,27,23,10,19,80,73
401507276,home,1,0,62,61,25,15,4,12,8,10,17,5,23,56,31,24,12,13,85,62
401507276,away,1,0,85,56,31,24,12,13,11,5,23,10,17,61,25,15,4,12,62,85
401507277,home,0,1,105,69,39,22,13,16,14,8,19,8,21,55,30,26,12,14,85,104
401507277,away,0,0,85,55,30,26,12,14,13,8,21,8,19,69,39,22,13,16,105,85
401507279,home,1,0,79,66,31,21,5,18,12,4,21,10,32,67,32,35,15,11,87,79
401507279,away,1,0,87,67,32,35,15,11,8,10,32,4,21,66,31,21,5,18,79,87
401507278,home,1,0,104,61,32,24,13,28,27,3,27,15,26,71,36,17,7,21,91,104
401507278,away,1,0,91,71,36,17,7,21,12,15,26,3,27,61,32,24,13,28,104,91
401507280,home,1,0,79,70,36,21,4,6,3,7,25,5,25,52,23,18,5,24,69,79
401507280,away,1,0,69,52,23,18,5,24,18,5,25,7,25,70,36,21,4,6,79,69
401507281,home,1,0,72,59,25,14,4,22,18,11,25,6,23,61,25,23,9,14,71,72
401507281,away,1,0,71,61,25,23,9,14,12,6,23,11,25,59,25,14,4,22,72,71
401507282,home,0,1,94,60,34,23,12,17,14,3,32,6,22,62,29,18,4,15,72,93
401507282,away,0,0,72,62,29,18,4,15,10,6,22,3,32,60,34,23,12,17,94,72
401507283,home,1,0,69,64,24,19,6,16,15,12,23,13,27,65,28,32,8,15,76,69
401507283,away,1,0,76,65,28,32,8,15,12,13,27,12,23,64,24,19,6,16,69,76
401507284,home,1,0,65,62,26,20,6,10,7,5,25,17,27,75,28,22,8,12,76,65
401507284,away,1,0,76,75,28,22,8,12,12,17,27,5,25,62,26,20,6,10,65,76
401507285,home,1,0,91,67,29,30,10,24,23,12,27,8,23,60,25,13,2,25,71,91
401507285,away,1,0,71,60,25,13,2,25,19,8,23,12,27,67,29,30,10,24,91,71
401507286,home,1,0,72,54,22,23,7,24,21,10,15,10,22,59,31,22,9,19,88,72
401507286,away,1,0,88,59,31,22,9,19,17,10,22,10,15,54,22,23,7,24,72,88
401507287,home,0,1,80,69,31,23,6,13,12,3,29,11,32,67,28,18,7,18,77,79
401507287,away,0,0,77,67,28,18,7,18,14,11,32,3,29,69,31,23,6,13,80,77
401507288,home,1,0,89,69,35,19,7,19,12,7,21,5,24,66,38,24,14,15,104,89
401507288,away,1,0,104,66,38,24,14,15,14,5,24,7,21,69,35,19,7,19,89,104
401507289,home,1,0,66,59,26,15,3,14,11,9,23,16,27,73,30,30,9,8,76,66
401507289,away,1,0,76,73,30,30,9,8,7,16,27,9,23,59,26,15,3,14,66,76
401507290,home,1,0,91,67,36,21,6,15,13,4,23,12,24,71,34,21,8,23,97,91
401507290,away,1,0,97,71,34,21,8,23,21,12,24,4,23,67,36,21,6,15,91,97
401507291,home,0,0,82,58,30,20,9,21,13,4,24,8,25,57,29,14,5,20,74,82
401507291,away,0,1,74,57,29,14,5,20,11,8,25,4,24,58,30,20,9,21,82,73
401507292,home,1,0,99,72,38,36,17,6,6,11,37,2,22,66,23,23,6,10,61,99
401507292,away,1,0,61,66,23,23,6,10,9,2,22,11,37,72,38,36,17,6,99,61
401507293,home,1,0,83,59,29,14,7,27,18,4,20,6,26,58,27,21,10,31,91,83
401507293,away,1,0,91,58,27,21,10,31,27,6,26,4,20,59,29,14,7,27,83,91
401507294,home,1,0,96,69,32,16,4,35,28,13,21,12,19,60,31,27,12,35,104,96
401507294,away,1,0,104,60,31,27,12,35,30,12,19,13,21,69,32,16,4,35,96,104
401507295,home,1,0,69,65,29,24,5,10,6,13,27,11,23,64,32,15,7,11,81,69
401507295,away,1,0,81,64,32,15,7,11,10,11,23,13,27,65,29,24,5,10,69,81
401507296,home,1,0,80,58,30,19,6,17,14,6,33,6,25,67,29,19,8,24,87,80
401507296,away,1,0,87,67,29,19,8,24,21,6,25,6,33,58,30,19,6,17,80,87
401507297,home,1,0,79,73,32,28,11,5,4,6,22,6,31,56,30,14,7,26,88,79
401507297,away,1,0,88,56,30,14,7,26,21,6,31,6,22,73,32,28,11,5,79,88
401507298,home,0,-1,83,70,27,23,8,28,21,8,22,11,34,70,37,31,16,16,104,84
401507298,away,0,0,104,70,37,31,16,16,14,11,34,8,22,70,27,23,8,28,83,104
401507299,home,1,0,91,59,34,28,13,15,10,4,29,9,17,68,26,28,8,15,72,91
401507299,away,1,0,72,68,26,28,8,15,12,9,17,4,29,59,34,28,13,15,91,72
401507300,home,0,0,91,67,34,27,10,14,13,13,26,7,19,58,25,19,11,15,74,91
401507300,away,0,1,74,58,25,19,11,15,13,7,19,13,26,67,34,27,10,14,91,73
401507301,home,1,0,90,53,31,16,9,21,19,2,24,10,21,63,30,13,7,25,84,90
401507301,away,1,0,84,63,30,13,7,25,17,10,21,2,24,53,31,16,9,21,90,84
401507302,home,1,0,68,59,21,13,4,31,22,8,37,11,34,68,23,21,8,19,67,68
401507302,away,1,0,67,68,23,21,8,19,13,11,34,8,37,59,21,13,4,31,68,67
401507303,home,1,0,89,64,34,25,13,12,8,5,29,7,26,66,29,22,7,9,73,89
401507303,away,1,0,73,66,29,22,7,9,8,7,26,5,29,64,34,25,13,12,89,73
401507304,home,1,0,113,73,42,28,14,16,15,3,31,7,28,78,34,30,12,11,89,113
401507304,away,1,0,89,78,34,30,12,11,9,7,28,3,31,73,42,28,14,16,113,89
401507305,home,1,0,85,57,28,15,5,28,24,4,26,4,27,58,24,22,4,24,74,85
401507305,away,1,0,74,58,24,22,4,24,22,4,27,4,26,57,28,15,5,28,85,74
401507306,home,1,0,91,62,30,15,6,27,25,7,27,9,25,68,33,18,8,14,81,91
401507306,away,1,0,81,68,33,18,8,14,7,9,25,7,27,62,30,15,6,27,91,81
401507307,home,0,1,84,58,30,20,4,24,20,8,24,12,22,65,28,24,8,16,76,83
401507307,away,0,0,76,65,28,24,8,16,12,12,22,8,24,58,30,20,4,24,84,76
401507309,home,1,0,89,66,33,17,7,19,16,8,24,10,25,68,37,29,12,19,100,89
401507309,away,1,0,100,68,37,29,12,19,14,10,25,8,24,66,33,17,7,19,89,100
401507308,home,1,0,81,58,32,15,7,11,10,7,31,11,20,70,31,23,5,7,71,81
401507308,away,1,0,71,70,31,23,5,7,4,11,20,7,31,58,32,15,7,11,81,71
401507310,home,1,0,86,75,32,23,7,19,15,8,30,5,38,56,23,16,4,19,65,86
401507310,away,1,0,65,56,23,16,4,19,15,5,38,8,30,75,32,23,7,19,86,65
401507376,home,1,0,63,63,23,25,5,14,12,4,24,12,37,66,28,35,15,17,82,63
401507376,away,1,0,82,66,28,35,15,17,11,12,37,4,24,63,23,25,5,14,63,82
401507311,home,1,0,88,65,32,24,9,16,15,7,28,4,24,63,25,37,15,13,75,88
401507311,away,1,0,75,63,25,37,15,13,10,4,24,7,28,65,32,24,9,16,88,75
401507312,home,1,0,75,61,27,14,3,23,18,16,21,16,24,71,36,18,8,23,95,75
401507312,away,1,0,95,71,36,18,8,23,15,16,24,16,21,61,27,14,3,23,75,95
401507313,home,1,0,79,62,31,19,8,10,9,7,29,3,24,59,26,26,12,25,83,79
401507313,away,1,0,83,59,26,26,12,25,19,3,24,7,29,62,31,19,8,10,79,83
401507314,home,1,0,78,63,28,14,4,20,18,7,24,14,25,66,27,20,5,12,67,78
401507314,away,1,0,67,66,27,20,5,12,8,14,25,7,24,63,28,14,4,20,78,67
401507315,home,1,0,63,67,25,23,4,11,9,11,25,8,32,69,33,29,10,11,85,63
401507315,away,1,0,85,69,33,29,10,11,9,8,32,11,25,67,25,23,4,11,63,85
401507316,home,1,0,70,68,25,27,8,17,12,11,22,9,27,58,28,21,6,18,78,70
401507316,away,1,0,78,58,28,21,6,18,16,9,27,11,22,68,25,27,8,17,70,78
401507317,home,0,0,72,73,27,32,8,11,10,13,19,2,27,51,28,13,7,17,79,72
401507317,away,0,1,79,51,28,13,7,17,16,2,27,13,19,73,27,32,8,11,72,78
401507318,home,1,0,84,70,30,29,12,17,12,7,24,8,32,68,34,21,9,23,97,84
401507318,away,1,0,97,68,34,21,9,23,20,8,32,7,24,70,30,29,12,17,84,97
401507319,home,1,0,73,58,26,19,3,25,18,7,18,5,28,54,27,21,7,23,79,73
401507319,away,1,0,79,54,27,21,7,23,18,5,28,7,18,58,26,19,3,25,73,79
401507320,home,1,0,73,64,27,22,3,23,16,12,24,8,21,62,29,18,7,26,83,73
401507320,away,1,0,83,62,29,18,7,26,18,8,21,12,24,64,27,22,3,23,73,83
401507321,home,0,0,74,63,24,19,4,24,22,9,28,10,31,74,32,27,11,18,89,74
401507321,away,0,1,89,74,32,27,11,18,14,10,31,9,28,63,24,19,4,24,74,88
401507322,home,1,0,100,60,33,16,6,33,28,5,25,5,29,66,35,18,8,36,112,100
401507322,away,1,0,112,66,35,18,8,36,34,5,29,5,25,60,33,16,6,33,100,112
401507323,home,1,0,64,60,22,23,7,15,13,9,29,4,24,54,24,25,8,13,68,64
401507323,away,1,0,68,54,24,25,8,13,12,4,24,9,29,60,22,23,7,15,64,68
401507324,home,0,0,102,75,39,25,9,19,15,11,25,15,25,67,27,21,8,25,80,102
401507324,away,0,1,80,67,27,21,8,25,18,15,25,11,25,75,39,25,9,19,102,79
401507325,home,1,0,91,68,34,25,11,15,12,8,20,17,24,75,33,22,8,16,86,91
401507325,away,1,0,86,75,33,22,8,16,12,17,24,8,20,68,34,25,11,15,91,86
401507326,home,1,0,91,57,34,16,10,19,13,8,22,8,20,54,24,16,3,14,62,91
401507326,away,1,0,62,54,24,16,3,14,11,8,20,8,22,57,34,16,10,19,91,62
401507327,home,1,0,90,73,36,33,11,8,7,6,29,12,31,74,33,31,8,26,95,90
401507327,away,1,0,95,74,33,31,8,26,21,12,31,6,29,73,36,33,11,8,90,95
401507328,home,1,0,90,59,28,20,9,32,25,9,26,8,23,61,28,27,11,25,86,90
401507328,away,1,0,86,61,28,27,11,25,19,8,23,9,26,59,28,20,9,32,90,86
401507329,home,1,0,87,72,35,26,9,10,8,10,23,6,28,71,34,23,8,18,94,87
401507329,away,1,0,94,71,34,23,8,18,18,6,28,10,23,72,35,26,9,10,87,94
401507330,home,1,0,81,62,30,12,2,25,19,11,23,10,23,61,31,23,7,25,90,81
401507330,away,1,0,90,61,31,23,7,25,21,10,23,11,23,62,30,12,2,25,81,90
401507331,home,1,0,78,59,30,10,5,16,13,6,23,5,22,61,31,18,6,17,83,78
401507331,away,1,0,83,61,31,18,6,17,15,5,22,6,23,59,30,10,5,16,78,83
401507332,home,1,0,78,67,28,27,7,18,15,6,33,6,34,63,20,29,6,21,62,78
401507332,away,1,0,62,63,20,29,6,21,16,6,34,6,33,67,28,27,7,18,78,62
401507333,home,1,0,76,67,31,20,8,7,6,5,24,5,30,72,41,27,12,17,111,76
401507333,away,1,0,111,72,41,27,12,17,17,5,30,5,24,67,31,20,8,7,76,111
401507334,home,1,0,83,64,32,26,8,16,11,7,31,1,25,58,26,21,6,15,68,83
401507334,away,1,0,68,58,26,21,6,15,10,1,25,7,31,64,32,26,8,16,83,68
401507335,home,0,1,84,68,32,20,10,13,10,7,24,12,25,67,26,16,4,27,80,83
401507335,away,0,0,80,67,26,16,4,27,24,12,25,7,24,68,32,20,10,13,84,80
401507336,home,1,0,74,59,32,15,2,10,8,4,26,14,20,68,26,15,6,20,77,74
401507336,away,1,0,77,68,26,15,6,20,19,14,20,4,26,59,32,15,2,10,74,77
401507337,home,1,0,85,68,31,26,8,17,15,9,35,6,27,69,31,21,10,23,90,85
401507337,away,1,0,90,69,31,21,10,23,18,6,27,9,35,68,31,26,8,17,85,90
401507338,home,0,0,94,69,34,33,10,19,16,12,31,5,26,66,31,24,10,20,86,94
401507338,away,0,1,86,66,31,24,10,20,14,5,26,12,31,69,34,33,10,19,94,85
401507339,home,1,0,94,70,39,18,7,9,9,10,22,1,22,54,32,8,4,11,76,94
401507339,away,1,0,76,54,32,8,4,11,8,1,22,10,22,70,39,18,7,9,94,76
401507340,home,0,0,83,62,29,26,12,15,13,8,24,9,25,65,28,27,10,7,73,83
401507340,away,0,1,73,65,28,27,10,7,7,9,25,8,24,62,29,26,12,15,83,72
401507341,home,1,0,75,73,29,22,7,12,10,14,27,8,31,64,30,22,9,13,76,75
401507341,away,1,0,76,64,30,22,9,13,7,8,31,14,27,73,29,22,7,12,75,76
401507342,home,1,0,84,52,24,18,12,30,24,6,24,5,20,54,30,11,7,11,74,84
401507342,away,1,0,74,54,30,11,7,11,7,5,20,6,24,52,24,18,12,30,84,74
401507343,home,1,0,84,62,29,28,10,19,16,4,29,10,27,66,28,20,6,17,75,84
401507343,away,1,0,75,66,28,20,6,17,13,10,27,4,29,62,29,28,10,19,84,75
401507344,home,1,0,61,60,20,20,6,16,15,4,22,6,39,53,21,23,5,28,72,61
401507344,away,1,0,72,53,21,23,5,28,25,6,39,4,22,60,20,20,6,16,61,72
401507345,home,1,0,100,67,35,23,10,23,20,12,17,14,21,74,40,24,14,18,110,100
401507345,away,1,0,110,74,40,24,14,18,16,14,21,12,17,67,35,23,10,23,100,110
401507346,home,1,0,89,59,34,25,8,18,13,8,32,6,21,58,21,18,6,14,58,89
401507346,away,1,0,58,58,21,18,6,14,10,6,21,8,32,59,34,25,8,18,89,58
401507347,home,1,0,91,77,36,24,8,15,11,14,36,13,32,83,32,19,5,20,85,91
401507347,away,1,0,85,83,32,19,5,20,16,13,32,14,36,77,36,24,8,15,91,85
401507348,home,1,0,103,73,35,29,10,25,23,9,29,9,29,65,27,22,9,17,77,103
401507348,away,1,0,77,65,27,22,9,17,14,9,29,9,29,73,35,29,10,25,103,77
401507349,home,1,0,69,67,27,23,8,8,7,7,24,10,30,69,34,25,10,11,86,69
401507349,away,1,0,86,69,34,25,10,11,8,10,30,7,24,67,27,23,8,8,69,86
401507350,home,0,0,84,79,32,28,7,19,13,10,29,10,31,75,36,28,12,17,96,84
401507350,away,0,-1,96,75,36,28,12,17,12,10,31,10,29,79,32,28,7,19,84,97
401507351,home,1,0,86,71,31,21,9,22,15,10,31,9,28,63,25,14,7,22,73,86
401507351,away,1,0,73,63,25,14,7,22,16,9,28,10,31,71,31,21,9,22,86,73
401507352,home,1,0,72,51,23,20,5,24,21,2,29,6,25,61,26,26,6,7,64,72
401507352,away,1,0,64,61,26,26,6,7,6,6,25,2,29,51,23,20,5,24,72,64
401507353,home,1,0,90,62,34,20,8,16,14,8,24,8,17,55,25,19,8,21,76,90
401507353,away,1,0,76,55,25,19,8,21,18,8,17,8,24,62,34,20,8,16,90,76
401507354,home,1,0,69,55,24,16,5,22,16,5,26,5,30,75,38,31,14,7,96,69
401507354,away,1,0,96,75,38,31,14,7,6,5,30,5,26,55,24,16,5,22,69,96
401507355,home,1,0,93,73,37,19,4,18,15,13,24,11,21,67,34,26,8,23,94,93
401507355,away,1,0,94,67,34,26,8,23,18,11,21,13,24,73,37,19,4,18,93,94
401507356,home,1,0,77,61,29,17,6,18,13,7,24,1,28,66,38,24,13,11,100,77
401507356,away,1,0,100,66,38,24,13,11,11,1,28,7,24,61,29,17,6,18,77,100
401507357,home,1,0,79,66,33,12,3,12,10,8,29,6,24,58,22,19,6,20,68,79
401507357,away,1,0,68,58,22,19,6,20,18,6,24,8,29,66,33,12,3,12,79,68
401507358,home,1,0,96,62,35,33,17,10,9,7,24,7,18,66,34,22,10,13,89,96
401507358,away,1,0,89,66,34,22,10,13,11,7,18,7,24,62,35,33,17,10,96,89
401507359,home,1,0,76,55,29,19,7,17,11,6,31,6,21,58,22,18,4,16,59,76
401507359,away,1,0,59,58,22,18,4,16,11,6,21,6,31,55,29,19,7,17,76,59
401507360,home,1,0,75,69,27,31,11,12,10,4,28,9,38,64,25,25,6,29,80,75
401507360,away,1,0,80,64,25,25,6,29,24,9,38,4,28,69,27,31,11,12,75,80
401507361,home,0,0,92,74,35,21,11,14,11,9,23,7,24,63,33,20,8,18,88,92
401507361,away,0,1,88,63,33,20,8,18,14,7,24,9,23,74,35,21,11,14,92,87
401507362,home,1,0,106,67,41,20,8,21,16,9,27,8,16,64,31,25,11,21,91,106
401507362,away,1,0,91,64,31,25,11,21,18,8,16,9,27,67,41,20,8,21,106,91
401507363,home,1,0,73,69,26,17,5,18,16,8,27,3,35,70,38,22,6,14,94,73
401507363,away,1,0,94,70,38,22,6,14,12,3,35,8,27,69,26,17,5,18,73,94
401507364,home,1,0,77,64,26,17,6,26,19,7,22,6,38,63,33,16,5,23,94,77
401507364,away,1,0,94,63,33,16,5,23,23,6,38,7,22,64,26,17,6,26,77,94
401507365,home,1,0,91,79,34,24,7,19,16,10,26,6,32,69,39,22,12,14,102,91
401507365,away,1,0,102,69,39,22,12,14,12,6,32,10,26,79,34,24,7,19,91,102
401507366,home,1,0,87,69,34,21,8,19,11,11,25,8,21,67,27,20,5,17,72,87
401507366,away,1,0,72,67,27,20,5,17,13,8,21,11,25,69,34,21,8,19,87,72
401507367,home,1,0,88,71,30,36,12,16,16,11,25,7,25,64,33,22,8,19,90,88
401507367,away,1,0,90,64,33,22,8,19,16,7,25,11,25,71,30,36,12,16,88,90
401507368,home,0,0,100,67,37,33,14,16,12,10,22,10,22,68,34,25,10,6,84,100
401507368,away,0,-1,84,68,34,25,10,6,6,10,22,10,22,67,37,33,14,16,100,85
401507369,home,1,0,89,63,32,21,12,15,13,5,28,14,24,74,34,18,5,24,91,89
401507369,away,1,0,91,74,34,18,5,24,18,14,24,5,28,63,32,21,12,15,89,91
401578549,home,1,0,90,68,33,30,16,12,8,7,29,7,25,58,21,24,5,16,60,90
401578549,away,1,0,60,58,21,24,5,16,13,7,25,7,29,68,33,30,16,12,90,60
401578550,home,1,0,87,69,32,19,7,17,16,5,34,9,34,65,24,20,5,8,59,87
401578550,away,1,0,59,65,24,20,5,8,6,9,34,5,34,69,32,19,7,17,87,59
401578551,home,1,0,90,73,33,33,12,14,12,14,29,13,24,66,31,21,5,12,75,90
401578551,away,1,0,75,66,31,21,5,12,8,13,24,14,29,73,33,33,12,14,90,75
401578552,home,1,0,94,67,34,16,7,27,19,11,33,9,23,71,28,28,13,17,82,94
401578552,away,1,0,82,71,28,28,13,17,13,9,23,11,33,67,34,16,7,27,94,82
401578553,home,1,0,75,63,28,20,7,14,12,6,24,8,27,65,33,24,9,10,82,75
401578553,away,1,0,82,65,33,24,9,10,7,8,27,6,24,63,28,20,7,14,75,82
401578554,home,1,0,92,70,32,22,7,23,21,15,31,7,25,61,25,20,7,15,70,92
401578554,away,1,0,70,61,25,20,7,15,13,7,25,15,31,70,32,22,7,23,92,70
401578555,home,1,0,88,74,34,19,4,19,16,11,30,9,29,69,32,22,8,16,85,88
401578555,away,1,0,85,69,32,22,8,16,13,9,29,11,30,74,34,19,4,19,88,85
401578556,home,1,0,101,74,41,21,7,14,12,12,29,5,23,61,28,19,7,18,74,101
401578556,away,1,0,74,61,28,19,7,18,11,5,23,12,29,74,41,21,7,14,101,74
401578557,home,1,0,75,55,26,22,8,19,15,6,21,7,28,62,36,20,9,14,90,75
401578557,away,1,0,90,62,36,20,9,14,9,7,28,6,21,55,26,22,8,19,75,90
401578561,home,1,0,63,61,23,27,8,12,9,12,18,12,23,63,31,25,8,10,78,63
401578561,away,1,0,78,63,31,25,8,10,8,12,23,12,18,61,23,27,8,12,63,78
401578562,home,1,0,97,66,37,22,10,13,13,10,26,10,19,64,31,21,9,18,83,97
401578562,away,1,0,83,64,31,21,9,18,12,10,19,10,26,66,37,22,10,13,97,83
401578563,home,1,0,84,63,29,26,10,16,16,8,29,6,25,59,27,23,9,18,77,84
401578563,away,1,0,77,59,27,23,9,18,14,6,25,8,29,63,29,26,10,16,84,77
401578564,home,1,0,91,59,30,24,9,25,22,8,31,21,19,82,33,25,10,13,84,91
401578564,away,1,0,84,82,33,25,10,13,8,21,19,8,31,59,30,24,9,25,91,84
401578565,home,1,0,81,65,33,15,5,11,10,8,22,11,24,71,38,26,9,7,92,81
401578565,away,1,0,92,71,38,26,9,7,7,11,24,8,22,65,33,15,5,11,81,92
401578566,home,0,-1,60,72,24,27,5,15,7,11,30,5,34,55,24,19,6,14,64,61
401578566,away,0,0,64,55,24,19,6,14,10,5,34,11,30,72,24,27,5,15,60,64
401578567,home,1,0,84,71,35,25,11,8,3,7,26,11,31,62,28,22,10,25,87,84
401578567,away,1,0,87,62,28,22,10,25,21,11,31,7,26,71,35,25,11,8,84,87
401578571,home,1,0,99,61,35,19,9,23,20,4,30,6,24,64,32,28,9,13,82,99
401578571,away,1,0,82,64,32,28,9,13,9,6,24,4,30,61,35,19,9,23,99,82
401578572,home,1,0,104,66,37,28,13,17,17,8,32,13,22,71,26,34,8,22,76,104
401578572,away,1,0,76,71,26,34,8,22,16,13,22,8,32,66,37,28,13,17,104,76
401578573,home,1,0,87,63,33,29,13,16,8,4,31,8,26,61,23,20,7,23,73,87
401578573,away,1,0,73,61,23,20,7,23,20,8,26,4,31,63,33,29,13,16,87,73
401578574,home,1,0,69,71,26,26,9,12,8,9,30,6,32,62,28,21,5,11,70,69
401578574,away,1,0,70,62,28,21,5,11,9,6,32,9,30,71,26,26,9,12,69,70
401649378,home,1,0,92,64,37,21,7,17,11,8,21,12,21,55,27,17,5,25,81,92
401649378,away,1,0,81,55,27,17,5,25,22,12,21,8,21,64,37,21,7,17,92,81
401653060,home,0,1,80,67,29,25,9,16,13,9,25,5,28,55,26,20,7,21,76,79
401653060,away,0,0,76,55,26,20,7,21,17,5,28,9,25,67,29,25,9,16,80,76
401653631,home,1,0,87,52,31,21,10,19,15,7,30,15,20,78,29,34,8,23,84,87
401653631,away,1,0,84,78,29,34,8,23,18,15,20,7,30,52,31,21,10,19,87,84
401647556,home,1,0,79,70,28,28,9,17,14,8,11,14,28,60,29,24,8,20,84,79
401647556,away,1,0,84,60,29,24,8,20,18,14,28,8,11,70,28,28,9,17,79,84
401649379,home,1,0,101,70,39,24,11,16,12,12,29,11,21,59,20,16,3,14,53,101
401649379,away,1,0,53,59,20,16,3,14,10,11,21,12,29,70,39,24,11,16,101,53
401649380,home,1,0,85,62,29,28,11,20,16,8,35,9,27,65,22,26,5,15,59,85
401649380,away,1,0,59,65,22,26,5,15,10,9,27,8,35,62,29,28,11,20,85,59
401653632,home,1,0,77,55,26,26,10,24,15,8,20,2,26,49,24,25,10,31,83,77
401653632,away,1,0,83,49,24,25,10,31,25,2,26,8,20,55,26,26,10,24,77,83
401649560,home,1,0,79,72,32,27,12,4,3,17,15,6,24,55,31,24,10,12,82,79
401649560,away,1,0,82,55,31,24,10,12,10,6,24,17,15,72,32,27,12,4,79,82
401653633,home,1,0,83,63,31,26,8,19,13,7,29,14,20,67,28,16,7,19,80,83
401653633,away,1,0,80,67,28,16,7,19,17,14,20,7,29,63,31,26,8,19,83,80
401653634,home,1,0,85,60,27,31,16,18,15,7,13,12,30,52,29,23,12,31,98,85
401653634,away,1,0,98,52,29,23,12,31,28,12,30,7,13,60,27,31,16,18,85,98
401653736,home,0,4,102,67,35,31,9,28,23,11,35,8,20,61,18,25,6,12,50,98
401653736,away,0,0,50,61,18,25,6,12,8,8,20,11,35,67,35,31,9,28,102,50
401620178,home,1,0,80,73,31,31,10,11,8,10,24,8,28,61,32,28,8,15,85,80
401620178,away,1,0,85,61,32,28,8,15,13,8,28,10,24,73,31,31,10,11,80,85
401620219,home,1,0,92,61,32,19,9,25,19,8,22,4,24,49,24,20,8,19,71,92
401620219,away,1,0,71,49,24,20,8,19,15,4,24,8,22,61,32,19,9,25,92,71
401620220,home,1,0,89,65,29,28,6,29,25,8,29,10,27,71,29,34,15,10,80,89
401620220,away,1,0,80,71,29,34,15,10,7,10,27,8,29,65,29,28,6,29,89,80
401620221,home,1,0,70,70,29,9,1,14,11,14,29,7,32,70,34,23,7,9,83,70
401620221,away,1,0,83,70,34,23,7,9,8,7,32,14,29,70,29,9,1,14,70,83
401620222,home,1,0,87,79,37,16,5,10,8,15,27,16,21,62,29,17,5,27,79,87
401620222,away,1,0,79,62,29,17,5,27,16,16,21,15,27,79,37,16,5,10,87,79
401620223,home,1,0,81,63,28,30,12,22,13,8,27,7,27,65,34,17,8,19,92,81
401620223,away,1,0,92,65,34,17,8,19,16,7,27,8,27,63,28,30,12,22,81,92
401620224,home,1,0,66,52,22,17,5,22,17,7,19,13,27,74,36,26,8,23,102,66
401620224,away,1,0,102,74,36,26,8,23,22,13,27,7,19,52,22,17,5,22,66,102
401620225,home,1,0,84,64,29,18,2,26,24,8,21,4,24,55,28,22,9,14,77,84
401620225,away,1,0,77,55,28,22,9,14,12,4,24,8,21,64,29,18,2,26,84,77
401620226,home,1,0,102,71,35,29,13,25,19,10,32,9,33,68,31,20,5,29,93,102
401620226,away,1,0,93,68,31,20,5,29,26,9,33,10,32,71,35,29,13,25,102,93
401620227,home,1,0,91,61,31,29,15,16,14,6,26,10,24,74,33,25,9,6,80,91
401620227,away,1,0,80,74,33,25,9,6,5,10,24,6,26,61,31,29,15,16,91,80
401620228,home,1,0,89,68,31,30,13,16,14,10,24,3,28,62,34,13,5,15,82,89
401620228,away,1,0,82,62,34,13,5,15,9,3,28,10,24,68,31,30,13,16,89,82
401620229,home,1,0,74,53,23,16,7,23,21,13,27,19,23,72,32,21,4,20,83,74
401620229,away,1,0,83,72,32,21,4,20,15,19,23,13,27,53,23,16,7,23,74,83
401620230,home,1,0,88,61,27,20,6,32,28,7,31,7,26,61,27,23,10,27,85,88
401620230,away,1,0,85,61,27,23,10,27,21,7,26,7,31,61,27,20,6,32,88,85
401620231,home,1,0,75,60,25,26,9,23,16,6,23,14,29,64,28,19,5,29,84,75
401620231,away,1,0,84,64,28,19,5,29,23,14,29,6,23,60,25,26,9,23,75,84
401620232,home,1,0,84,65,33,20,6,13,12,13,23,15,18,67,30,19,4,30,88,84
