game_id,season,margin,total,pstr,pnews,telo,zone,rest,b2b,form5,pace_d,pace_s,tov,oreb,ftr,p3ar,p3pct,stk,bench,drop
401320568,2021,-23.0,165.0,0.2225,0.2303,117.0,0,0,0,1.81,-1.83,162.11,0.0424,-0.0042,-0.0777,-0.0956,0.015,1.8,0.0062,0.2503
401320569,2021,-14.0,126.0,-0.184,-0.3329,-2.7,0,1,0,2.72,-1.87,161.94,-0.0287,-0.0192,-0.0267,0.0748,0.0237,-0.3,-0.1777,-0.2374
401320570,2021,14.0,180.0,0.1066,0.1983,81.0,0,0,0,31.31,-1.16,164.03,-0.0645,-0.0035,-0.0655,0.1568,0.0331,2.22,0.4706,-0.4161
401320571,2021,-8.0,138.0,0.0898,-0.0609,74.5,0,0,0,8.47,0.81,164.93,-0.0157,0.0832,0.0075,-0.1259,0.0211,-0.43,0.025,-0.0238
401320572,2021,8.0,164.0,0.1643,0.1276,80.0,0,0,0,11.74,-2.85,161.01,0.008,0.055,-0.0838,-0.0832,0.0168,-0.01,-0.2296,0.4226
401320573,2021,11.0,161.0,-0.2508,-0.1341,-167.0,0,-2,0,1.72,2.08,164.08,0.0285,-0.0812,0.0299,0.0624,-0.0831,1.34,-0.1314,-0.0412
401320574,2021,-21.0,161.0,-0.1493,-0.156,1.3,0,1,0,-1.38,-1.0,161.9,-0.0132,-0.0103,-0.1033,-0.0109,-0.0031,0.97,-0.0175,-0.2084
401320575,2021,-16.0,176.0,0.1296,0.182,94.0,0,0,0,32.42,-1.46,164.63,-0.0491,0.0026,-0.0448,0.1757,0.0581,1.94,0.3759,-0.2859
401320576,2021,-8.0,162.0,-0.1063,-0.1935,-112.4,0,1,0,-1.72,1.08,164.67,-0.0222,0.0598,-0.011,-0.0884,-0.039,0.74,-0.1226,-0.0357
401320577,2021,21.0,155.0,0.1882,0.2701,167.2,0,0,0,9.05,-5.97,164.19,-0.0255,0.0491,0.0138,0.0025,0.0381,1.39,0.1434,0.1686
401320578,2021,-12.0,168.0,-0.1893,-0.2764,-124.8,0,0,0,-16.78,-0.18,163.32,0.0431,0.0125,0.0164,-0.0133,-0.0229,-2.39,-0.2557,0.0761
401320579,2021,-4.0,162.0,-0.0793,-0.0879,3.4,0,0,0,-3.96,-0.94,167.75,0.0311,-0.0036,-0.0338,0.0776,0.0076,-4.05,-0.3779,0.4224
401320580,2021,29.0,173.0,-0.2089,-0.1409,98.6,0,0,0,-13.57,-3.05,164.73,-0.0527,0.0764,0.009,-0.0353,-0.0528,2.86,-0.0682,-0.1238
401320581,2021,-17.0,151.0,-0.1596,-0.2447,-75.1,0,1,0,-10.32,2.78,158.68,0.0132,-0.0383,0.1285,0.098,-0.0598,-1.26,0.0061,-0.2997
401320582,2021,28.0,166.0,0.1773,0.2642,68.5,0,-2,0,5.03,0.63,164.61,0.0016,0.0296,0.0315,-0.1353,0.0077,-1.67,-0.0606,0.4624
401320583,2021,-3.0,197.0,-0.3903,-0.4795,-205.9,0,3,0,-10.31,1.75,165.67,0.0154,0.0114,0.0976,0.0154,-0.0208,-3.39,-0.4781,0.0767
401320584,2021,-8.0,178.0,0.217,0.1425,168.3,0,2,0,5.52,0.22,167.36,-0.0149,0.0739,0.0977,-0.131,-0.0549,1.86,0.1299,-0.0248
401320585,2021,12.0,166.0,-0.0105,-0.144,-82.5,0,0,0,-6.41,2.35,163.76,0.037,0.0095,-0.0307,-0.1043,-0.012,-2.88,-0.1441,0.0284
401320586,2021,-7.0,137.0,0.0504,0.0303,-6.9,0,0,0,-12.09,6.07,160.56,0.0052,-0.1237,0.0706,-0.1139,-0.0029,0.13,0.0634,-0.0316
401320588,2021,7.0,169.0,0.139,0.1423,-64.4,0,-1,1,-1.5,-1.04,169.25,0.0576,-0.0571,-0.0964,0.0337,0.0198,0.56,-0.0077,0.2867
401320587,2021,-16.0,154.0,-0.0534,-0.1171,-59.1,0,0,0,0.96,1.96,163.97,0.0332,0.009,-0.0087,-0.1133,0.0063,-2.44,-0.1001,-0.008
401320589,2021,-7.0,173.0,0.2762,0.1917,108.9,0,-2,0,5.0,1.37,167.76,0.0347,-0.0308,0.0342,0.0301,0.0048,-2.55,0.0065,0.2024
401320590,2021,3.0,177.0,0.11,0.0573,43.4,0,1,0,-7.36,5.27,160.84,-0.0328,-0.1309,0.0273,0.0435,0.0137,2.79,0.2979,-0.2569
401320591,2021,-6.0,164.0,-0.2417,-0.381,-88.2,0,2,0,-8.6,-3.04,161.91,-0.0058,0.067,0.0356,0.1731,-0.0585,-2.35,-0.6569,0.3082
401320592,2021,6.0,196.0,0.0219,0.0395,-10.6,0,-1,0,-0.18,-1.62,167.2,-0.0141,0.0349,-0.0227,-0.1388,-0.033,4.95,0.4138,-0.4763
401320593,2021,5.0,167.0,0.2833,0.3263,121.1,0,0,0,8.16,-1.18,159.79,0.0111,0.0762,-0.014,-0.083,0.0356,1.66,-0.2938,0.6591
401320594,2021,-15.0,137.0,0.1152,0.1406,6.5,0,-2,0,19.32,1.7,167.87,0.0239,0.0797,0.1119,-0.052,-0.0071,-0.15,0.1925,-0.1313
401320595,2021,10.0,154.0,0.3166,0.294,151.0,0,-2,0,10.31,0.77,166.9,-0.0428,0.0021,0.015,0.0231,0.038,4.56,0.1231,0.2105
401320596,2021,36.0,190.0,0.3935,0.4066,194.3,0,-1,0,13.15,0.6,163.95,-0.0137,-0.0562,0.0609,-0.0464,0.0338,3.19,0.0068,0.5013
401320597,2021,-3.0,177.0,0.1399,0.0326,-43.8,0,3,0,0.36,-0.05,166.44,0.0751,-0.1076,-0.0756,0.176,0.0606,-3.26,-0.2278,0.2974
401320598,2021,-4.0,174.0,-0.076,-0.0066,-61.2,0,-1,0,0.57,4.7,163.89,-0.0148,-0.0194,0.0104,-0.003,0.0673,-0.17,-0.1618,0.2078
401320599,2021,-3.0,161.0,0.0589,0.1106,-24.8,0,0,0,6.17,0.52,167.46,0.0383,0.0619,0.1187,-0.0382,-0.0181,-1.11,0.2475,-0.2029
401320600,2021,23.0,179.0,0.4941,0.5385,208.3,0,0,0,30.28,1.58,166.08,-0.0383,-0.077,0.0817,-0.0415,0.0592,4.36,0.4398,0.0532
401320601,2021,5.0,153.0,-0.135,-0.1287,-107.5,0,0,0,-14.19,3.52,161.63,-0.0014,-0.0872,-0.0145,-0.0031,-0.0625,-2.73,-0.2557,0.2267
401320602,2021,7.0,141.0,-0.0915,-0.1487,-1.0,0,0,0,-14.7,-3.95,163.6,0.0099,0.0998,-0.0973,0.1194,-0.0109,-1.36,-0.4736,0.4299
401320603,2021,-1.0,167.0,0.0063,0.0707,-7.3,0,-1,0,-4.31,6.98,162.44,0.0587,0.0062,-0.011,-0.0955,0.0191,2.68,0.6572,-0.6574
401320604,2021,10.0,148.0,-0.0395,-0.0345,-104.2,0,1,0,5.07,-0.78,169.23,-0.0438,0.0397,0.1003,0.0534,0.0213,-3.67,0.0028,-0.0568
401320605,2021,15.0,161.0,0.547,0.626,275.0,0,2,0,18.47,0.38,166.2,-0.0517,-0.0377,-0.0065,0.078,0.0674,5.34,0.4387,0.2098
401320606,2021,-12.0,176.0,-0.1848,-0.3297,-218.6,0,3,0,-11.42,1.99,168.34,0.0611,0.0121,-0.0918,0.2164,0.0743,-2.56,-1.4188,1.223
401320607,2021,3.0,151.0,0.0227,-0.066,16.5,0,0,0,6.67,-6.96,163.72,-0.0363,-0.0162,0.0198,0.0992,0.0232,-2.11,-0.5569,0.5979
401320608,2021,35.0,161.0,0.1269,-0.0065,130.8,0,0,0,9.28,1.28,166.92,0.0021,-0.068,-0.0156,0.0698,0.0593,4.74,-0.2065,0.2704
401320609,2021,2.0,170.0,0.1558,0.1613,75.3,0,0,0,-8.5,-2.59,168.13,0.0248,-0.0671,-0.0411,0.1024,-0.0157,-4.75,0.0896,0.1192
401320610,2021,3.0,207.0,0.4187,0.5345,231.4,0,0,0,10.26,-0.43,165.87,-0.0124,-0.0385,-0.0528,-0.0199,0.0113,3.81,0.3459,0.2424
401320611,2021,-3.0,189.0,-0.2751,-0.3547,-120.8,0,3,0,-11.59,-3.15,164.33,0.0016,0.0792,-0.1094,0.2065,-0.0016,-2.71,-0.8965,0.6857
401320612,2021,5.0,131.0,-0.0235,-0.1454,44.3,0,0,0,10.46,-2.49,168.73,-0.0285,-0.1057,-0.0786,0.0705,0.0646,0.88,-0.3936,0.3478
401320613,2021,21.0,149.0,0.1914,0.249,236.4,0,2,0,7.61,-5.84,164.33,-0.0371,0.0953,0.0444,-0.0762,-0.0281,1.29,0.1145,0.1259
401320614,2021,20.0,180.0,0.1521,0.1505,80.3,0,0,0,-7.53,-3.2,168.99,0.0264,-0.0596,-0.0135,0.0805,-0.0083,-4.01,-0.1308,0.3565
401320615,2021,-1.0,135.0,0.3335,0.3822,234.0,0,0,0,8.54,-0.63,170.41,-0.0048,-0.0646,0.0033,-0.0082,0.002,3.2,0.3422,0.0023
401320616,2021,4.0,166.0,-0.1324,-0.1206,-42.4,0,1,0,1.23,0.4,165.02,-0.0269,-0.0024,-0.0513,0.0535,-0.0041,-0.53,-0.1672,-0.0859
401320619,2021,-4.0,166.0,0.0393,-0.0093,67.6,0,3,0,-1.94,-5.06,164.85,0.0244,-0.015,0.0422,-0.0142,-0.0281,0.61,-0.2318,0.2529
401320617,2021,-24.0,166.0,-0.3859,-0.3387,-235.1,0,0,0,-8.18,0.75,168.95,0.0265,0.1013,-0.0133,-0.0552,-0.0304,-0.09,-0.1908,-0.1394
401320618,2021,16.0,168.0,0.3022,0.3294,101.5,0,-1,0,20.35,1.93,166.69,0.0276,0.0178,0.0696,0.0204,0.0256,4.15,0.2922,0.0026
401320620,2021,18.0,160.0,0.0413,0.1354,-44.3,0,-3,0,-9.62,0.36,166.29,-0.0103,0.0458,0.0293,0.0545,-0.0168,-2.24,0.1339,-0.012
401320621,2021,-11.0,161.0,-0.4798,-0.4863,-254.3,0,0,0,-19.66,1.61,168.93,0.0241,0.1298,-0.0251,-0.0471,-0.0873,-0.19,-0.3599,-0.1612
401320622,2021,-18.0,136.0,0.0059,0.0059,51.7,0,0,0,-2.11,-4.67,163.14,0.0161,-0.0184,0.0706,-0.0076,-0.0599,1.19,-0.0641,-0.0225
401320623,2021,-4.0,162.0,-0.4518,-0.4661,-114.3,0,0,0,-25.98,-1.0,165.1,-0.0123,-0.0295,-0.0756,-0.0314,-0.0279,-3.36,-0.3388,-0.1501
401320624,2021,16.0,144.0,0.3208,0.3438,0.4,0,2,0,0.78,1.35,166.74,0.0303,0.0505,0.0476,0.0011,-0.0232,-2.21,0.3007,-0.0014
401320625,2021,-23.0,155.0,-0.1628,-0.3276,-61.3,0,3,0,-4.61,-3.68,161.21,0.0125,0.1249,-0.0242,-0.0236,-0.0522,-0.21,-0.2779,-0.1264
401320626,2021,23.0,179.0,-0.1212,-0.0859,-88.0,0,-1,0,-18.15,1.63,166.55,0.0049,0.0468,0.0069,-0.0877,-0.0303,1.73,0.2046,-0.3972
401320627,2021,7.0,163.0,0.3385,0.371,145.9,0,3,0,5.31,1.33,167.97,-0.0194,-0.1242,0.1134,-0.1375,-0.0239,2.52,0.8779,-0.7331
401320628,2021,-2.0,168.0,-0.0483,-0.0391,108.4,0,-3,0,1.97,-4.18,161.95,-0.0331,0.0698,0.082,-0.0958,-0.107,0.4,-0.1418,0.1177
401320629,2021,-17.0,157.0,-0.7424,-0.7416,-330.6,0,1,0,-30.86,-1.12,162.54,0.0378,0.0991,-0.0432,-0.1009,-0.111,-2.07,-0.4492,-0.4149
401320630,2021,-16.0,194.0,0.0238,0.0772,38.1,0,0,0,5.33,0.06,167.06,0.0064,-0.0437,0.0131,0.0617,0.0119,-1.32,-0.0941,0.2552
401320631,2021,22.0,178.0,0.4047,0.4138,236.9,0,0,0,13.09,1.63,168.46,-0.0423,-0.0035,0.1595,-0.229,-0.0658,1.53,0.3787,0.1085
401320632,2021,5.0,165.0,-0.1109,-0.0821,33.9,0,1,0,2.3,2.62,162.26,-0.0114,-0.0552,-0.0879,0.0085,0.0764,3.17,0.0389,-0.0816
401320633,2021,-10.0,148.0,-0.7556,-0.7545,-339.9,0,0,0,-32.32,-0.61,162.19,0.0344,0.0775,-0.0062,-0.0899,-0.1173,-0.57,-0.509,-0.3382
401320634,2021,3.0,189.0,0.0442,0.0217,51.3,0,0,0,3.22,-2.82,165.73,0.0013,-0.0438,0.0095,0.0757,0.017,-1.34,0.0754,-0.185
401320635,2021,6.0,156.0,0.0106,0.1723,-89.4,0,-2,0,6.29,4.96,161.5,0.0151,-0.0136,0.0362,-0.0055,0.0058,1.78,0.6009,-0.4997
401320636,2021,-12.0,158.0,-0.1101,-0.1701,-48.6,0,2,0,0.04,-1.7,167.92,-0.0594,0.0529,-0.0879,0.0113,-0.0327,-0.9,-0.0335,-0.1398
401320637,2021,27.0,179.0,0.4234,0.4243,244.7,0,0,0,20.22,2.38,168.76,-0.0435,0.011,0.1357,-0.2393,-0.0442,0.54,0.3007,0.155
401320638,2021,-14.0,146.0,-0.0878,-0.065,42.7,0,0,0,6.09,1.43,160.13,-0.0189,-0.0505,-0.1232,0.0119,0.0599,3.71,0.1096,-0.1274
401320639,2021,10.0,172.0,0.0398,0.207,-73.6,0,0,0,9.74,4.05,160.91,0.0104,-0.0016,0.0319,0.0206,-0.0102,2.11,0.5143,-0.3489
401320640,2021,5.0,159.0,0.2834,0.3156,127.8,0,0,0,14.89,1.38,162.97,-0.0187,0.0109,0.02,0.16,0.1051,-0.71,0.2184,0.0802
401320641,2021,18.0,172.0,-0.1587,-0.2038,-73.4,0,0,0,-5.11,-1.58,166.78,-0.0621,0.0404,-0.0739,-0.0046,-0.0274,-0.39,-0.0281,-0.1786
401320642,2021,-3.0,149.0,-0.0735,-0.0768,126.6,0,-1,0,8.81,-4.98,163.95,-0.0352,0.0227,0.0288,-0.1175,-0.0192,0.97,0.015,-0.0715
401320643,2021,10.0,150.0,-0.0191,0.0335,113.5,0,0,0,-7.67,-2.37,161.06,0.0333,-0.0261,0.0446,-0.0442,-0.0269,0.08,-0.0756,0.0748
401320644,2021,-20.0,164.0,-0.3356,-0.3193,-148.3,0,-1,0,-22.76,2.08,166.37,0.0315,-0.0314,-0.0604,0.1417,0.005,-1.98,-0.4871,0.2194
401320645,2021,-4.0,170.0,0.4561,0.4244,215.6,0,2,0,15.35,-1.2,163.77,-0.0054,-0.0684,-0.021,-0.0779,0.0428,1.22,0.5652,-0.0511
401320646,2021,-2.0,172.0,-0.1474,-0.1493,-81.7,0,1,0,-2.61,-0.07,167.61,-0.0468,0.0597,-0.0333,-0.0169,-0.0269,1.96,0.0069,-0.1384
401320647,2021,-25.0,153.0,-0.2693,-0.2467,-106.4,0,3,0,-10.83,0.22,160.84,0.0227,-0.0559,0.027,-0.0853,-0.1078,0.35,-0.3274,0.1418
401320648,2021,-23.0,159.0,-0.403,-0.3864,-173.4,0,0,0,-24.92,1.48,167.8,0.0489,-0.0404,-0.0455,0.1424,-0.0123,-1.53,-0.5595,0.2382
401320649,2021,7.0,171.0,-0.2551,-0.2111,-7.4,0,2,0,-10.01,-1.66,160.76,0.0121,-0.0442,-0.0116,-0.0883,-0.0318,4.51,-0.0123,-0.1813
401320650,2021,1.0,179.0,-0.1951,-0.2591,-109.3,0,-3,0,-16.65,-3.1,168.38,0.0553,0.0406,-0.0523,0.14,0.0054,-0.69,-0.7057,0.5845
401320651,2021,11.0,159.0,0.0017,0.0096,-12.0,0,0,0,7.2,-1.95,161.86,-0.001,0.0232,-0.0358,-0.0914,-0.0054,2.81,0.2557,-0.2251
401320652,2021,-23.0,179.0,0.1797,0.1083,70.3,0,1,0,15.35,-1.16,168.52,-0.0537,0.0814,0.0308,-0.1419,0.0505,2.96,0.1556,-0.0134
401320653,2021,9.0,167.0,0.0898,0.037,-10.3,0,2,0,1.47,-0.83,158.74,0.0053,0.052,0.145,-0.0078,-0.0781,-3.95,-0.3503,0.4018
401320654,2021,16.0,132.0,-0.2569,-0.2569,32.9,0,2,0,-17.29,-4.03,162.8,0.0266,0.0423,0.0235,-0.0128,-0.0442,-1.73,-0.3952,0.1372
401320655,2021,3.0,187.0,-0.0988,0.01,-76.0,0,-3,0,1.33,7.51,167.42,0.0092,0.0469,0.1185,-0.1236,-0.0419,0.77,0.1001,-0.1088
401320656,2021,4.0,142.0,0.009,0.008,24.9,0,0,0,2.87,-0.8,169.38,-0.0534,0.0614,0.002,-0.165,0.0168,3.05,0.459,-0.589
401320657,2021,-19.0,161.0,-0.1057,-0.0606,-110.4,0,1,0,-1.44,2.98,160.93,-0.0343,-0.0276,-0.047,0.1449,0.0195,-2.09,-0.2948,0.2472
401320658,2021,-10.0,172.0,-0.2084,-0.2069,-54.9,0,1,0,-0.36,-2.1,162.23,-0.0187,0.0428,-0.0296,0.0137,0.0218,-1.14,-0.3559,0.2353
401320659,2021,-6.0,158.0,-0.1524,-0.1661,-25.6,0,-2,0,4.35,-4.46,164.37,-0.0258,-0.0065,0.0974,-0.0025,-0.0266,-3.17,-0.3155,0.2869
401320660,2021,-24.0,174.0,-0.4787,-0.4835,-136.3,0,0,0,-13.84,-9.13,168.89,-0.006,-0.0552,-0.1245,0.1365,-0.0474,1.23,-0.3223,-0.2494
401320661,2021,-6.0,166.0,-0.5311,-0.6254,-269.1,0,3,0,-20.24,2.86,159.18,-0.0193,-0.1066,-0.0165,-0.0482,-0.0905,-0.66,-0.3917,-0.2898
401320662,2021,9.0,191.0,-0.2556,-0.2096,-76.7,0,0,0,-2.61,-2.39,163.42,-0.0177,0.0366,-0.0321,0.0194,-0.0175,0.21,-0.3299,0.1584
401320663,2021,-8.0,124.0,-0.5907,-0.5874,-166.2,0,0,0,-23.88,-7.92,171.21,-0.0167,-0.0664,-0.096,0.1126,-0.0396,0.85,-0.5481,-0.0795
401320665,2021,3.0,179.0,0.5122,0.5491,285.4,0,2,0,8.4,-1.23,165.49,-0.0049,-0.0699,-0.0285,0.0323,0.0654,-3.9,0.4023,0.1104
401320664,2021,-31.0,167.0,-0.1998,-0.1998,-42.7,0,0,0,1.27,-3.45,162.89,-0.0378,-0.0395,0.1046,0.0235,-0.0472,-2.23,-0.2603,0.1584
401320666,2021,6.0,140.0,-0.4886,-0.5332,-275.9,0,0,0,-21.44,2.23,158.7,-0.0204,-0.1208,-0.0174,-0.059,-0.0756,-0.84,-0.1915,-0.4477
401320667,2021,3.0,161.0,-0.0262,-0.0352,-96.9,0,0,0,3.38,1.57,164.41,0.0548,-0.0061,0.0235,0.004,-0.0459,-0.49,0.0696,-0.0791
401320668,2021,23.0,213.0,0.4453,0.4686,242.7,0,0,0,17.21,5.52,170.78,0.0144,-0.0256,0.0918,-0.094,-0.0019,-2.78,0.1966,0.3712
401320669,2021,-10.0,158.0,-0.5259,-0.5249,-223.7,0,0,0,-12.03,-1.26,162.83,-0.0053,-0.0175,-0.0166,-0.0188,-0.1053,1.68,-0.4053,-0.1053
401320670,2021,3.0,195.0,-0.1338,-0.1857,-108.8,0,-1,0,-7.92,2.19,162.66,0.0457,-0.09,0.033,0.1017,-0.0568,-2.35,-0.1709,0.0003
401320671,2021,6.0,164.0,0.1696,0.1539,71.2,0,2,0,1.33,2.0,164.09,0.0298,-0.04,0.0155,-0.007,-0.036,-1.42,-0.0835,0.2748
401320672,2021,-9.0,189.0,0.4506,0.5196,189.7,0,-1,0,17.91,8.02,168.47,-0.0074,0.062,-0.0138,-0.1309,0.0956,1.35,0.7263,-0.2046
401320673,2021,9.0,133.0,0.5276,0.619,235.0,0,0,0,12.83,-0.06,160.67,0.0019,0.0241,0.0105,0.018,0.0843,-1.62,0.7114,-0.1721
401320674,2021,12.0,156.0,0.2555,0.305,200.4,0,0,0,17.96,-5.5,160.04,0.063,0.0949,0.0606,0.0063,-0.0224,-2.85,0.1906,0.0639
401320675,2021,13.0,151.0,-0.2294,-0.1816,-38.7,0,1,0,-8.3,-4.16,162.4,-0.0272,0.0243,0.0371,-0.2008,-0.085,-0.43,0.1669,-0.4721
401320676,2021,8.0,162.0,-0.417,-0.4746,-225.0,0,0,0,-5.77,1.66,160.94,-0.0154,-0.044,0.1249,0.0218,-0.0877,-1.9,-0.669,0.2978
401320677,2021,-10.0,144.0,0.141,0.0614,81.6,0,0,0,-0.77,5.63,171.42,-0.0447,0.0183,0.0826,-0.1017,0.0357,-0.66,0.1405,-0.0751
401320678,2021,-4.0,174.0,0.3047,0.2513,81.0,0,0,0,11.82,1.05,163.01,0.017,0.0214,-0.0096,-0.1158,0.0309,0.63,0.5079,-0.2996
401320679,2021,-16.0,174.0,-0.2646,-0.1968,-147.8,0,2,0,-5.76,-6.14,167.74,0.0043,0.026,-0.1014,0.119,0.0289,2.0,0.0023,-0.2227
401320680,2021,-17.0,125.0,-0.2917,-0.2917,-230.6,0,0,0,-7.69,5.38,160.8,0.0258,-0.1085,-0.0144,0.1408,0.0063,0.29,-0.0336,-0.3115
401320681,2021,-11.0,147.0,0.1338,0.1131,41.7,0,0,0,-9.61,3.81,161.7,-0.0417,-0.0033,-0.0486,0.0597,0.0827,2.37,0.0181,0.1376
401320682,2021,7.0,157.0,0.3302,0.2851,202.3,0,0,0,3.88,-0.97,160.41,0.0103,0.0413,-0.1258,-0.0123,0.0803,0.67,0.2152,0.2031
401320683,2021,-25.0,147.0,-0.425,-0.4663,-109.2,0,2,0,-22.81,-1.94,161.78,-0.0147,-0.0389,0.0228,0.0053,-0.0393,1.28,-0.363,-0.0985
401353913,2021,22.0,136.0,0.1025,0.1025,78.6,0,0,0,-5.72,1.86,156.23,-0.023,-0.0555,-0.023,0.0351,0.0418,0.18,0.4063,-0.4144
401320684,2021,2.0,172.0,-0.0835,0.0953,-163.1,0,2,0,-8.67,3.99,162.22,-0.0045,-0.0155,-0.0158,-0.0252,-0.0262,0.12,0.1773,-0.133
401320685,2021,-21.0,139.0,-0.1078,-0.1561,-136.9,0,2,0,-6.45,2.88,158.77,-0.0432,-0.0327,-0.0208,0.0184,0.0597,1.2,0.0481,-0.2428
401320686,2021,1.0,167.0,0.3918,0.3793,164.0,0,0,0,11.83,3.83,168.24,-0.0061,0.0306,0.1164,-0.2257,0.0264,1.05,0.4404,-0.0794
401320687,2021,11.0,173.0,0.081,0.2023,99.6,0,0,0,5.12,-1.88,163.55,0.0417,0.0,0.0919,0.0718,0.0096,-4.11,0.0272,0.1067
401320688,2021,10.0,166.0,0.4144,0.4288,220.8,0,0,0,22.49,-0.82,162.79,-0.0307,0.0252,-0.0563,-0.1336,0.0413,2.88,0.0717,0.5119
401320689,2021,5.0,145.0,0.0204,0.0337,73.9,0,0,0,-16.99,-0.05,159.0,-0.0046,-0.0549,-0.066,0.0698,0.053,3.05,0.193,-0.2365
401320690,2021,12.0,132.0,-0.09,-0.002,27.4,0,0,0,-11.12,-3.08,156.78,0.0108,0.0867,-0.0023,-0.0036,-0.0284,0.11,0.0259,-0.1053
401320691,2021,-4.0,156.0,0.2481,0.2221,89.4,0,0,0,5.97,4.99,163.9,0.0022,-0.0207,0.0031,-0.0005,-0.0511,-0.33,0.0795,0.1861
401320692,2021,10.0,176.0,0.3444,0.3297,166.7,0,0,0,8.97,2.99,167.49,-0.0065,0.0421,0.1372,-0.2319,0.0189,0.53,0.3588,-0.0698
401320693,2021,4.0,164.0,0.2532,0.2222,123.2,0,0,0,-4.51,1.91,160.98,-0.0091,-0.0293,0.0146,0.1115,0.0926,-0.26,-0.0733,0.2906
401320694,2021,5.0,165.0,-0.0127,0.1242,67.7,0,0,0,2.94,-3.65,163.44,0.0611,-0.0391,0.028,0.04,0.0231,-0.79,0.1926,-0.1629
401320695,2021,4.0,162.0,-0.3805,-0.1622,-330.5,0,0,0,-13.48,-0.53,161.38,0.0426,-0.0476,-0.0004,0.0825,-0.032,-3.71,0.1753,-0.5022
401320696,2021,11.0,153.0,-0.0477,0.0382,42.5,0,0,0,1.19,-2.5,156.35,0.0005,0.0765,0.015,0.0006,-0.0194,-0.11,-0.0637,0.0354
401320697,2021,13.0,141.0,0.0182,-0.0231,24.6,0,0,0,10.32,-1.09,163.78,0.0241,0.0267,0.1182,-0.0791,0.0378,0.39,-0.2992,0.3815
401320698,2021,2.0,130.0,0.0167,0.1215,75.3,0,0,0,5.81,-2.7,166.99,0.0563,-0.0511,0.009,0.0522,0.026,-0.45,0.1288,-0.0878
401320699,2021,-16.0,182.0,-0.3695,-0.3824,-313.5,0,0,0,-9.32,-1.26,161.73,0.0438,-0.0418,-0.004,0.0677,-0.0095,-4.46,-0.1397,-0.3684
401320700,2021,-2.0,164.0,0.1955,0.1725,97.7,0,0,0,-11.73,1.0,158.92,-0.0098,0.0193,-0.1033,0.0445,0.1217,1.48,0.2539,-0.0547
401320701,2021,-15.0,153.0,-0.1765,-0.3091,-126.5,0,0,0,-13.91,2.78,164.28,-0.0416,0.0088,-0.109,-0.0568,-0.0537,3.08,-0.1203,-0.1103
401320702,2021,-6.0,196.0,0.0343,-0.0338,-41.2,0,2,0,-4.04,4.33,161.65,-0.0117,0.029,-0.0019,0.0407,-0.0227,0.03,0.352,-0.516
401320703,2021,-3.0,169.0,0.0252,0.0476,-86.1,0,-1,0,-6.8,-0.69,161.22,0.0051,0.0017,0.0026,0.1221,0.0508,-3.03,0.0995,-0.0033
401320704,2021,-7.0,163.0,-0.3896,-0.4683,-231.5,0,1,0,-13.01,0.57,163.68,-0.0272,-0.0282,-0.0263,0.0535,-0.0991,-2.19,-0.4362,-0.0398
401320705,2021,6.0,146.0,-0.177,-0.2057,-111.3,0,1,0,-5.14,-1.66,161.5,0.0109,-0.038,-0.0068,-0.0937,0.0303,-3.38,-0.407,0.248
401320706,2021,-7.0,165.0,-0.4467,-0.453,-164.0,0,0,0,-4.71,-0.86,166.72,-0.0226,0.0172,-0.0162,-0.0512,-0.0765,1.57,-0.4603,0.002
401320707,2021,14.0,138.0,-0.096,-0.1273,-9.4,0,0,0,5.68,-7.15,161.86,0.04,0.0353,-0.0943,0.1123,-0.0244,1.28,-0.342,0.2512
401320708,2021,10.0,146.0,0.0436,0.0124,-4.2,0,0,0,-5.13,1.88,164.04,-0.038,0.0163,-0.0266,0.088,-0.0107,-2.7,-0.039,0.1017
401320709,2021,-27.0,185.0,-0.0346,-0.1909,-149.1,0,-1,0,-16.11,0.59,161.89,0.0044,-0.0701,-0.0534,0.1104,0.0356,-0.55,-0.0193,-0.1219
401320710,2021,-7.0,149.0,-0.4852,-0.4691,-274.9,0,0,0,-8.28,-0.94,164.29,-0.0281,0.0297,-0.1529,0.0956,-0.0895,3.84,-0.6203,0.2008
401320711,2021,4.0,148.0,0.3466,0.3618,189.6,0,0,0,8.12,-3.62,157.7,0.0042,0.0619,-0.0039,-0.0057,0.0468,-2.37,0.198,0.1227
401320712,2021,-5.0,159.0,0.036,0.0798,7.6,0,-3,0,3.96,3.01,162.16,-0.0145,-0.0735,0.0193,0.0536,-0.0838,-0.62,-0.2255,0.493
401320713,2021,-16.0,144.0,-0.1286,-0.0084,-179.9,0,0,0,-26.24,-0.03,161.07,0.0046,-0.064,-0.0443,0.1126,0.015,-0.2,0.3982,-0.4491
401320714,2021,-4.0,142.0,0.1547,0.1173,154.9,0,0,0,2.89,-1.87,164.97,0.0044,0.0299,0.0305,0.0282,-0.0122,3.32,0.2174,-0.1413
401320715,2021,-16.0,158.0,-0.5524,-0.5182,-264.8,0,3,0,-0.69,-3.84,159.43,0.0145,0.0449,0.004,0.0782,-0.0459,0.3,-0.7707,0.429
401320716,2021,15.0,137.0,0.3232,0.3017,193.3,0,0,0,13.15,-2.41,156.18,-0.0059,0.0629,0.027,-0.0099,0.0214,-1.77,0.4637,-0.2144
