game_id,matchup_diff,margin,season
401620402,3.250128550163602,-19.0,2024
401620403,-7.550812186337,18.0,2024
401620404,-4.227021334949161,11.0,2024
401620405,-0.14981191396501625,-13.0,2024
401620406,-4.081814928441518,-11.0,2024
401620407,-0.9351372181541786,7.0,2024
401620408,0.7303485466053157,5.0,2024
401620409,-2.131866832843497,-7.0,2024
401620410,-6.232968304296566,-18.0,2024
401620411,0.21474388520842447,-18.0,2024
401620412,-0.3157117668189711,-7.0,2024
401620413,-0.7148481393513171,-4.0,2024
401620414,-2.920672566272205,19.0,2024
401620415,-5.692364150234942,8.0,2024
401620416,1.8500327505086387,7.0,2024
401620417,1.8760649198478907,7.0,2024
401620418,1.888997335145043,-13.0,2024
401620419,7.302542476756194,11.0,2024
401620420,0.9338730005798317,-5.0,2024
401620421,-4.197917629907882,-11.0,2024
401620422,3.9127030905179336,14.0,2024
401620423,2.7389112964225872,24.0,2024
401620424,-4.616284483988254,-7.0,2024
401620425,-3.635779969318774,4.0,2024
401620426,2.805695484124251,4.0,2024
401620427,5.321524551933532,15.0,2024
401620428,-4.593482786614716,-12.0,2024
401620429,-1.469376117256001,-12.0,2024
401620430,-6.381563807132737,-14.0,2024
401620431,-4.074387073655841,-20.0,2024
401620432,-1.3197300368889409,-11.0,2024
401620433,4.477223653602891,-31.0,2024
401620434,-4.759597777817098,-8.0,2024
401620435,-7.1960409567179795,-32.0,2024
401620436,1.7168810451583545,-3.0,2024
401620437,-1.9711208991317242,-4.0,2024
401620438,-6.189790319899148,-2.0,2024
401620439,1.6109338733445064,17.0,2024
401620440,-3.240081401935498,-19.0,2024
401620441,4.906249433864175,1.0,2024
401620442,-1.046019459015104,-9.0,2024
401620443,-0.5530966966419636,-3.0,2024
401620444,3.959904822340467,-5.0,2024
401620445,-0.5715993984972305,13.0,2024
401620446,4.609587303831862,3.0,2024
401620447,-2.9241309596758653,-2.0,2024
401620448,-0.5050034422638829,-16.0,2024
401620449,1.944510140332243,16.0,2024
401620450,-0.5220405025279571,-4.0,2024
401620451,1.3267892622620314,-13.0,2024
401620452,1.006537762512338,33.0,2024
401620453,-0.04828702112856975,-11.0,2024
401620454,3.9444169273515093,1.0,2024
401620455,5.647713071289262,-17.0,2024
401620456,5.596831441459367,14.0,2024
401620457,-3.1064596924614905,-19.0,2024
401721253,2.465498910906227,24.0,2024
401721255,-1.4440741472036631,14.0,2024
401721256,-1.6691736916868027,11.0,2024
401721261,4.94480385241401,7.0,2024
401721258,-1.199125506136309,9.0,2024
401721262,-1.5465522583866145,7.0,2024
401721254,3.307783306870339,6.0,2024
401721260,3.97127282571297,13.0,2024
401724938,-0.6171924607932391,10.0,2024
401725075,-1.3936762100027544,-3.0,2024
401724939,0.3775926021622602,4.0,2024
401725076,-1.9789562901972517,7.0,2024
401724940,-0.48941678105795317,14.0,2024
401725077,1.3791750776678513,-9.0,2024
401724941,0.5058074943651493,-14.0,2024
401725078,0.3052660903332194,10.0,2024
401725079,-0.8091366355019278,11.0,2024
401726988,-0.5387732036622039,-2.0,2024
401726989,-1.1534166485945287,14.0,2024
401726990,0.5289400879274853,-3.0,2024
401726991,-0.025231013454732665,2.0,2024
401726992,-0.3602578708558801,5.0,2024
401761346,-1.3187133858827804,27.0,2025
401761558,5.326131476519351,34.0,2025
401761353,-2.6598952239655813,5.0,2025
401761349,1.3255094344075364,20.0,2025
401761354,-1.4902432323788208,64.0,2025
401761347,-4.1488064708686485,5.0,2025
401761351,1.1997991833503538,-1.0,2025
401761355,2.4465980613363065,1.0,2025
401761344,0.7401031358968662,-10.0,2025
401765028,1.4739188172940896,-8.0,2025
401761345,1.6828367378182816,-5.0,2025
401761348,2.7656364116272827,5.0,2025
401761350,-5.710625240994391,67.0,2025
401761352,-8.683891217940872,-5.0,2025
401765029,22.59801608711652,23.0,2025
401736112,0.10961517498650508,4.0,2025
401736113,-7.513267577506367,-15.0,2025
401736114,10.38754282357381,-17.0,2025
401736115,0.9597173569524129,35.0,2025
401736116,1.8175625268121016,14.0,2025
401736117,-4.347536329902799,22.0,2025
401736118,-1.902918311841018,-5.0,2025
401736119,-3.694674624791286,-14.0,2025
401736120,-7.194493956019925,-8.0,2025
401736121,-0.3264031439337891,-25.0,2025
401736122,0.7252202008198609,-1.0,2025
401736123,7.866159115865721,4.0,2025
401736124,2.8422389676152413,2.0,2025
401736125,0.706237122083716,3.0,2025
401736126,-0.8353823852681,-5.0,2025
401736127,-2.1160924353323556,-25.0,2025
401736128,2.3323640844799707,6.0,2025
401736129,-1.4598156490687826,3.0,2025
401736130,-8.191248830610913,-9.0,2025
401736131,3.4654232690645923,7.0,2025
401736132,-0.47655160994288503,-2.0,2025
401736133,5.730676944770052,8.0,2025
401736134,1.3359481197332825,24.0,2025
401736135,0.06685064348547098,13.0,2025
401736136,-4.156428922180007,6.0,2025
401736137,3.129958599150929,20.0,2025
401736138,4.4308253410538185,-22.0,2025
401736139,-3.909000589117385,28.0,2025
401736140,-1.2798319310487127,5.0,2025
401736141,-4.746513786661657,-6.0,2025
401736142,1.9530408689453846,5.0,2025
401736143,2.56042177100265,6.0,2025
401736144,-1.658074370295045,5.0,2025
401736145,2.147709953601537,5.0,2025
401736146,2.615919902583321,-2.0,2025
401736147,3.1807511050814807,-22.0,2025
401736148,-0.001683684377991046,15.0,2025
401736149,-2.359219275994303,-3.0,2025
401736150,0.0033481227966363214,-7.0,2025
401736151,-2.10523036686388,-11.0,2025
401736152,3.871323402684804,48.0,2025
401736153,-1.8660553770233652,-5.0,2025
401736154,4.837327044548985,-5.0,2025
401736155,1.6104035312029223,-11.0,2025
401736156,-3.6570218468689517,9.0,2025
401736157,1.6679363550125559,23.0,2025
401736158,6.893954689797818,6.0,2025
401736159,0.3251351609010391,-8.0,2025
401736160,-2.9038509203319167,9.0,2025
401736161,-4.49721913747959,8.0,2025
401736162,-3.679129257746137,-14.0,2025
401736163,4.392225235950334,27.0,2025
401736164,-2.1703219347477094,-27.0,2025
401736165,-4.189467589104275,-12.0,2025
401736166,4.556943398106702,37.0,2025
401736167,-8.823354158584223,-16.0,2025
401736168,-5.3013067502326034,-8.0,2025
401736169,-0.30062590315572635,19.0,2025
401736170,5.2022283696828975,19.0,2025
401736171,-1.9769483538214145,-8.0,2025
401736172,4.359075359679022,13.0,2025
401736173,-0.5674913405126158,10.0,2025
401736174,3.7613713284371215,18.0,2025
401736175,2.2775888022903956,4.0,2025
401736176,2.108724630796061,23.0,2025
401736177,-1.4899077005397439,14.0,2025
401736178,1.7111832279937829,6.0,2025
401736182,4.3731514280581845,17.0,2025
401736183,-0.3930758990106371,5.0,2025
401736184,-5.707571128957278,-7.0,2025
401736185,-9.391668032543368,9.0,2025
401736186,5.548460326961314,14.0,2025
401736187,-2.492960517866513,-31.0,2025
401736188,-1.8012064565281345,-8.0,2025
401736189,2.543223948706368,-8.0,2025
401736190,0.5067197843040168,11.0,2025
401736191,-1.0486404680470418,1.0,2025
401736192,3.180326913492001,-3.0,2025
401736193,-4.891875198447153,-7.0,2025
401736194,-1.5081534099106022,-21.0,2025
401736195,3.4657842248303954,16.0,2025
401736196,4.736890513954455,13.0,2025
401736197,5.8754231115557705,3.0,2025
401736198,-4.9239547090877265,8.0,2025
401736199,-0.24151979742065155,10.0,2025
401736200,5.614366492523493,24.0,2025
401736201,-0.4629731776114374,4.0,2025
401736202,-1.077452240377708,11.0,2025
401736203,-5.925203466040021,13.0,2025
401736204,0.5228421100539897,-8.0,2025
401736205,2.666810480271854,-3.0,2025
401736206,0.3383984988562305,26.0,2025
401736207,3.8502107911806753,-10.0,2025
401736208,-3.590480664963129,-11.0,2025
401736209,-1.469150708526793,-4.0,2025
401736210,-3.4589288697610425,-8.0,2025
401736211,8.622903946152888,5.0,2025
401736212,-3.0719416777723447,15.0,2025
401736213,3.3692267290875537,16.0,2025
401736214,-4.743741257078696,8.0,2025
401736215,1.4448868994835498,9.0,2025
401736216,2.062201226523502,-7.0,2025
401736217,0.4264540688512044,-3.0,2025
401736218,5.325803708528594,39.0,2025
401736219,5.347753158574648,27.0,2025
401736430,1.3982811220277063,-15.0,2025
401736220,4.260242359624334,27.0,2025
401736221,1.8944921017465979,10.0,2025
401736222,2.2806403407742595,-1.0,2025
401736223,-0.730110862571163,9.0,2025
401736224,1.063399495849211,17.0,2025
401736225,5.677648046902607,-2.0,2025
401736226,-3.245393579990344,11.0,2025
401736227,-2.5635029009805614,-18.0,2025
401736228,0.2535405524863788,-9.0,2025
401736229,6.075162971652127,5.0,2025
401736230,-4.248358557349637,9.0,2025
401736231,-0.37979478812985623,30.0,2025
401736232,3.927929037658733,2.0,2025
401736233,1.3834742384869676,9.0,2025
401736234,-4.20846363833429,10.0,2025
401736235,-2.3254422522686196,-19.0,2025
401736236,-4.528025698292191,8.0,2025
401736237,0.4917106085509231,11.0,2025
401736238,-4.558960670116636,-9.0,2025
401736239,2.3211206743963206,2.0,2025
401736240,2.4265071618207443,17.0,2025
401736241,3.4023871209084033,14.0,2025
401736242,-3.463783022065839,6.0,2025
401736243,-7.574336281136536,2.0,2025
401736244,5.793326395206039,19.0,2025
401736245,-0.1875408494752845,7.0,2025
401736246,2.24730639765675,4.0,2025
401736247,-1.3613460032910487,-5.0,2025
401736248,-2.5253487354103665,-13.0,2025
401736249,6.054514000014497,-1.0,2025
401736250,-5.170300158450356,-8.0,2025
401736251,-6.527666540173337,19.0,2025
401736252,-1.4471938640483752,-37.0,2025
401736253,1.5225796327444943,13.0,2025
401736254,-3.573519842651485,9.0,2025
401736255,-2.1781431900774626,21.0,2025
401736256,-2.485808310799789,-4.0,2025
401781604,0.0,-20.0,2025
401736257,5.379147451149937,-7.0,2025
401736258,-0.0869930856876524,14.0,2025
401736259,3.558127236995266,23.0,2025
401736260,-3.8146072177918753,15.0,2025
401736261,4.844695063964502,-24.0,2025
401736262,-2.4960773126632176,-11.0,2025
401736263,0.08488611156904868,-15.0,2025
401736264,2.1391482853312316,10.0,2025
401736265,-2.296269238991382,-38.0,2025
401736266,1.8958518251110368,13.0,2025
401736267,2.511829741147933,31.0,2025
401736268,7.221206703968464,10.0,2025
401736270,4.061434152682407,-2.0,2025
401736271,-0.6121026470508608,11.0,2025
401736269,-3.5521783610442297,-15.0,2025
401736272,-7.602864530696861,31.0,2025
