game_id,season,margin,total,pstr,pnews,telo,zone,rest,b2b,form5,pace_d,pace_s,tov,oreb,ftr,p3ar,p3pct,stk,bench,drop,fluid,pmr,pfr,ftp,blkr,q4,road,m_scdef,m_pade,m_rb,m_vo,m_all5,lgenv
401507351,2023,13.0,159.0,0.0528,0.0762,69.7,3.562,-1,0,8.28,4.58,155.95,-0.0061,0.0583,0.0179,0.0469,0.0119,-1.02,-0.0706,0.2047,0.0628,0.1888,0.0846,0.1128,-1.643,-0.0982,2,-0.243,-0.244,0.1245,0.2946,0.1467,166.77
401507352,2023,8.0,136.0,-0.104,-0.1336,-10.4,2.669,0,0,-0.93,-1.01,160.45,-0.0085,-0.0355,0.0174,-0.0683,0.0223,1.73,-0.0834,-0.0329,-0.1,0.1008,-0.3859,0.0346,-0.0627,0.0175,1,0.1141,0.0696,-0.1495,-0.2714,-0.3643,166.83
401507353,2023,14.0,166.0,0.1035,0.2926,111.2,0.727,2,0,-0.12,-1.01,157.75,0.0148,0.0696,-0.0262,0.0263,0.0348,-1.75,0.7187,-0.435,0.2367,0.0823,3.0765,-0.0753,0.5356,-0.1463,0,0.0681,-0.0453,0.2349,-0.0539,0.3176,166.48
401507354,2023,-27.0,165.0,-0.0946,-0.0745,-38.0,-1.4,0,0,4.39,1.16,163.73,0.0029,0.037,0.0787,-0.0221,0.0666,-0.71,-0.2299,0.0886,0.0902,0.1897,3.3703,0.0274,0.5477,0.1693,0,-0.0265,-0.2218,0.0974,0.1608,0.1378,166.45
401507355,2023,-1.0,187.0,-0.4724,-0.5808,-165.4,-7.967,0,0,-22.56,3.4,165.88,0.0018,0.0796,0.0742,-0.144,-0.01,0.07,0.2705,-1.0813,-0.3872,-0.8227,4.8038,0.0215,0.0837,0.1089,1,-0.18,-0.2276,0.1217,0.2212,-0.13,166.43
401507356,2023,-23.0,177.0,-0.2891,-0.2077,-103.3,-1.045,0,0,-14.56,-3.56,155.62,0.0089,-0.0065,-0.0063,-0.1121,0.0346,-2.18,0.3389,-0.7085,0.0931,-0.2734,0.1734,-0.0845,0.6416,0.0797,2,0.1387,-0.1815,0.1263,-0.1894,-0.1138,166.49
401507357,2023,11.0,147.0,0.1598,0.1846,51.4,-1.588,1,0,8.4,1.5,163.76,-0.0401,-0.033,-0.0159,-0.0984,-0.01,-0.28,-0.0512,0.3183,0.159,-0.0088,0.0997,0.0487,-0.639,-0.1274,2,0.0267,0.1641,-0.1904,0.1233,0.1745,166.5
401507358,2023,7.0,185.0,0.4622,0.6627,244.1,3.093,0,0,23.74,3.11,160.05,0.0011,0.1086,-0.0556,0.1175,-0.01,-0.91,0.3815,0.5121,0.6789,0.8571,-3.0953,-0.0546,1.3451,-0.0255,1,0.318,0.2099,0.4048,0.1863,1.1665,166.36
401507359,2023,17.0,135.0,0.3814,0.3807,192.7,1.72,0,0,4.99,-3.55,161.49,-0.0003,-0.0201,-0.0106,0.0203,-0.0117,1.32,0.4513,-0.1077,-0.0117,0.4838,1.1057,-0.0144,-0.3183,-0.1522,0,0.2197,0.4577,-0.1382,-0.2123,0.0898,166.46
401507360,2023,-5.0,155.0,0.1541,0.1044,20.2,-3.039,1,0,3.01,-3.09,161.73,0.0119,-0.0581,-0.0466,0.13,0.0657,0.75,0.3149,-0.2048,0.0527,0.0561,-1.1889,-0.0101,-0.1776,0.1961,0,0.1783,-0.0415,-0.2252,-0.1012,-0.2,166.05
401507361,2023,5.0,179.0,0.1304,0.1892,29.9,-1.09,-2,0,5.29,0.13,162.79,-0.0126,-0.0251,-0.0506,0.0257,-0.0149,2.66,0.3243,-0.0658,0.1486,0.1047,-2.3235,-0.0595,0.8182,-0.0638,0,0.3521,0.3483,-0.0096,-0.0335,0.411,166.15
401507362,2023,15.0,197.0,0.2515,0.3219,138.5,-5.472,1,0,5.72,3.62,164.63,-0.0243,0.0974,-0.0385,-0.0655,0.0038,1.47,0.6665,-0.4102,0.3477,0.3931,0.1702,-0.0126,0.0472,0.0575,3,0.3309,0.41,0.2569,0.1264,0.9465,166.39
401507363,2023,-21.0,167.0,-0.7067,-0.6804,-315.2,-3.731,-2,0,-18.96,-7.13,159.6,0.0346,0.0155,-0.0573,-0.1307,0.0351,-3.77,0.1869,-1.0895,-0.2163,-1.0139,-0.3524,-0.1308,-0.7135,0.0108,0,-0.3385,-0.4466,-0.0252,-0.2075,-0.8233,166.41
401507364,2023,-17.0,171.0,-0.0839,-0.0595,-71.1,5.219,0,0,2.04,-2.34,166.13,-0.0244,-0.1127,0.0177,-0.023,-0.0599,-3.65,-0.2542,0.235,-0.1529,-0.2012,-0.922,0.0543,-1.6369,-0.1145,0,-0.3948,-0.2573,-0.1269,-0.0262,-0.5509,166.33
401507365,2023,-11.0,193.0,0.1325,0.1051,110.4,2.338,0,0,0.51,-3.94,160.47,0.0258,-0.008,0.0848,0.0016,-0.0032,0.02,-0.0282,0.1609,-0.1299,0.2999,1.6517,-0.004,0.0533,-0.0124,0,-0.0177,-0.1171,-0.0908,0.0317,-0.1874,166.48
401507366,2023,15.0,159.0,-0.1683,-0.1785,-51.6,-3.433,0,0,-4.07,-0.01,163.05,-0.0015,-0.0092,0.0507,-0.0113,0.0138,1.07,-0.4271,0.2925,-0.1552,-0.286,-0.2528,-0.0492,0.8692,0.1036,1,0.0116,-0.0258,-0.0837,-0.073,-0.2242,166.46
401507367,2023,-2.0,178.0,0.3632,0.4134,235.5,5.16,1,0,9.84,3.38,160.68,0.0193,0.1054,0.0077,0.0532,0.0053,0.79,0.0498,0.4685,0.3708,0.7222,-4.7488,-0.0351,1.2455,0.0175,0,0.2988,0.1562,0.2009,0.0286,0.6348,166.3
401507368,2023,15.0,185.0,0.8006,0.7776,326.9,4.845,0,0,25.88,5.93,160.42,-0.024,-0.0318,0.0523,0.1368,-0.0269,4.46,-0.168,1.1845,0.3906,1.2283,0.6848,0.119,1.6704,-0.0733,0,0.5156,0.5565,0.0087,0.1652,0.9834,166.39
401507369,2023,-2.0,180.0,-0.1373,-0.1295,-68.8,1.253,-1,0,-4.74,2.63,159.6,0.0256,0.0707,0.0281,0.0481,-0.0129,-2.35,0.277,-0.5272,0.0479,-0.2824,2.1847,-0.0092,0.7981,0.079,2,-0.1147,-0.2331,0.29,0.1583,0.2174,166.39
401578549,2023,30.0,150.0,0.2804,0.3233,147.1,-0.797,0,0,2.79,-1.62,161.75,0.0012,-0.0238,0.037,0.0179,0.0244,2.51,0.4282,-0.1103,0.0054,0.5233,-0.4487,-0.0231,0.9971,0.0654,2,0.2726,0.3158,-0.0628,-0.1644,0.1325,166.51
401578550,2023,28.0,146.0,0.4346,0.4631,174.8,-0.434,0,0,7.32,-1.25,165.73,-0.0227,-0.0254,0.0853,0.0623,-0.0689,1.42,-0.4417,1.1007,0.2769,0.47,-0.7324,0.0683,0.5484,0.0613,1,0.2667,0.2041,-0.0252,-0.0303,0.3532,166.2
401578551,2023,15.0,165.0,0.3183,0.3647,222.2,3.498,0,0,8.17,3.77,159.85,0.0209,0.1046,0.0038,0.0621,-0.0153,0.78,0.1402,0.2435,0.2702,0.528,-4.588,0.0026,0.7533,0.0407,1,0.2942,0.141,0.3493,0.0733,0.7457,166.0
401578552,2023,12.0,176.0,0.2098,0.1206,101.0,-4.381,0,0,5.6,2.2,167.22,0.0285,0.1059,-0.0223,0.0299,0.0333,3.28,0.1173,0.0057,0.2115,0.5998,1.6722,-0.008,1.6268,0.1214,0,0.375,0.4697,0.1018,0.064,0.7119,166.03
401578553,2023,-7.0,157.0,0.4064,0.426,162.9,0.63,0,0,14.13,-1.48,161.69,-0.0137,-0.0236,0.0164,0.025,0.0769,3.38,0.5039,-0.0385,0.133,0.8733,-0.3573,-0.0375,0.7368,0.1431,3,0.3642,0.3822,-0.0386,-0.0768,0.3908,166.22
401578554,2023,22.0,162.0,0.4715,0.5881,187.8,0.439,0,0,21.71,-0.77,165.87,-0.0267,-0.0277,0.0926,0.052,-0.054,2.45,-0.2985,1.0501,0.3757,0.8702,-2.041,0.0763,1.0683,0.0074,2,0.4413,0.4701,-0.1051,0.0569,0.6781,165.97
401578555,2023,5.0,175.0,0.3364,0.3194,228.7,2.626,0,0,8.91,3.69,158.62,0.0204,0.1015,0.0186,0.0698,0.0106,1.57,-0.1803,0.6268,0.2142,0.7593,-4.3222,0.0311,1.5921,0.0632,2,0.3063,-0.0031,0.2724,0.0148,0.5083,165.9
401578556,2023,27.0,175.0,0.2656,0.1888,111.6,-3.965,0,0,12.05,1.8,169.39,0.0321,0.0966,0.0046,0.0098,0.0101,2.87,0.2649,-0.0834,0.28,0.704,1.2515,-0.0093,1.3429,0.2235,1,0.4684,0.37,0.1647,-0.0366,0.6765,165.93
401578557,2023,-15.0,165.0,-0.3054,-0.3004,-140.3,0.164,0,0,-14.64,0.66,159.79,0.0072,0.0313,-0.0233,-0.0115,-0.0594,-2.62,-0.4206,0.1318,-0.0585,-0.6077,1.2428,0.0024,-0.9631,-0.1378,0,-0.2604,-0.3564,0.1855,0.001,-0.2303,165.97
401578561,2023,-15.0,141.0,0.2621,0.288,124.8,1.78,1,0,-3.3,4.18,161.45,-0.0041,0.0726,-0.0093,0.0703,-0.0743,0.52,-0.0092,0.3493,0.1997,0.2757,-1.3995,0.1015,1.2291,-0.0264,1,0.0957,0.1024,0.1755,0.1981,0.5578,165.96
401578562,2023,14.0,180.0,0.2711,0.389,109.7,4.895,0,0,7.29,-3.13,167.55,-0.0485,-0.1291,0.0057,0.0915,-0.0016,0.42,-0.4998,1.0323,0.1642,0.3224,-3.6223,0.0422,-0.1604,-0.1586,0,0.1007,0.1997,-0.2643,0.0441,0.1007,165.67
401578563,2023,7.0,161.0,0.1153,0.1391,89.4,0.684,0,0,-7.98,4.62,158.42,0.0072,0.0496,-0.0164,0.0712,-0.068,-0.31,-0.1537,0.3587,-0.0502,-0.1155,-1.4455,0.0873,0.8456,-0.1061,2,-0.021,0.0109,0.2637,0.2647,0.5019,165.87
401578564,2023,7.0,175.0,0.3906,0.4298,120.9,5.219,0,0,9.51,-2.94,166.2,-0.0291,-0.0902,-0.0217,0.0893,-0.0044,0.79,-0.3262,0.8716,0.2465,0.5364,-3.3206,0.0788,0.2021,-0.2277,1,0.2859,0.1785,-0.2653,-0.0912,0.0788,165.89
401578565,2023,-11.0,173.0,-0.1537,-0.1184,-97.5,-0.02,0,0,6.36,-3.8,157.46,-0.0214,-0.058,0.0168,-0.0755,0.0695,-0.7,0.5215,-0.8168,0.0407,-0.162,0.8726,-0.0959,-1.8357,0.073,0,-0.1604,-0.0427,-0.1662,-0.0754,-0.2968,166.13
401578566,2023,-3.0,125.0,-0.4238,-0.4255,-127.9,-5.819,0,0,-11.11,2.91,165.1,0.0156,0.0914,-0.0236,-0.0842,0.015,-0.56,0.393,-0.9621,-0.2537,-0.5998,2.5209,-0.0987,-0.289,0.2602,0,-0.2584,0.0134,0.2532,0.0891,0.0375,166.25
401578567,2023,-3.0,171.0,-0.1856,-0.2854,-118.1,-0.25,0,0,-4.26,-3.32,157.37,-0.0221,-0.0604,0.0094,-0.0793,0.0379,-0.53,0.1952,-0.4571,-0.1141,-0.446,1.0389,-0.098,-1.7057,0.0509,1,-0.1741,-0.0923,-0.2367,-0.2915,-0.7115,165.91
401578571,2023,17.0,181.0,0.0703,0.1369,-15.2,1.526,0,0,10.78,0.1,161.05,-0.0094,-0.0738,0.0475,-0.0307,-0.0005,1.86,0.1444,-0.0484,0.1442,0.2656,1.0729,-0.0268,-0.8143,0.0033,2,0.2735,0.1547,-0.0909,0.008,0.213,166.03
401578572,2023,28.0,180.0,0.1426,0.2104,7.5,2.064,0,0,14.69,0.15,160.83,-0.0065,-0.0617,0.0617,-0.0371,0.0136,2.46,0.1266,0.0636,0.2059,0.5886,-0.091,0.0046,-0.4793,0.031,3,0.3609,0.2091,-0.0926,0.0173,0.3285,166.23
401578573,2023,14.0,160.0,-0.3039,-0.355,-36.8,-3.646,0,0,-21.56,-0.46,160.34,0.0071,0.0491,-0.0466,0.0493,-0.0433,-1.94,-0.1979,-0.1469,-0.334,-0.9217,-0.1646,-0.0428,0.999,0.0088,0,-0.4223,-0.2295,0.0949,0.0135,-0.4243,166.09
401578574,2023,-1.0,139.0,-0.2095,-0.2463,-15.0,-1.971,0,0,-11.55,-1.11,159.72,0.0019,0.0308,-0.044,0.0635,-0.0302,-0.93,0.0424,-0.1559,-0.2296,-0.4308,0.1589,-0.0942,2.0203,0.0688,1,-0.3426,0.0689,0.1136,-0.3828,-0.5127,166.05
401649378,2024,11.0,173.0,-0.0967,0.0237,-42.7,-1.924,0,0,-7.4,-4.19,161.98,0.0039,0.0232,0.0588,0.0116,-0.0587,-2.35,0,-0.0169,0.0909,-0.0789,-0.551,-0.0135,-1.7335,-0.0823,0,0.0096,-0.3069,0.1962,0.1107,0.1113,165.79
401653060,2024,3.0,155.0,0.2807,0.2855,109.0,-1.811,0,0,6.39,2.03,166.53,-0.0184,0.0699,-0.0465,0.0004,-0.0373,3.0,0.2762,0.0857,0.1683,0.1501,-1.1715,-0.0163,1.9998,0.0766,0,0.1501,0.2352,0.0458,0.1094,0.4277,165.81
401647556,2024,-5.0,163.0,-0.1463,-0.1321,-55.1,2.213,0,0,-4.67,2.87,161.61,0.0335,0.0319,0.0276,0.0593,0.0224,-3.59,0,-0.0197,-0.083,-0.2479,3.0157,0.0068,0.7113,0.0703,0,-0.0928,-0.1841,0.1423,0.2303,0.1255,165.63
401653631,2024,3.0,171.0,-0.2444,-0.1495,-24.0,-0.269,0,0,-8.61,5.43,163.87,0.0199,0.0204,0.0883,-0.0803,0.0009,-0.67,-0.2358,0.1013,-0.1129,-0.2284,-1.5224,-0.0355,-0.4051,-0.1237,0,-0.1629,-0.119,-0.0115,0.3008,0.0824,165.67
401649379,2024,48.0,154.0,-0.3829,-0.5229,-154.6,-0.952,1,0,-5.05,3.45,162.59,0.0304,-0.024,-0.0177,-0.0805,0.0372,0.29,-0.3065,-0.1924,-0.2391,-0.3731,3.0528,0.0522,-1.3745,-0.1308,0,-0.0509,-0.1589,-0.2468,-0.0988,-0.5728,165.65
401649380,2024,26.0,144.0,0.1007,0.0978,27.4,4.237,0,0,5.99,4.85,159.69,0.0112,0.0095,0.0833,0.1014,0.0173,3.58,-0.0968,0.2434,0.0158,0.3173,2.2486,0.0438,1.3889,-0.2086,0,0.2526,-0.0037,0.2522,-0.184,0.1109,165.61
401653632,2024,-6.0,160.0,0.1071,0.0607,24.0,-0.396,-1,0,1.73,1.34,159.79,-0.0392,-0.0185,-0.0184,0.0314,-0.0115,2.18,0.0876,0.0177,-0.0157,0.0388,1.6817,0.0566,1.1641,0.0529,0,0.0533,0.1746,0.0848,-0.0488,0.1485,165.41
401649560,2024,-3.0,161.0,0.1583,0.1997,-40.3,1.015,1,0,17.42,-2.03,158.16,-0.039,-0.0096,-0.0352,-0.0597,0.0734,0.34,0.1344,-0.1565,0.1876,0.2059,0.7902,-0.0239,-0.9536,0.0484,1,0.046,0.19,0.008,0.0762,0.328,164.67
401653633,2024,3.0,163.0,-0.058,-0.0395,-35.2,-2.435,0,0,6.28,-2.72,166.59,-0.0003,0.0058,0.0159,0.0174,0.0196,1.16,0.0926,-0.2306,0.0705,0.1188,0.8814,-0.0467,-0.1064,0.1431,0,0.0551,-0.1392,0.085,-0.2383,-0.1956,164.71
401653634,2024,-13.0,183.0,-0.0924,-0.0561,-110.0,-3.57,-2,0,-19.04,-2.46,157.21,-0.0043,-0.047,-0.0622,-0.0439,-0.0003,-5.32,0.0572,-0.1812,-0.066,-0.2828,1.4378,-0.0578,0.0927,0.3916,1,-0.1729,0.211,-0.0814,0.2727,0.2308,164.88
401620178,2024,-5.0,165.0,-0.0149,-0.169,-134.0,-1.806,0,0,6.54,2.66,159.77,-0.0366,-0.03,0.0156,-0.0143,-0.0021,1.06,0.0829,-0.1994,0.0327,-0.0669,5.6569,0.0326,-1.6936,0.0038,2,-0.0172,-0.0057,-0.0568,-0.0438,-0.1355,164.82
401620219,2024,21.0,163.0,0.2943,0.2808,117.9,0.782,0,0,1.9,-5.45,160.56,-0.0428,0.0216,-0.136,0.0053,0.0324,-0.59,0.1006,0.1854,0.0861,0.0118,-1.6568,-0.0004,-0.285,0.0701,0,-0.0829,0.2826,0.1144,-0.0856,0.248,164.9
401620220,2024,9.0,169.0,0.4263,0.4386,298.0,8.993,-1,0,37.14,2.72,158.78,-0.0118,0.0404,0.0695,0.0549,-0.0385,0.88,-0.0428,0.5758,0.2078,0.8076,-4.8478,0.0856,-0.4248,-0.0793,0,0.2093,-0.0981,0.3674,-0.0346,0.4373,165.03
401620221,2024,-13.0,153.0,-0.0275,-0.039,-36.8,2.937,0,0,3.07,2.41,162.22,-0.0042,0.007,0.0034,0.0153,0.0282,-0.13,-0.0754,0.103,-0.0884,0.0726,-0.9366,0.074,0.4856,0.0447,1,-0.0148,0.0363,0.1226,0.1163,0.1847,165.21
401620222,2024,8.0,166.0,0.1255,0.2014,28.8,-3.467,0,0,-1.21,1.06,166.64,-0.0307,0.0531,0.0267,-0.0151,-0.0644,1.54,0.3135,-0.1182,0.1993,0.0944,-0.3252,-0.0785,0.5284,0.1275,0,-0.0321,-0.0834,0.305,0.3272,0.5813,165.29
401620223,2024,-11.0,173.0,0.0484,0.0064,36.2,-2.145,0,0,11.45,-4.66,165.59,0.0152,0.0467,0.0408,0.0492,-0.0027,3.2,-0.0482,0.064,0.1672,0.275,-1.6328,0.0485,-0.1196,-0.0713,1,0.069,-0.1449,-0.1583,-0.2729,-0.3955,165.17
401620224,2024,-36.0,168.0,-0.2545,-0.366,-183.1,-2.381,0,0,0.43,3.14,162.45,0.0151,-0.0214,0.0858,-0.0605,0.0369,0.48,-0.0583,-0.433,-0.1267,-0.3187,2.3191,-0.0365,-0.8117,-0.085,3,0.0608,-0.2256,-0.1889,0.0478,-0.3148,165.23
401620225,2024,7.0,161.0,0.1372,0.1978,94.4,1.792,0,0,7.22,-3.42,160.62,-0.0069,0.034,-0.0298,-0.0582,0.0791,-1.21,0.2205,-0.1012,0.1294,0.2837,-3.7884,-0.0528,-0.7864,0.0951,0,0.0846,0.0944,0.094,0.1065,0.3758,165.25
401620226,2024,9.0,195.0,0.1029,0.1272,63.4,-2.28,0,0,6.33,-1.69,164.79,0.0013,-0.0177,0.001,0.012,0.0025,1.08,0.002,0.1914,0.1704,0.2507,1.0894,-0.0657,0.0236,0.0014,0,0.1333,0.0545,-0.1175,-0.1677,-0.0701,165.11
401620227,2024,11.0,171.0,0.3255,0.4421,215.9,2.677,0,0,12.72,-1.0,162.38,-0.022,0.0521,-0.075,0.0557,-0.0268,0.53,0.013,0.5953,0.1981,0.6654,-2.4408,0.0494,1.1841,0.2376,0,0.0378,0.3349,0.1873,-0.0842,0.4355,165.22
401620228,2024,7.0,171.0,0.3647,0.5103,181.0,5.332,1,0,15.42,-0.11,162.54,-0.0282,-0.0429,-0.0079,0.0198,-0.0429,-2.45,0.4195,0.0758,0.2232,0.4097,-1.6772,0.0585,0.1738,0.1829,0,0.2187,0.0835,0.2927,0.1385,0.6894,165.13
401620229,2024,-9.0,157.0,0.1204,0.2327,40.4,-2.976,0,0,0.51,1.42,166.26,-0.0232,0.0494,-0.0087,-0.0234,-0.0405,2.46,0.1204,0.1865,0.2386,0.2649,-0.2997,-0.0336,1.7503,0.143,1,0.0221,-0.0023,0.1985,0.2618,0.55,165.25
401620230,2024,3.0,173.0,-0.0543,-0.0576,-110.6,-5.079,1,0,-12.12,-5.13,164.3,-0.001,-0.0287,-0.0663,0.0508,0.0112,-1.22,0.2656,-0.5025,0.0019,-0.4233,1.6416,-0.0297,-0.4727,0.1766,2,-0.0297,0.1119,-0.1678,-0.1547,-0.2034,165.35
401620231,2024,-9.0,159.0,0.1032,0.205,51.3,-2.444,0,0,-4.21,-4.89,168.74,-0.0291,-0.0111,-0.0629,0.0649,0.0191,-1.29,0.0445,0.2344,0.2506,0.1265,2.5214,-0.0616,-0.0587,-0.0102,1,0.04,0.0318,-0.1738,-0.2842,-0.199,165.38
401620232,2024,-4.0,172.0,-0.329,-0.38,-155.2,-1.322,-1,0,-18.13,4.25,160.96,0.0621,-0.0324,0.0593,0.012,-0.0187,-0.84,-0.0877,-0.4163,-0.2474,-0.6517,0.2998,-0.0042,0.7741,-0.2326,0,-0.0738,-0.4071,-0.1008,0.007,-0.5104,165.09
401620233,2024,11.0,137.0,0.3327,0.5272,207.9,-0.281,1,-1,2.95,-5.54,168.32,-0.0089,0.0088,-0.0679,0.0917,0.0345,-1.19,0.2084,0.3847,0.4929,0.5875,-2.9085,-0.0481,1.4393,0.0829,2,0.235,0.2564,0.0336,-0.0935,0.4972,165.1
401620234,2024,5.0,161.0,-0.066,-0.0448,-70.0,1.875,0,0,-1.2,0.35,169.45,-0.0067,-0.1005,0.0604,0.0059,0.0461,-3.14,-0.3595,0.4479,-0.0489,-0.016,0.3874,0.0299,-2.0764,-0.0819,0,-0.0365,0.0948,-0.2835,0.2182,0.0284,164.97
401620235,2024,-10.0,186.0,0.4087,0.4317,297.6,6.23,0,0,22.76,0.75,162.05,-0.0096,0.0323,0.0468,0.0443,-0.0528,-0.26,-0.027,0.588,0.2492,0.7757,-5.8719,0.0782,-0.684,-0.1723,0,0.1295,-0.0696,0.2708,0.0222,0.408,164.78
401620236,2024,2.0,138.0,-0.0862,0.0334,31.5,0.172,1,0,5.93,-0.2,164.44,0.0158,0.0636,0.0557,-0.0625,0.0225,0.51,0.1727,-0.2578,0.2199,0.1648,-4.7022,0.0159,-0.8911,-0.0441,0,0.188,-0.0229,0.0048,0.0832,0.2074,165.03
401620237,2024,2.0,168.0,0.0623,0.0644,15.3,3.566,0,0,13.14,3.86,168.02,-0.0116,0.0066,0.0204,-0.014,-0.0257,1.64,-0.1283,0.2709,-0.18,0.2337,0.2375,0.0337,-0.7339,0.0124,0,-0.0221,0.1773,0.1535,0.2207,0.3336,164.75
401620238,2024,1.0,165.0,0.093,0.0205,84.3,-0.356,-2,0,-0.14,-6.49,163.67,-0.0639,0.0746,-0.0393,-0.0512,-0.0246,-3.66,-0.0355,0.0478,0.0241,0.0864,-1.8186,-0.0119,-1.3204,0.1926,0,-0.3201,-0.0732,0.0544,0.1356,0.0244,164.83
401620239,2024,-9.0,171.0,0.2717,0.3627,111.5,-0.276,-2,0,9.14,-2.18,164.62,0.0115,-0.0419,0.013,0.1047,-0.037,-1.71,0.0054,0.4522,0.1934,0.4999,-3.2741,0.0314,-0.0628,-0.1076,2,0.1849,0.0368,0.0516,0.0289,0.3112,164.91
401620240,2024,3.0,163.0,0.0445,0.0829,-62.7,-2.422,0,0,0.54,-0.6,163.45,-0.032,-0.0122,-0.0044,-0.0315,0.0682,-1.91,0.1017,-0.0034,0.232,0.0029,-0.755,0.0428,0.2323,0.3016,1,0.0359,0.085,-0.0063,0.1972,0.3631,164.91
401620241,2024,-5.0,151.0,0.058,0.0766,83.4,-0.625,1,0,13.21,1.21,162.87,0.0064,-0.0045,0.0481,0.0158,0.0575,1.44,-0.1579,0.2948,0.0329,0.4089,-1.7691,-0.0204,-1.4122,-0.0948,1,0.1217,0.0271,-0.1155,-0.2559,-0.2627,164.87
401620242,2024,17.0,151.0,-0.1119,-0.037,-138.0,-1.605,0,0,-2.47,3.88,167.27,0.0071,-0.0517,0.0323,-0.0376,0.0104,2.91,-0.1027,0.0136,0.0225,-0.0898,3.1,-0.0451,-0.5974,-0.0751,0,0.227,0.2098,-0.1238,0.0028,0.1346,164.85
401620243,2024,-4.0,168.0,-0.1302,-0.1432,-36.5,2.506,0,0,3.61,2.68,163.61,0.0309,0.0386,-0.0156,0.0082,-0.0009,1.34,0.1397,-0.4178,-0.0939,-0.0092,1.6764,-0.0225,1.7887,-0.0555,0,-0.0122,0.0036,0.1378,0.11,0.1259,164.88
401620244,2024,19.0,179.0,0.4361,0.4814,243.1,3.235,3,-1,18.03,1.35,163.13,-0.0424,-0.0269,0.0318,0.0553,0.0232,-1.84,0.1756,0.3396,0.271,0.6106,-3.8655,0.0544,-1.6964,-0.055,2,0.1119,0.1449,0.1006,-0.0286,0.3959,164.74
401620245,2024,32.0,170.0,-0.0709,-0.0734,-18.6,4.022,1,0,1.17,2.33,167.7,-0.0092,0.048,0.0191,-0.1069,-0.0344,1.01,-0.1001,0.0495,-0.148,0.045,-1.6273,0.0803,1.0561,0.1293,2,-0.0841,0.0169,0.2827,0.4644,0.5334,164.63
401620246,2024,-15.0,199.0,0.1052,0.1188,-142.4,-1.771,-2,0,1.4,-1.81,166.47,-0.0188,-0.1218,0.0241,0.1233,0.0606,-2.3,0.0352,0.1099,0.1539,-0.0262,1.2092,0.0232,-2.0924,0.0059,1,0.1438,0.2656,-0.3205,0.0441,0.1189,164.66
401620247,2024,-13.0,171.0,-0.1368,-0.2466,-23.6,1.371,4,-1,-6.3,-0.78,168.32,-0.031,0.0284,0.0458,-0.0689,0.0394,-4.54,-0.2447,0.0405,-0.1732,-0.2194,0.2058,-0.0061,-1.4187,0.0921,0,-0.3121,-0.3064,-0.0187,0.3053,-0.1703,165.0
401620248,2024,-1.0,167.0,-0.1558,-0.1558,-66.7,-0.94,1,-1,-4.73,-2.44,166.89,0.0299,-0.1013,0.0782,0.0746,0.0117,-1.98,-0.3129,0.2441,-0.0836,-0.2191,-0.5009,-0.0053,-2.5447,-0.1223,2,-0.0297,-0.1728,-0.3401,-0.1067,-0.5416,165.19
401620249,2024,23.0,117.0,0.0595,-0.0245,199.0,2.642,0,0,8.53,-4.33,163.93,-0.0086,0.1035,0.0169,-0.14,-0.0259,-0.81,-0.0014,0.0548,-0.1387,0.3669,-1.1639,-0.0297,-1.4017,0.1696,0,-0.2643,-0.1622,0.1075,-0.0719,-0.259,165.2
401620250,2024,-6.0,170.0,-0.0611,-0.0753,-64.7,-0.428,1,0,-2.45,-1.41,163.85,-0.0141,-0.0134,-0.0654,0.0035,-0.0235,-0.26,0.0053,-0.0316,-0.0656,-0.3516,0.6515,0.0177,0.8575,0.124,0,-0.0665,0.1448,-0.0059,0.0153,0.048,165.01
401620251,2024,-9.0,145.0,-0.0263,0.0333,86.6,-1.353,0,0,2.81,-2.57,166.58,-0.014,0.026,0.0022,-0.0294,0.0236,0.07,0.1349,-0.1275,0.1178,-0.0275,0.7433,-0.0496,-0.0737,0.0411,0,0.0721,0.2471,-0.0063,-0.1027,0.1479,165.21
401620252,2024,3.0,159.0,0.2289,0.2334,230.5,3.178,3,-1,9.83,-2.43,165.44,0.0191,0.0296,-0.0334,-0.0391,-0.0109,-0.52,0.3269,-0.1645,0.0588,0.5165,-2.8377,-0.009,-0.3661,0.0193,1,0.0123,-0.0267,0.1777,-0.0817,0.111,165.09
401620253,2024,-6.0,140.0,-0.1278,-0.1098,-38.1,-4.201,1,0,-10.4,-0.08,164.99,0.0255,-0.0039,-0.0582,0.0871,-0.0458,0.81,0.0469,-0.2298,-0.1999,-0.2818,1.732,-0.022,-0.4466,-0.2422,0,-0.0707,-0.2245,-0.1294,-0.3214,-0.6615,165.09
401620254,2024,-14.0,146.0,-0.1834,-0.1115,-144.0,-1.423,-1,0,-3.36,1.17,166.09,0.0546,-0.0066,0.0015,-0.0164,0.0323,5.32,-0.069,-0.0586,-0.0621,-0.022,3.9827,-0.065,2.2995,-0.0102,0,0.1537,0.208,-0.1058,-0.1917,-0.1466,164.98
401620255,2024,-15.0,191.0,-0.2068,-0.2637,-54.8,-5.149,0,0,-14.76,-2.85,165.92,-0.01,-0.0266,-0.0054,0.0646,-0.0088,-3.16,-0.154,-0.1123,-0.0473,-0.6301,0.8923,-0.0184,-0.4153,0.0905,1,-0.1893,-0.1018,-0.2027,-0.1397,-0.4433,164.67
